Year,PortCode,Port,Mode,TradeType,TradeValue,Weight,FreightCharges,Region,Lat,Lon,WeightLb
1993,2301,Brownsville,Mail (U.S. Postal Service),Import,10389.0,,207.0,Pharr,25.95155,-97.40067,
1993,2301,Brownsville,Other/Unknown,Export,1018926908.0,,,Pharr,25.95155,-97.40067,
1993,2301,Brownsville,Other/Unknown,Import,1741.0,,65.0,Pharr,25.95155,-97.40067,
1993,2301,Brownsville,Rail,Export,247832822.0,,,Pharr,25.95155,-97.40067,
1993,2301,Brownsville,Rail,Import,923277755.0,,18018013.0,Pharr,25.95155,-97.40067,
1993,2301,Brownsville,Truck,Export,2925570076.0,,,Pharr,25.95155,-97.40067,
1993,2301,Brownsville,Truck,Import,1390488327.0,,8660626.0,Pharr,25.95155,-97.40067,
1993,2302,Del Rio,Other/Unknown,Export,95617715.0,,,Laredo,29.326784,-100.927612,
1993,2302,Del Rio,Other/Unknown,Import,35571.0,,325.0,Laredo,29.326784,-100.927612,
1993,2302,Del Rio,Rail,Export,4511566.0,,,Laredo,29.326784,-100.927612,
1993,2302,Del Rio,Truck,Export,654362601.0,,,Laredo,29.326784,-100.927612,
1993,2302,Del Rio,Truck,Import,500355665.0,,2637680.0,Laredo,29.326784,-100.927612,
1993,2303,Eagle Pass,Other/Unknown,Export,33647480.0,,,Laredo,28.705483,-100.511977,
1993,2303,Eagle Pass,Other/Unknown,Import,100724.0,,2012.0,Laredo,28.705483,-100.511977,
1993,2303,Eagle Pass,Pipeline,Export,618329.0,,,Laredo,28.705483,-100.511977,
1993,2303,Eagle Pass,Rail,Export,579775228.0,,,Laredo,28.705483,-100.511977,
1993,2303,Eagle Pass,Rail,Import,453266425.0,,7435854.0,Laredo,28.705483,-100.511977,
1993,2303,Eagle Pass,Truck,Export,772982100.0,,,Laredo,28.705483,-100.511977,
1993,2303,Eagle Pass,Truck,Import,427773311.0,,5370126.0,Laredo,28.705483,-100.511977,
1993,2304,Laredo,Mail (U.S. Postal Service),Export,3157222.0,,,Laredo,27.499561,-99.507412,
1993,2304,Laredo,Other/Unknown,Export,5426567346.0,,,Laredo,27.499561,-99.507412,
1993,2304,Laredo,Other/Unknown,Import,10364642.0,,2374.0,Laredo,27.499561,-99.507412,
1993,2304,Laredo,Rail,Export,2808289787.0,,,Laredo,27.499561,-99.507412,
1993,2304,Laredo,Rail,Import,2055268714.0,,76967606.0,Laredo,27.499561,-99.507412,
1993,2304,Laredo,Truck,Export,13894316087.0,,,Laredo,27.499561,-99.507412,
1993,2304,Laredo,Truck,Import,3714456620.0,,72964814.0,Laredo,27.499561,-99.507412,
1993,2305,Hidalgo/Pharr,Mail (U.S. Postal Service),Export,5519207.0,,,Pharr,26.095032,-98.271092,
1993,2305,Hidalgo/Pharr,Mail (U.S. Postal Service),Import,6905.0,,209.0,Pharr,26.095032,-98.271092,
1993,2305,Hidalgo/Pharr,Other/Unknown,Export,445373279.0,,,Pharr,26.095032,-98.271092,
1993,2305,Hidalgo/Pharr,Rail,Export,8746355.0,,,Pharr,26.095032,-98.271092,
1993,2305,Hidalgo/Pharr,Rail,Import,51850955.0,,2358848.0,Pharr,26.095032,-98.271092,
1993,2305,Hidalgo/Pharr,Truck,Export,2290515511.0,,,Pharr,26.095032,-98.271092,
1993,2305,Hidalgo/Pharr,Truck,Import,1602234301.0,,24431035.0,Pharr,26.095032,-98.271092,
1993,2307,Rio Grande City,Other/Unknown,Export,148810.0,,,Pharr,26.365761,-98.802513,
1993,2307,Rio Grande City,Rail,Export,121967.0,,,Pharr,26.365761,-98.802513,
1993,2307,Rio Grande City,Truck,Export,80970299.0,,,Pharr,26.365761,-98.802513,
1993,2307,Rio Grande City,Truck,Import,22339259.0,,971510.0,Pharr,26.365761,-98.802513,
1993,2309,Progreso,Other/Unknown,Export,44817514.0,,,Pharr,26.062133,-97.949958,
1993,2309,Progreso,Rail,Export,437952.0,,,Pharr,26.062133,-97.949958,
1993,2309,Progreso,Rail,Import,34316616.0,,1197595.0,Pharr,26.062133,-97.949958,
1993,2309,Progreso,Truck,Export,29595041.0,,,Pharr,26.062133,-97.949958,
1993,2309,Progreso,Truck,Import,29043775.0,,390843.0,Pharr,26.062133,-97.949958,
1993,2310,Roma,Other/Unknown,Export,4792023.0,,,Pharr,26.403928,-99.018981,
1993,2310,Roma,Truck,Export,79593339.0,,,Pharr,26.403928,-99.018981,
1993,2310,Roma,Truck,Import,7633303.0,,168058.0,Pharr,26.403928,-99.018981,
1993,2402,El Paso,Mail (U.S. Postal Service),Import,55695.0,,794.0,El Paso,31.764363,-106.451188,
1993,2402,El Paso,Other/Unknown,Export,2420518153.0,,,El Paso,31.764363,-106.451188,
1993,2402,El Paso,Other/Unknown,Import,218091.0,,3374.0,El Paso,31.764363,-106.451188,
1993,2402,El Paso,Rail,Export,111901782.0,,,El Paso,31.764363,-106.451188,
1993,2402,El Paso,Rail,Import,781661751.0,,17756996.0,El Paso,31.764363,-106.451188,
1993,2402,El Paso,Truck,Export,6639812518.0,,,El Paso,31.764363,-106.451188,
1993,2402,El Paso,Truck,Import,5394466932.0,,22955696.0,El Paso,31.764363,-106.451188,
1993,2403,Presidio,Other/Unknown,Export,5677363.0,,,El Paso,29.561827,-104.394907,
1993,2403,Presidio,Rail,Export,2394631.0,,,El Paso,29.561827,-104.394907,
1993,2403,Presidio,Rail,Import,461062.0,,19548.0,El Paso,29.561827,-104.394907,
1993,2403,Presidio,Truck,Export,49686999.0,,,El Paso,29.561827,-104.394907,
1993,2403,Presidio,Truck,Import,46485759.0,,640453.0,El Paso,29.561827,-104.394907,
1993,2404,Fabens,Other/Unknown,Export,185084.0,,,El Paso,31.435334,-106.142669,
1993,2404,Fabens,Truck,Export,182499.0,,,El Paso,31.435334,-106.142669,
1993,2404,Fabens,Truck,Import,145723.0,,1341.0,El Paso,31.435334,-106.142669,
1994,2301,Brownsville,Mail (U.S. Postal Service),Export,433227.0,,,Pharr,25.95155,-97.40067,
1994,2301,Brownsville,Other/Unknown,Export,242208115.0,,,Pharr,25.95155,-97.40067,
1994,2301,Brownsville,Other/Unknown,Import,81887.0,,3103.0,Pharr,25.95155,-97.40067,
1994,2301,Brownsville,Rail,Export,338056438.0,,,Pharr,25.95155,-97.40067,
1994,2301,Brownsville,Rail,Import,1482200611.0,,29779656.0,Pharr,25.95155,-97.40067,
1994,2301,Brownsville,Truck,Export,3784635328.0,,,Pharr,25.95155,-97.40067,
1994,2301,Brownsville,Truck,Import,2281715585.0,,14456881.0,Pharr,25.95155,-97.40067,
1994,2302,Del Rio,Mail (U.S. Postal Service),Import,30796.0,,97.0,Laredo,29.326784,-100.927612,
1994,2302,Del Rio,Other/Unknown,Export,4035722.0,,,Laredo,29.326784,-100.927612,
1994,2302,Del Rio,Other/Unknown,Import,152657.0,,342.0,Laredo,29.326784,-100.927612,
1994,2302,Del Rio,Rail,Export,49730.0,,,Laredo,29.326784,-100.927612,
1994,2302,Del Rio,Truck,Export,811481462.0,,,Laredo,29.326784,-100.927612,
1994,2302,Del Rio,Truck,Import,735694349.0,,3922989.0,Laredo,29.326784,-100.927612,
1994,2303,Eagle Pass,Mail (U.S. Postal Service),Import,141741.0,,350.0,Laredo,28.705483,-100.511977,
1994,2303,Eagle Pass,Other/Unknown,Export,32085536.0,,,Laredo,28.705483,-100.511977,
1994,2303,Eagle Pass,Other/Unknown,Import,317560.0,,13922.0,Laredo,28.705483,-100.511977,
1994,2303,Eagle Pass,Pipeline,Export,245279.0,,,Laredo,28.705483,-100.511977,
1994,2303,Eagle Pass,Rail,Export,1436932018.0,,,Laredo,28.705483,-100.511977,
1994,2303,Eagle Pass,Rail,Import,556277158.0,,12098376.0,Laredo,28.705483,-100.511977,
1994,2303,Eagle Pass,Truck,Export,943423325.0,,,Laredo,28.705483,-100.511977,
1994,2303,Eagle Pass,Truck,Import,758307176.0,,7049869.0,Laredo,28.705483,-100.511977,
1994,2304,Laredo,Mail (U.S. Postal Service),Export,40125.0,,,Laredo,27.499561,-99.507412,
1994,2304,Laredo,Mail (U.S. Postal Service),Import,2735.0,,328.0,Laredo,27.499561,-99.507412,
1994,2304,Laredo,Other/Unknown,Export,248924233.0,,,Laredo,27.499561,-99.507412,
1994,2304,Laredo,Other/Unknown,Import,479130.0,,2467.0,Laredo,27.499561,-99.507412,
1994,2304,Laredo,Rail,Export,2960789914.0,,,Laredo,27.499561,-99.507412,
1994,2304,Laredo,Rail,Import,2471146899.0,,83315739.0,Laredo,27.499561,-99.507412,
1994,2304,Laredo,Truck,Export,20506675787.0,,,Laredo,27.499561,-99.507412,
1994,2304,Laredo,Truck,Import,7557728248.0,,118366227.0,Laredo,27.499561,-99.507412,
1994,2305,Hidalgo/Pharr,Mail (U.S. Postal Service),Import,11740.0,,627.0,Pharr,26.095032,-98.271092,
1994,2305,Hidalgo/Pharr,Other/Unknown,Export,95528515.0,,,Pharr,26.095032,-98.271092,
1994,2305,Hidalgo/Pharr,Other/Unknown,Import,141744.0,,8710.0,Pharr,26.095032,-98.271092,
1994,2305,Hidalgo/Pharr,Pipeline,Import,12632663.0,,210932.0,Pharr,26.095032,-98.271092,
1994,2305,Hidalgo/Pharr,Rail,Export,204819.0,,,Pharr,26.095032,-98.271092,
1994,2305,Hidalgo/Pharr,Rail,Import,76598081.0,,3677245.0,Pharr,26.095032,-98.271092,
1994,2305,Hidalgo/Pharr,Truck,Export,2687025328.0,,,Pharr,26.095032,-98.271092,
1994,2305,Hidalgo/Pharr,Truck,Import,2374480319.0,,37748347.0,Pharr,26.095032,-98.271092,
1994,2307,Rio Grande City,Other/Unknown,Export,3871804.0,,,Pharr,26.365761,-98.802513,
1994,2307,Rio Grande City,Other/Unknown,Import,15975.0,,958.0,Pharr,26.365761,-98.802513,
1994,2307,Rio Grande City,Pipeline,Export,54250.0,,,Pharr,26.365761,-98.802513,
1994,2307,Rio Grande City,Rail,Export,79361.0,,,Pharr,26.365761,-98.802513,
1994,2307,Rio Grande City,Truck,Export,116254119.0,,,Pharr,26.365761,-98.802513,
1994,2307,Rio Grande City,Truck,Import,51834542.0,,1669768.0,Pharr,26.365761,-98.802513,
1994,2309,Progreso,Other/Unknown,Export,70653459.0,,,Pharr,26.062133,-97.949958,
1994,2309,Progreso,Other/Unknown,Import,1482809.0,,20686.0,Pharr,26.062133,-97.949958,
1994,2309,Progreso,Rail,Export,2667299.0,,,Pharr,26.062133,-97.949958,
1994,2309,Progreso,Rail,Import,51513349.0,,1511633.0,Pharr,26.062133,-97.949958,
1994,2309,Progreso,Truck,Export,83079647.0,,,Pharr,26.062133,-97.949958,
1994,2309,Progreso,Truck,Import,47653582.0,,1153942.0,Pharr,26.062133,-97.949958,
1994,2310,Roma,Other/Unknown,Export,1753939.0,,,Pharr,26.403928,-99.018981,
1994,2310,Roma,Other/Unknown,Import,390431.0,,7762.0,Pharr,26.403928,-99.018981,
1994,2310,Roma,Rail,Export,370064.0,,,Pharr,26.403928,-99.018981,
1994,2310,Roma,Truck,Export,84975332.0,,,Pharr,26.403928,-99.018981,
1994,2310,Roma,Truck,Import,18884320.0,,222598.0,Pharr,26.403928,-99.018981,
1994,2402,El Paso,Mail (U.S. Postal Service),Import,110268.0,,3316.0,El Paso,31.764363,-106.451188,
1994,2402,El Paso,Other/Unknown,Export,329703335.0,,,El Paso,31.764363,-106.451188,
1994,2402,El Paso,Other/Unknown,Import,693289.0,,27092.0,El Paso,31.764363,-106.451188,
1994,2402,El Paso,Rail,Export,239510264.0,,,El Paso,31.764363,-106.451188,
1994,2402,El Paso,Rail,Import,147880722.0,,5987914.0,El Paso,31.764363,-106.451188,
1994,2402,El Paso,Truck,Export,8545449160.0,,,El Paso,31.764363,-106.451188,
1994,2402,El Paso,Truck,Import,10481374518.0,,40785306.0,El Paso,31.764363,-106.451188,
1994,2403,Presidio,Other/Unknown,Export,2320939.0,,,El Paso,29.561827,-104.394907,
1994,2403,Presidio,Other/Unknown,Import,272089.0,,16325.0,El Paso,29.561827,-104.394907,
1994,2403,Presidio,Rail,Export,16224711.0,,,El Paso,29.561827,-104.394907,
1994,2403,Presidio,Rail,Import,715299.0,,72979.0,El Paso,29.561827,-104.394907,
1994,2403,Presidio,Truck,Export,31392233.0,,,El Paso,29.561827,-104.394907,
1994,2403,Presidio,Truck,Import,55417934.0,,732450.0,El Paso,29.561827,-104.394907,
1994,2404,Fabens,Rail,Export,30902.0,,,El Paso,31.435334,-106.142669,
1994,2404,Fabens,Truck,Export,151541.0,,,El Paso,31.435334,-106.142669,
1995,2301,Brownsville,Foreign Trade Zones (FTZs),Import,186039905.0,197170.29,3923732.0,Pharr,25.95155,-97.40067,434685.56
1995,2301,Brownsville,Mail (U.S. Postal Service),Export,279671.0,,,Pharr,25.95155,-97.40067,
1995,2301,Brownsville,Other/Unknown,Export,91866450.0,,,Pharr,25.95155,-97.40067,
1995,2301,Brownsville,Other/Unknown,Import,32894946.0,7.67,5789.0,Pharr,25.95155,-97.40067,16.91
1995,2301,Brownsville,Pipeline,Export,20915.0,,,Pharr,25.95155,-97.40067,
1995,2301,Brownsville,Rail,Export,245434696.0,,,Pharr,25.95155,-97.40067,
1995,2301,Brownsville,Rail,Import,355193718.0,235717.47,6498205.0,Pharr,25.95155,-97.40067,519667.45
1995,2301,Brownsville,Truck,Export,3281739207.0,,,Pharr,25.95155,-97.40067,
1995,2301,Brownsville,Truck,Import,2854969978.0,631826.68,18628886.0,Pharr,25.95155,-97.40067,1392937.74
1995,2302,Del Rio,Other/Unknown,Export,887839.0,,,Laredo,29.326784,-100.927612,
1995,2302,Del Rio,Other/Unknown,Import,117119.0,15.72,105.0,Laredo,29.326784,-100.927612,34.66
1995,2302,Del Rio,Rail,Export,73071.0,,,Laredo,29.326784,-100.927612,
1995,2302,Del Rio,Rail,Import,29300.0,3.54,349.0,Laredo,29.326784,-100.927612,7.8
1995,2302,Del Rio,Truck,Export,755835265.0,,,Laredo,29.326784,-100.927612,
1995,2302,Del Rio,Truck,Import,846293122.0,149328.48,6385048.0,Laredo,29.326784,-100.927612,329212.55
1995,2303,Eagle Pass,Foreign Trade Zones (FTZs),Import,27000.0,0.0,1620.0,Laredo,28.705483,-100.511977,0.0
1995,2303,Eagle Pass,Mail (U.S. Postal Service),Import,65927.0,16.2,2055.0,Laredo,28.705483,-100.511977,35.71
1995,2303,Eagle Pass,Other/Unknown,Export,2444902.0,,,Laredo,28.705483,-100.511977,
1995,2303,Eagle Pass,Other/Unknown,Import,37227.0,,237.0,Laredo,28.705483,-100.511977,
1995,2303,Eagle Pass,Pipeline,Export,966988.0,,,Laredo,28.705483,-100.511977,
1995,2303,Eagle Pass,Rail,Export,1707843304.0,,,Laredo,28.705483,-100.511977,
1995,2303,Eagle Pass,Rail,Import,1175142907.0,551691.28,14433510.0,Laredo,28.705483,-100.511977,1216269.63
1995,2303,Eagle Pass,Truck,Export,891249664.0,,,Laredo,28.705483,-100.511977,
1995,2303,Eagle Pass,Truck,Import,1039449520.0,237259.68,9648215.0,Laredo,28.705483,-100.511977,523067.44
1995,2304,Laredo,Foreign Trade Zones (FTZs),Import,8258474.0,714.54,358991.0,Laredo,27.499561,-99.507412,1575.29
1995,2304,Laredo,Mail (U.S. Postal Service),Export,36652.0,,,Laredo,27.499561,-99.507412,
1995,2304,Laredo,Mail (U.S. Postal Service),Import,29040.0,9.65,300.0,Laredo,27.499561,-99.507412,21.27
1995,2304,Laredo,Other/Unknown,Export,106132648.0,,,Laredo,27.499561,-99.507412,
1995,2304,Laredo,Other/Unknown,Import,582823.0,236.21,15488.0,Laredo,27.499561,-99.507412,520.75
1995,2304,Laredo,Rail,Export,2395917018.0,,,Laredo,27.499561,-99.507412,
1995,2304,Laredo,Rail,Import,4993419522.0,1256396.83,93182092.0,Laredo,27.499561,-99.507412,2769877.58
1995,2304,Laredo,Truck,Export,12171060228.0,,,Laredo,27.499561,-99.507412,
1995,2304,Laredo,Truck,Import,10103135791.0,3310009.14,150883666.0,Laredo,27.499561,-99.507412,7297312.35
1995,2305,Hidalgo/Pharr,Foreign Trade Zones (FTZs),Import,40506632.0,34.91,2379104.0,Pharr,26.095032,-98.271092,76.96
1995,2305,Hidalgo/Pharr,Mail (U.S. Postal Service),Export,25821147.0,,,Pharr,26.095032,-98.271092,
1995,2305,Hidalgo/Pharr,Mail (U.S. Postal Service),Import,4215.0,0.0,131.0,Pharr,26.095032,-98.271092,0.0
1995,2305,Hidalgo/Pharr,Other/Unknown,Export,11341314.0,,,Pharr,26.095032,-98.271092,
1995,2305,Hidalgo/Pharr,Other/Unknown,Import,560852.0,3.75,31893.0,Pharr,26.095032,-98.271092,8.27
1995,2305,Hidalgo/Pharr,Pipeline,Import,926931.0,8355.18,4591.0,Pharr,26.095032,-98.271092,18420.0
1995,2305,Hidalgo/Pharr,Rail,Export,6113559.0,,,Pharr,26.095032,-98.271092,
1995,2305,Hidalgo/Pharr,Rail,Import,10753166.0,16.18,572745.0,Pharr,26.095032,-98.271092,35.67
1995,2305,Hidalgo/Pharr,Truck,Export,2366881832.0,,,Pharr,26.095032,-98.271092,
1995,2305,Hidalgo/Pharr,Truck,Import,3094283684.0,925695.49,44687920.0,Pharr,26.095032,-98.271092,2040806.79
1995,2307,Rio Grande City,Other/Unknown,Export,569132.0,,,Pharr,26.365761,-98.802513,
1995,2307,Rio Grande City,Rail,Export,915300.0,,,Pharr,26.365761,-98.802513,
1995,2307,Rio Grande City,Truck,Export,93335490.0,,,Pharr,26.365761,-98.802513,
1995,2307,Rio Grande City,Truck,Import,44620019.0,36583.9,1572838.0,Pharr,26.365761,-98.802513,80653.6
1995,2309,Progreso,Foreign Trade Zones (FTZs),Import,15662756.0,107.55,553598.0,Pharr,26.062133,-97.949958,237.11
1995,2309,Progreso,Other/Unknown,Export,2616.0,,,Pharr,26.062133,-97.949958,
1995,2309,Progreso,Other/Unknown,Import,8237820.0,,102627.0,Pharr,26.062133,-97.949958,
1995,2309,Progreso,Rail,Import,11207615.0,,377427.0,Pharr,26.062133,-97.949958,
1995,2309,Progreso,Truck,Export,86848083.0,,,Pharr,26.062133,-97.949958,
1995,2309,Progreso,Truck,Import,47569788.0,46478.46,1109992.0,Pharr,26.062133,-97.949958,102467.34
1995,2310,Roma,Foreign Trade Zones (FTZs),Import,150918.0,963.32,3018.0,Pharr,26.403928,-99.018981,2123.75
1995,2310,Roma,Mail (U.S. Postal Service),Export,299701.0,,,Pharr,26.403928,-99.018981,
1995,2310,Roma,Other/Unknown,Export,311591.0,,,Pharr,26.403928,-99.018981,
1995,2310,Roma,Rail,Import,4378.0,,75.0,Pharr,26.403928,-99.018981,
1995,2310,Roma,Truck,Export,52007663.0,,,Pharr,26.403928,-99.018981,
1995,2310,Roma,Truck,Import,42473576.0,31052.34,288153.0,Pharr,26.403928,-99.018981,68458.61
1995,2402,El Paso,Foreign Trade Zones (FTZs),Import,493558623.0,28076.78,10303427.0,El Paso,31.764363,-106.451188,61898.63
1995,2402,El Paso,Mail (U.S. Postal Service),Export,4403.0,,,El Paso,31.764363,-106.451188,
1995,2402,El Paso,Mail (U.S. Postal Service),Import,39968.0,0.3,999.0,El Paso,31.764363,-106.451188,0.66
1995,2402,El Paso,Other/Unknown,Export,7411252.0,,,El Paso,31.764363,-106.451188,
1995,2402,El Paso,Other/Unknown,Import,1742486.0,63.82,77579.0,El Paso,31.764363,-106.451188,140.7
1995,2402,El Paso,Rail,Export,144977258.0,,,El Paso,31.764363,-106.451188,
1995,2402,El Paso,Rail,Import,220143024.0,368973.23,6519917.0,El Paso,31.764363,-106.451188,813445.76
1995,2402,El Paso,Truck,Export,7705037896.0,,,El Paso,31.764363,-106.451188,
1995,2402,El Paso,Truck,Import,11815007045.0,1453482.19,44788294.0,El Paso,31.764363,-106.451188,3204375.91
1995,2403,Presidio,Other/Unknown,Export,86941.0,,,El Paso,29.561827,-104.394907,
1995,2403,Presidio,Rail,Export,18881419.0,,,El Paso,29.561827,-104.394907,
1995,2403,Presidio,Rail,Import,5880862.0,14939.05,237598.0,El Paso,29.561827,-104.394907,32934.93
1995,2403,Presidio,Truck,Export,19900971.0,,,El Paso,29.561827,-104.394907,
1995,2403,Presidio,Truck,Import,70651336.0,28958.9,828856.0,El Paso,29.561827,-104.394907,63843.37
1995,2404,Fabens,Truck,Export,22241.0,,,El Paso,31.435334,-106.142669,
1995,2404,Fabens,Truck,Import,1425.0,,28.0,El Paso,31.435334,-106.142669,
1996,2301,Brownsville,Foreign Trade Zones (FTZs),Import,304109420.0,167759.23,6127477.0,Pharr,25.95155,-97.40067,369845.35
1996,2301,Brownsville,Mail (U.S. Postal Service),Import,1776.0,0.0,25.0,Pharr,25.95155,-97.40067,0.0
1996,2301,Brownsville,Other/Unknown,Export,168803353.0,,,Pharr,25.95155,-97.40067,
1996,2301,Brownsville,Other/Unknown,Import,95888.0,15.06,996.0,Pharr,25.95155,-97.40067,33.2
1996,2301,Brownsville,Rail,Export,318424422.0,,,Pharr,25.95155,-97.40067,
1996,2301,Brownsville,Rail,Import,254530986.0,356300.48,4281470.0,Pharr,25.95155,-97.40067,785507.16
1996,2301,Brownsville,Truck,Export,3965401447.0,,,Pharr,25.95155,-97.40067,
1996,2301,Brownsville,Truck,Import,2992502856.0,911525.07,21504068.0,Pharr,25.95155,-97.40067,2009566.4
1996,2302,Del Rio,Foreign Trade Zones (FTZs),Import,226344.0,2.5,4524.0,Laredo,29.326784,-100.927612,5.51
1996,2302,Del Rio,Other/Unknown,Export,225065.0,,,Laredo,29.326784,-100.927612,
1996,2302,Del Rio,Other/Unknown,Import,145773.0,32.94,373.0,Laredo,29.326784,-100.927612,72.62
1996,2302,Del Rio,Rail,Export,351855.0,,,Laredo,29.326784,-100.927612,
1996,2302,Del Rio,Truck,Export,891854848.0,,,Laredo,29.326784,-100.927612,
1996,2302,Del Rio,Truck,Import,951980031.0,174078.11,2777452.0,Laredo,29.326784,-100.927612,383776.08
1996,2303,Eagle Pass,Foreign Trade Zones (FTZs),Import,24745.0,61.2,3712.0,Laredo,28.705483,-100.511977,134.92
1996,2303,Eagle Pass,Other/Unknown,Export,8588262.0,,,Laredo,28.705483,-100.511977,
1996,2303,Eagle Pass,Other/Unknown,Import,5403.0,0.92,299.0,Laredo,28.705483,-100.511977,2.03
1996,2303,Eagle Pass,Pipeline,Export,1460046.0,,,Laredo,28.705483,-100.511977,
1996,2303,Eagle Pass,Rail,Export,2088857972.0,,,Laredo,28.705483,-100.511977,
1996,2303,Eagle Pass,Rail,Import,1851807612.0,928272.79,18971209.0,Laredo,28.705483,-100.511977,2046488.76
1996,2303,Eagle Pass,Truck,Export,1016891112.0,,,Laredo,28.705483,-100.511977,
1996,2303,Eagle Pass,Truck,Import,1147259522.0,320629.78,10892079.0,Laredo,28.705483,-100.511977,706866.83
1996,2304,Laredo,Foreign Trade Zones (FTZs),Import,4906645.0,1153.62,139967.0,Laredo,27.499561,-99.507412,2543.29
1996,2304,Laredo,Mail (U.S. Postal Service),Import,1700.0,0.01,204.0,Laredo,27.499561,-99.507412,0.02
1996,2304,Laredo,Other/Unknown,Export,49489037.0,,,Laredo,27.499561,-99.507412,
1996,2304,Laredo,Other/Unknown,Import,94495.0,32.43,1843.0,Laredo,27.499561,-99.507412,71.5
1996,2304,Laredo,Rail,Export,2192465643.0,,,Laredo,27.499561,-99.507412,
1996,2304,Laredo,Rail,Import,8137797989.0,2492060.6,137526152.0,Laredo,27.499561,-99.507412,5494046.64
1996,2304,Laredo,Truck,Export,15923486095.0,,,Laredo,27.499561,-99.507412,
1996,2304,Laredo,Truck,Import,12512418377.0,5222577.27,183981466.0,Laredo,27.499561,-99.507412,11513798.3
1996,2305,Hidalgo/Pharr,Foreign Trade Zones (FTZs),Import,56905785.0,4658.99,2568961.0,Pharr,26.095032,-98.271092,10271.3
1996,2305,Hidalgo/Pharr,Mail (U.S. Postal Service),Import,2782.0,0.02,158.0,Pharr,26.095032,-98.271092,0.04
1996,2305,Hidalgo/Pharr,Other/Unknown,Export,11908030.0,,,Pharr,26.095032,-98.271092,
1996,2305,Hidalgo/Pharr,Other/Unknown,Import,557375.0,3142.69,3207.0,Pharr,26.095032,-98.271092,6928.44
1996,2305,Hidalgo/Pharr,Pipeline,Export,839799.0,,,Pharr,26.095032,-98.271092,
1996,2305,Hidalgo/Pharr,Pipeline,Import,272000.0,2325.36,50.0,Pharr,26.095032,-98.271092,5126.54
1996,2305,Hidalgo/Pharr,Rail,Export,1921140.0,,,Pharr,26.095032,-98.271092,
1996,2305,Hidalgo/Pharr,Rail,Import,152395.0,21.26,795.0,Pharr,26.095032,-98.271092,46.87
1996,2305,Hidalgo/Pharr,Truck,Export,2603499845.0,,,Pharr,26.095032,-98.271092,
1996,2305,Hidalgo/Pharr,Truck,Import,3591680161.0,1552383.97,49759084.0,Pharr,26.095032,-98.271092,3422416.75
1996,2307,Rio Grande City,Rail,Export,3297606.0,,,Pharr,26.365761,-98.802513,
1996,2307,Rio Grande City,Truck,Export,85769459.0,,,Pharr,26.365761,-98.802513,
1996,2307,Rio Grande City,Truck,Import,54315973.0,66876.27,1959173.0,Pharr,26.365761,-98.802513,147436.76
1996,2309,Progreso,Foreign Trade Zones (FTZs),Import,18967856.0,536.71,484225.0,Pharr,26.062133,-97.949958,1183.24
1996,2309,Progreso,Rail,Import,3540.0,0.18,236.0,Pharr,26.062133,-97.949958,0.4
1996,2309,Progreso,Truck,Export,132430038.0,,,Pharr,26.062133,-97.949958,
1996,2309,Progreso,Truck,Import,56304514.0,117307.26,1682597.0,Pharr,26.062133,-97.949958,258617.93
1996,2310,Roma,Other/Unknown,Export,1305819.0,,,Pharr,26.403928,-99.018981,
1996,2310,Roma,Other/Unknown,Import,1980.0,0.06,39.0,Pharr,26.403928,-99.018981,0.13
1996,2310,Roma,Rail,Export,77015.0,,,Pharr,26.403928,-99.018981,
1996,2310,Roma,Truck,Export,72790131.0,,,Pharr,26.403928,-99.018981,
1996,2310,Roma,Truck,Import,59115369.0,20371.15,331993.0,Pharr,26.403928,-99.018981,44910.64
1996,2402,El Paso,Foreign Trade Zones (FTZs),Import,1051801162.0,87976.41,21749360.0,El Paso,31.764363,-106.451188,193954.55
1996,2402,El Paso,Mail (U.S. Postal Service),Import,45976.0,0.74,2049.0,El Paso,31.764363,-106.451188,1.63
1996,2402,El Paso,Other/Unknown,Export,15244314.0,,,El Paso,31.764363,-106.451188,
1996,2402,El Paso,Other/Unknown,Import,341180.0,28.03,2110.0,El Paso,31.764363,-106.451188,61.8
1996,2402,El Paso,Rail,Export,229454517.0,,,El Paso,31.764363,-106.451188,
1996,2402,El Paso,Rail,Import,148474933.0,708093.45,9235240.0,El Paso,31.764363,-106.451188,1561076.98
1996,2402,El Paso,Truck,Export,9259130073.0,,,El Paso,31.764363,-106.451188,
1996,2402,El Paso,Truck,Import,11601370475.0,1938914.76,38223439.0,El Paso,31.764363,-106.451188,4274570.26
1996,2403,Presidio,Other/Unknown,Export,81475.0,,,El Paso,29.561827,-104.394907,
1996,2403,Presidio,Rail,Export,28873649.0,,,El Paso,29.561827,-104.394907,
1996,2403,Presidio,Rail,Import,6683754.0,19597.62,539026.0,El Paso,29.561827,-104.394907,43205.31
1996,2403,Presidio,Truck,Export,29374328.0,,,El Paso,29.561827,-104.394907,
1996,2403,Presidio,Truck,Import,31110182.0,29736.9,921132.0,El Paso,29.561827,-104.394907,65558.56
1996,2404,Fabens,Truck,Export,1550829.0,,,El Paso,31.435334,-106.142669,
1997,2301,Brownsville,Foreign Trade Zones (FTZs),Import,294158679.0,69056.85,5153102.0,Pharr,25.95155,-97.40067,152244.11
1997,2301,Brownsville,Other/Unknown,Export,88403044.0,,,Pharr,25.95155,-97.40067,
