Year,MexState,Mode,TradeType,TradeValue,Weight,WeightLb
1998,Morelos,Rail,Export,8183339.0,,
1998,Morelos,Truck,Export,247998535.0,,
1998,Nayarit,Rail,Export,460142.0,,
1998,Nayarit,Truck,Export,10049087.0,,
1998,Nuevo Leon,Other/Unknown,Export,72142065.0,,
1998,Nuevo Leon,Rail,Export,495164319.0,,
1998,Nuevo Leon,Truck,Export,3964281750.0,,
1998,Oaxaca,Rail,Export,7273418.0,,
1998,Oaxaca,Truck,Export,11256222.0,,
1998,Puebla,Other/Unknown,Export,16000.0,,
1998,Puebla,Rail,Export,66143366.0,,
1998,Puebla,Truck,Export,820276135.0,,
1998,Queretaro,Other/Unknown,Export,302597.0,,
1998,Queretaro,Rail,Export,122668712.0,,
1998,Queretaro,Truck,Export,845645971.0,,
1998,Quintana Roo,Other/Unknown,Export,75099.0,,
1998,Quintana Roo,Rail,Export,2903285.0,,
1998,Quintana Roo,Truck,Export,19009432.0,,
1998,San Luis Potosi,Other/Unknown,Export,52293.0,,
1998,San Luis Potosi,Rail,Export,55973731.0,,
1998,San Luis Potosi,Truck,Export,445887464.0,,
1998,Sinaloa,Other/Unknown,Export,2797.0,,
1998,Sinaloa,Rail,Export,14016057.0,,
1998,Sinaloa,Truck,Export,55478968.0,,
1998,Sonora,Other/Unknown,Export,13456.0,,
1998,Sonora,Rail,Export,7680210.0,,
1998,Sonora,Truck,Export,63048717.0,,
1998,Tabasco,Other/Unknown,Export,430393.0,,
1998,Tabasco,Rail,Export,498529.0,,
1998,Tabasco,Truck,Export,59179745.0,,
1998,Tamaulipas,Other/Unknown,Export,59793687.0,,
1998,Tamaulipas,Rail,Export,117486128.0,,
1998,Tamaulipas,Truck,Export,6276270843.0,,
1998,Tlaxcala,Other/Unknown,Export,40840.0,,
1998,Tlaxcala,Rail,Export,24398939.0,,
1998,Tlaxcala,Truck,Export,150085636.0,,
1998,Veracruz,Other/Unknown,Export,2730288.0,,
1998,Veracruz,Rail,Export,45074349.0,,
1998,Veracruz,Truck,Export,134981331.0,,
1998,Yucatan,Rail,Export,26333348.0,,
1998,Yucatan,Truck,Export,11414515.0,,
1998,Zacatecas,Other/Unknown,Export,18497.0,,
1998,Zacatecas,Rail,Export,4557378.0,,
1998,Zacatecas,Truck,Export,115923232.0,,
1999,Aguascalientes,Other/Unknown,Export,3954567.0,,
1999,Aguascalientes,Rail,Export,17439220.0,,
1999,Aguascalientes,Truck,Export,585348471.0,,
1999,Baja California,Other/Unknown,Export,124594.0,,
1999,Baja California,Rail,Export,4331871.0,,
1999,Baja California,Truck,Export,71962817.0,,
1999,Baja California Sur,Rail,Export,29131.0,,
1999,Baja California Sur,Truck,Export,3899656.0,,
1999,Campeche,Other/Unknown,Export,221765.0,,
1999,Campeche,Rail,Export,429666.0,,
1999,Campeche,Truck,Export,28296924.0,,
1999,Chiapas,Rail,Export,1001180.0,,
1999,Chiapas,Truck,Export,12007103.0,,
1999,Chihuahua,Other/Unknown,Export,28035766.0,,
1999,Chihuahua,Pipeline,Export,135498157.0,,
1999,Chihuahua,Rail,Export,72195409.0,,
1999,Chihuahua,Truck,Export,11138601395.0,,
1999,Coahuila,Other/Unknown,Export,920740.0,,
1999,Coahuila,Rail,Export,800250930.0,,
1999,Coahuila,Truck,Export,3101790431.0,,
1999,Colima,Other/Unknown,Export,49460.0,,
1999,Colima,Rail,Export,8003893.0,,
1999,Colima,Truck,Export,309995259.0,,
1999,Distrito Federal,Other/Unknown,Export,11953797.0,,
1999,Distrito Federal,Rail,Export,1001062474.0,,
1999,Distrito Federal,Truck,Export,7365809804.0,,
1999,Durango,Other/Unknown,Export,3568786.0,,
1999,Durango,Rail,Export,57633892.0,,
1999,Durango,Truck,Export,472700534.0,,
1999,Estado de Mexico,Other/Unknown,Export,22722872.0,,
1999,Estado de Mexico,Rail,Export,661797128.0,,
1999,Estado de Mexico,Truck,Export,7037216940.0,,
1999,Guanajuato,Other/Unknown,Export,816536.0,,
1999,Guanajuato,Rail,Export,861076194.0,,
1999,Guanajuato,Truck,Export,629542118.0,,
1999,Guerrero,Rail,Export,1753607.0,,
1999,Guerrero,Truck,Export,29186031.0,,
1999,Hidalgo,Other/Unknown,Export,5515900.0,,
1999,Hidalgo,Rail,Export,111437502.0,,
1999,Hidalgo,Truck,Export,210983542.0,,
1999,Jalisco,Other/Unknown,Export,3244057.0,,
1999,Jalisco,Rail,Export,264549290.0,,
1999,Jalisco,Truck,Export,2381637749.0,,
1999,Michoacan,Other/Unknown,Export,47102.0,,
1999,Michoacan,Rail,Export,19082433.0,,
1999,Michoacan,Truck,Export,94662982.0,,
1999,Morelos,Other/Unknown,Export,33147.0,,
1999,Morelos,Rail,Export,10685749.0,,
1999,Morelos,Truck,Export,191685877.0,,
1999,Nayarit,Rail,Export,1988448.0,,
1999,Nayarit,Truck,Export,5162906.0,,
1999,Nuevo Leon,Other/Unknown,Export,38252594.0,,
1999,Nuevo Leon,Pipeline,Export,25140.0,,
1999,Nuevo Leon,Rail,Export,510579392.0,,
1999,Nuevo Leon,Truck,Export,4531667525.0,,
1999,Oaxaca,Other/Unknown,Export,1231279.0,,
1999,Oaxaca,Rail,Export,7628749.0,,
1999,Oaxaca,Truck,Export,21332470.0,,
1999,Puebla,Other/Unknown,Export,630685.0,,
1999,Puebla,Rail,Export,72883268.0,,
1999,Puebla,Truck,Export,971741575.0,,
1999,Queretaro,Other/Unknown,Export,134216.0,,
1999,Queretaro,Rail,Export,121445343.0,,
1999,Queretaro,Truck,Export,907459711.0,,
1999,Quintana Roo,Other/Unknown,Export,4936.0,,
1999,Quintana Roo,Rail,Export,1070435.0,,
1999,Quintana Roo,Truck,Export,27568712.0,,
1999,San Luis Potosi,Other/Unknown,Export,87783.0,,
1999,San Luis Potosi,Rail,Export,69012329.0,,
1999,San Luis Potosi,Truck,Export,512115247.0,,
1999,Sinaloa,Rail,Export,13092306.0,,
1999,Sinaloa,Truck,Export,43154263.0,,
1999,Sonora,Other/Unknown,Export,55994.0,,
1999,Sonora,Rail,Export,7868514.0,,
1999,Sonora,Truck,Export,44816187.0,,
1999,Tabasco,Other/Unknown,Export,11568163.0,,
1999,Tabasco,Rail,Export,186251.0,,
1999,Tabasco,Truck,Export,40734917.0,,
1999,Tamaulipas,Other/Unknown,Export,37593576.0,,
1999,Tamaulipas,Rail,Export,45417384.0,,
1999,Tamaulipas,Truck,Export,7842747354.0,,
1999,Tlaxcala,Other/Unknown,Export,19305.0,,
1999,Tlaxcala,Rail,Export,19244639.0,,
1999,Tlaxcala,Truck,Export,143336377.0,,
1999,Veracruz,Other/Unknown,Export,11607491.0,,
1999,Veracruz,Rail,Export,46192925.0,,
1999,Veracruz,Truck,Export,114628577.0,,
1999,Yucatan,Other/Unknown,Export,1557200.0,,
1999,Yucatan,Rail,Export,43168297.0,,
1999,Yucatan,Truck,Export,16700295.0,,
1999,Zacatecas,Other/Unknown,Export,115269.0,,
1999,Zacatecas,Rail,Export,7792045.0,,
1999,Zacatecas,Truck,Export,103102803.0,,
2000,Aguascalientes,Other/Unknown,Export,18230080.0,,
2000,Aguascalientes,Rail,Export,22539644.0,,
2000,Aguascalientes,Truck,Export,848471315.0,,
2000,Baja California,Rail,Export,5428925.0,,
2000,Baja California,Truck,Export,106668121.0,,
2000,Baja California Sur,Rail,Export,5608.0,,
2000,Baja California Sur,Truck,Export,2872747.0,,
2000,Campeche,Rail,Export,71375.0,,
2000,Campeche,Truck,Export,16378505.0,,
2000,Chiapas,Rail,Export,753214.0,,
2000,Chiapas,Truck,Export,13037958.0,,
2000,Chihuahua,Other/Unknown,Export,6271817.0,,
2000,Chihuahua,Pipeline,Export,205686272.0,,
2000,Chihuahua,Rail,Export,114840732.0,,
2000,Chihuahua,Truck,Export,15668080075.0,,
2000,Coahuila,Other/Unknown,Export,1452888.0,,
2000,Coahuila,Rail,Export,1921071704.0,,
2000,Coahuila,Truck,Export,4663904374.0,,
2000,Colima,Rail,Export,19521348.0,,
2000,Colima,Truck,Export,485543620.0,,
2000,Distrito Federal,Other/Unknown,Export,17773008.0,,
2000,Distrito Federal,Rail,Export,2028117305.0,,
2000,Distrito Federal,Truck,Export,7930584199.0,,
2000,Durango,Other/Unknown,Export,4719410.0,,
2000,Durango,Rail,Export,163075534.0,,
2000,Durango,Truck,Export,435458629.0,,
2000,Estado de Mexico,Other/Unknown,Export,9554289.0,,
2000,Estado de Mexico,Pipeline,Export,89294317.0,,
2000,Estado de Mexico,Rail,Export,2155208206.0,,
2000,Estado de Mexico,Truck,Export,5828712303.0,,
2000,Guanajuato,Other/Unknown,Export,110664.0,,
2000,Guanajuato,Rail,Export,1102956086.0,,
2000,Guanajuato,Truck,Export,2542042902.0,,
2000,Guerrero,Rail,Export,1276961.0,,
2000,Guerrero,Truck,Export,39337912.0,,
2000,Hidalgo,Other/Unknown,Export,149974.0,,
2000,Hidalgo,Rail,Export,141039542.0,,
2000,Hidalgo,Truck,Export,224056493.0,,
2000,Jalisco,Other/Unknown,Export,161489.0,,
2000,Jalisco,Rail,Export,402784272.0,,
2000,Jalisco,Truck,Export,3259783678.0,,
2000,Michoacan,Rail,Export,34204807.0,,
2000,Michoacan,Truck,Export,92359506.0,,
2000,Morelos,Other/Unknown,Export,4799.0,,
2000,Morelos,Pipeline,Export,5099.0,,
2000,Morelos,Rail,Export,12311735.0,,
2000,Morelos,Truck,Export,767238028.0,,
2000,Nayarit,Rail,Export,325950.0,,
2000,Nayarit,Truck,Export,6480757.0,,
2000,Nuevo Leon,Other/Unknown,Export,3068486.0,,
2000,Nuevo Leon,Rail,Export,542391639.0,,
2000,Nuevo Leon,Truck,Export,5678871456.0,,
2000,Oaxaca,Other/Unknown,Export,653045.0,,
2000,Oaxaca,Rail,Export,22620689.0,,
2000,Oaxaca,Truck,Export,35960700.0,,
2000,Puebla,Other/Unknown,Export,177290.0,,
2000,Puebla,Rail,Export,80207527.0,,
2000,Puebla,Truck,Export,1263201179.0,,
2000,Queretaro,Other/Unknown,Export,3476086.0,,
2000,Queretaro,Rail,Export,147515876.0,,
2000,Queretaro,Truck,Export,930962974.0,,
2000,Quintana Roo,Other/Unknown,Export,15520.0,,
2000,Quintana Roo,Rail,Export,5702491.0,,
2000,Quintana Roo,Truck,Export,35227743.0,,
2000,San Luis Potosi,Other/Unknown,Export,423405.0,,
2000,San Luis Potosi,Rail,Export,113631112.0,,
2000,San Luis Potosi,Truck,Export,579828577.0,,
2000,Sinaloa,Rail,Export,6643641.0,,
2000,Sinaloa,Truck,Export,28095823.0,,
2000,Sonora,Other/Unknown,Export,32294228.0,,
2000,Sonora,Rail,Export,3032125.0,,
2000,Sonora,Truck,Export,103715436.0,,
2000,Tabasco,Rail,Export,72281.0,,
2000,Tabasco,Truck,Export,48412815.0,,
2000,Tamaulipas,Other/Unknown,Export,9095167.0,,
2000,Tamaulipas,Rail,Export,73732108.0,,
2000,Tamaulipas,Truck,Export,8178934062.0,,
2000,Tlaxcala,Rail,Export,16980422.0,,
2000,Tlaxcala,Truck,Export,222713491.0,,
2000,Veracruz,Other/Unknown,Export,26330.0,,
2000,Veracruz,Rail,Export,60681151.0,,
2000,Veracruz,Truck,Export,172468795.0,,
2000,Yucatan,Rail,Export,48016471.0,,
2000,Yucatan,Truck,Export,17066139.0,,
2000,Zacatecas,Rail,Export,7739099.0,,
2000,Zacatecas,Truck,Export,142524757.0,,
2001,Aguascalientes,Other/Unknown,Export,1082707.0,,
2001,Aguascalientes,Rail,Export,20061571.0,,
2001,Aguascalientes,Truck,Export,684363241.0,,
2001,Baja California,Rail,Export,3601855.0,,
2001,Baja California,Truck,Export,47616811.0,,
2001,Baja California Sur,Truck,Export,3249353.0,,
2001,Campeche,Other/Unknown,Export,2063348.0,,
2001,Campeche,Truck,Export,25747494.0,,
2001,Chiapas,Rail,Export,146019.0,,
2001,Chiapas,Truck,Export,6218603.0,,
2001,Chihuahua,Other/Unknown,Export,4150143.0,,
2001,Chihuahua,Pipeline,Export,99235656.0,,
2001,Chihuahua,Rail,Export,108054473.0,,
2001,Chihuahua,Truck,Export,14344137947.0,,
2001,Coahuila,Other/Unknown,Export,246074.0,,
2001,Coahuila,Rail,Export,1497738036.0,,
2001,Coahuila,Truck,Export,5198196818.0,,
2001,Colima,Rail,Export,5079332.0,,
2001,Colima,Truck,Export,160936667.0,,
2001,Distrito Federal,Other/Unknown,Export,10156405.0,,
2001,Distrito Federal,Rail,Export,1783275887.0,,
2001,Distrito Federal,Truck,Export,6146118467.0,,
2001,Durango,Rail,Export,188373820.0,,
2001,Durango,Truck,Export,400751491.0,,
2001,Estado de Mexico,Other/Unknown,Export,3259248.0,,
2001,Estado de Mexico,Pipeline,Export,178810701.0,,
2001,Estado de Mexico,Rail,Export,2218690870.0,,
2001,Estado de Mexico,Truck,Export,6197840808.0,,
2001,Guanajuato,Other/Unknown,Export,29541.0,,
2001,Guanajuato,Rail,Export,1160229096.0,,
2001,Guanajuato,Truck,Export,2164739734.0,,
2001,Guerrero,Rail,Export,119779.0,,
2001,Guerrero,Truck,Export,33256583.0,,
2001,Hidalgo,Rail,Export,84501637.0,,
2001,Hidalgo,Truck,Export,182938568.0,,
2001,Jalisco,Other/Unknown,Export,197422.0,,
2001,Jalisco,Rail,Export,739223953.0,,
2001,Jalisco,Truck,Export,2854574835.0,,
2001,Michoacan,Rail,Export,55141117.0,,
2001,Michoacan,Truck,Export,69195075.0,,
2001,Morelos,Other/Unknown,Export,12171.0,,
2001,Morelos,Rail,Export,8088118.0,,
2001,Morelos,Truck,Export,287640079.0,,
2001,Nayarit,Rail,Export,612852.0,,
2001,Nayarit,Truck,Export,2696002.0,,
2001,Nuevo Leon,Other/Unknown,Export,1142942.0,,
2001,Nuevo Leon,Rail,Export,562394059.0,,
2001,Nuevo Leon,Truck,Export,4938951844.0,,
2001,Oaxaca,Rail,Export,8475359.0,,
2001,Oaxaca,Truck,Export,34168464.0,,
2001,Puebla,Other/Unknown,Export,472157.0,,
2001,Puebla,Rail,Export,69457765.0,,
2001,Puebla,Truck,Export,881837014.0,,
2001,Queretaro,Other/Unknown,Export,1685996.0,,
2001,Queretaro,Rail,Export,164440147.0,,
2001,Queretaro,Truck,Export,751831904.0,,
2001,Quintana Roo,Rail,Export,16234317.0,,
2001,Quintana Roo,Truck,Export,31767322.0,,
2001,San Luis Potosi,Other/Unknown,Export,57220.0,,
2001,San Luis Potosi,Rail,Export,105002830.0,,
2001,San Luis Potosi,Truck,Export,550004516.0,,
2001,Sinaloa,Other/Unknown,Export,16100.0,,
2001,Sinaloa,Rail,Export,14939113.0,,
2001,Sinaloa,Truck,Export,22430496.0,,
2001,Sonora,Other/Unknown,Export,12463243.0,,
2001,Sonora,Rail,Export,5849318.0,,
2001,Sonora,Truck,Export,71850516.0,,
2001,Tabasco,Rail,Export,967415.0,,
2001,Tabasco,Truck,Export,47484168.0,,
2001,Tamaulipas,Other/Unknown,Export,12236036.0,,
2001,Tamaulipas,Rail,Export,51861179.0,,
2001,Tamaulipas,Truck,Export,7488509406.0,,
2001,Tlaxcala,Rail,Export,11692738.0,,
2001,Tlaxcala,Truck,Export,186025645.0,,
2001,Veracruz,Other/Unknown,Export,335975.0,,
2001,Veracruz,Rail,Export,44812702.0,,
2001,Veracruz,Truck,Export,153033030.0,,
2001,Yucatan,Other/Unknown,Export,5500.0,,
2001,Yucatan,Rail,Export,34351288.0,,
2001,Yucatan,Truck,Export,18299165.0,,
2001,Zacatecas,Rail,Export,34042361.0,,
2001,Zacatecas,Truck,Export,69983256.0,,
2002,Aguascalientes,Rail,Export,26923444.0,,
2002,Aguascalientes,Truck,Export,442735594.0,,
2002,Baja California,Other/Unknown,Export,2514.0,,
2002,Baja California,Rail,Export,4718184.0,,
2002,Baja California,Truck,Export,26622214.0,,
2002,Baja California Sur,Truck,Export,5861404.0,,
2002,Campeche,Other/Unknown,Export,12440310.0,,
2002,Campeche,Truck,Export,14633626.0,,
2002,Chiapas,Rail,Export,31803.0,,
2002,Chiapas,Truck,Export,7314145.0,,
2002,Chihuahua,Other/Unknown,Export,3826538.0,,
2002,Chihuahua,Pipeline,Export,100194462.0,,
2002,Chihuahua,Rail,Export,109777258.0,,
2002,Chihuahua,Truck,Export,14383109985.0,,
2002,Coahuila,Other/Unknown,Export,1186095.0,,
2002,Coahuila,Rail,Export,1753008349.0,,
2002,Coahuila,Truck,Export,4940349123.0,,
2002,Colima,Rail,Export,155826.0,,
2002,Colima,Truck,Export,17876414.0,,
2002,Distrito Federal,Other/Unknown,Export,24951491.0,,
2002,Distrito Federal,Rail,Export,1348107450.0,,
2002,Distrito Federal,Truck,Export,6019146650.0,,
2002,Durango,Other/Unknown,Export,619900.0,,
2002,Durango,Rail,Export,199358657.0,,
2002,Durango,Truck,Export,367057650.0,,
2002,Estado de Mexico,Other/Unknown,Export,41120244.0,,
2002,Estado de Mexico,Pipeline,Export,71249331.0,,
2002,Estado de Mexico,Rail,Export,2283764494.0,,
2002,Estado de Mexico,Truck,Export,6459080512.0,,
2002,Guanajuato,Other/Unknown,Export,1066864.0,,
2002,Guanajuato,Rail,Export,1056962661.0,,
2002,Guanajuato,Truck,Export,2114133736.0,,
2002,Guerrero,Other/Unknown,Export,20957.0,,
2002,Guerrero,Rail,Export,34827.0,,
2002,Guerrero,Truck,Export,34795050.0,,
2002,Hidalgo,Rail,Export,27520069.0,,
2002,Hidalgo,Truck,Export,107904721.0,,
2002,Jalisco,Other/Unknown,Export,6177363.0,,
2002,Jalisco,Rail,Export,750794367.0,,
2002,Jalisco,Truck,Export,2812193599.0,,
2002,Michoacan,Other/Unknown,Export,14000.0,,
2002,Michoacan,Rail,Export,81683957.0,,
2002,Michoacan,Truck,Export,57807747.0,,
2002,Morelos,Rail,Export,5953080.0,,
2002,Morelos,Truck,Export,131726249.0,,
2002,Nayarit,Rail,Export,2020430.0,,
2002,Nayarit,Truck,Export,2338051.0,,
2002,Nuevo Leon,Other/Unknown,Export,9161090.0,,
2002,Nuevo Leon,Rail,Export,589372597.0,,
2002,Nuevo Leon,Truck,Export,4962966195.0,,
2002,Oaxaca,Rail,Export,7169334.0,,
2002,Oaxaca,Truck,Export,14622471.0,,
2002,Puebla,Other/Unknown,Export,79576.0,,
2002,Puebla,Rail,Export,66011568.0,,
2002,Puebla,Truck,Export,656492836.0,,
2002,Queretaro,Other/Unknown,Export,475047.0,,
2002,Queretaro,Rail,Export,270884812.0,,
2002,Queretaro,Truck,Export,767156541.0,,
2002,Quintana Roo,Other/Unknown,Export,6220.0,,
2002,Quintana Roo,Rail,Export,20774784.0,,
2002,Quintana Roo,Truck,Export,33962316.0,,
2002,San Luis Potosi,Other/Unknown,Export,94982.0,,
2002,San Luis Potosi,Rail,Export,108432701.0,,
2002,San Luis Potosi,Truck,Export,710464802.0,,
2002,Sinaloa,Rail,Export,11486803.0,,
2002,Sinaloa,Truck,Export,81628432.0,,
2002,Sonora,Other/Unknown,Export,443767.0,,
2002,Sonora,Rail,Export,10076715.0,,
2002,Sonora,Truck,Export,32959575.0,,
2002,Tabasco,Other/Unknown,Export,4240.0,,
2002,Tabasco,Rail,Export,1123110.0,,
2002,Tabasco,Truck,Export,48392691.0,,
2002,Tamaulipas,Other/Unknown,Export,9560672.0,,
2002,Tamaulipas,Pipeline,Export,387263551.0,,
2002,Tamaulipas,Rail,Export,146928455.0,,
2002,Tamaulipas,Truck,Export,7160408551.0,,
2002,Tlaxcala,Rail,Export,11086564.0,,
2002,Tlaxcala,Truck,Export,155914790.0,,
2002,Veracruz,Other/Unknown,Export,203375.0,,
2002,Veracruz,Rail,Export,70173843.0,,
2002,Veracruz,Truck,Export,122145597.0,,
2002,Yucatan,Rail,Export,32083994.0,,
2002,Yucatan,Truck,Export,8930304.0,,
2002,Zacatecas,Rail,Export,41759816.0,,
2002,Zacatecas,Truck,Export,52741062.0,,
2003,Aguascalientes,Other/Unknown,Export,2600.0,,
2003,Aguascalientes,Rail,Export,32545321.0,,
2003,Aguascalientes,Truck,Export,445919030.0,,
2003,Baja California,Other/Unknown,Export,50600.0,,
2003,Baja California,Rail,Export,38006096.0,,
2003,Baja California,Truck,Export,99497926.0,,
2003,Baja California Sur,Rail,Export,30000.0,,
2003,Baja California Sur,Truck,Export,3237491.0,,
2003,Campeche,Truck,Export,16932964.0,,
2003,Chiapas,Truck,Export,5488499.0,,
2003,Chihuahua,Other/Unknown,Export,5161604.0,,
2003,Chihuahua,Pipeline,Export,84843312.0,,
2003,Chihuahua,Rail,Export,106709977.0,,
2003,Chihuahua,Truck,Export,14928006427.0,,
2003,Coahuila,Other/Unknown,Export,3117921.0,,
2003,Coahuila,Rail,Export,2733855538.0,,
2003,Coahuila,Truck,Export,4587868898.0,,
2003,Colima,Rail,Export,159295.0,,
2003,Colima,Truck,Export,15388951.0,,
2003,Distrito Federal,Other/Unknown,Export,60769437.0,,
2003,Distrito Federal,Pipeline,Export,1445502.0,,
2003,Distrito Federal,Rail,Export,1047673204.0,,
2003,Distrito Federal,Truck,Export,5663276584.0,,
2003,Durango,Other/Unknown,Export,311150.0,,
2003,Durango,Rail,Export,233718552.0,,
2003,Durango,Truck,Export,357502004.0,,
2003,Estado de Mexico,Other/Unknown,Export,21053183.0,,
2003,Estado de Mexico,Pipeline,Export,833194.0,,
2003,Estado de Mexico,Rail,Export,2412442430.0,,
2003,Estado de Mexico,Truck,Export,6431846680.0,,
2003,Guanajuato,Other/Unknown,Export,218227.0,,
2003,Guanajuato,Pipeline,Export,15641.0,,
2003,Guanajuato,Rail,Export,1193671265.0,,
2003,Guanajuato,Truck,Export,1729101189.0,,
2003,Guerrero,Other/Unknown,Export,34000.0,,
2003,Guerrero,Rail,Export,89402.0,,
2003,Guerrero,Truck,Export,40981086.0,,
2003,Hidalgo,Other/Unknown,Export,3000.0,,
2003,Hidalgo,Rail,Export,40014482.0,,
2003,Hidalgo,Truck,Export,103360861.0,,
2003,Jalisco,Other/Unknown,Export,3579713.0,,
2003,Jalisco,Rail,Export,971787996.0,,
2003,Jalisco,Truck,Export,2556749091.0,,
2003,Michoacan,Other/Unknown,Export,48639.0,,
2003,Michoacan,Rail,Export,73858663.0,,
2003,Michoacan,Truck,Export,82115527.0,,
2003,Morelos,Rail,Export,7901078.0,,
2003,Morelos,Truck,Export,181773634.0,,
2003,Nayarit,Rail,Export,705875.0,,
2003,Nayarit,Truck,Export,18413003.0,,
2003,Nuevo Leon,Other/Unknown,Export,14285275.0,,
2003,Nuevo Leon,Rail,Export,698471775.0,,
2003,Nuevo Leon,Truck,Export,4981904873.0,,
2003,Oaxaca,Rail,Export,6976348.0,,
2003,Oaxaca,Truck,Export,15219441.0,,
2003,Puebla,Other/Unknown,Export,119628.0,,
2003,Puebla,Rail,Export,24267176.0,,
2003,Puebla,Truck,Export,507167893.0,,
2003,Queretaro,Other/Unknown,Export,715712.0,,
2003,Queretaro,Rail,Export,215896911.0,,
2003,Queretaro,Truck,Export,772311982.0,,
2003,Quintana Roo,Other/Unknown,Export,2660.0,,
2003,Quintana Roo,Rail,Export,25802525.0,,
2003,Quintana Roo,Truck,Export,39404156.0,,
2003,San Luis Potosi,Other/Unknown,Export,560080.0,,
2003,San Luis Potosi,Rail,Export,150919248.0,,
2003,San Luis Potosi,Truck,Export,771071966.0,,
2003,Sinaloa,Rail,Export,7612629.0,,
2003,Sinaloa,Truck,Export,90481129.0,,
2003,Sonora,Other/Unknown,Export,24026.0,,
2003,Sonora,Rail,Export,8641722.0,,
2003,Sonora,Truck,Export,92556181.0,,
2003,Tabasco,Other/Unknown,Export,25000.0,,
2003,Tabasco,Rail,Export,1236789.0,,
2003,Tabasco,Truck,Export,104422427.0,,
2003,Tamaulipas,Other/Unknown,Export,6592487.0,,
2003,Tamaulipas,Pipeline,Export,58843544.0,,
2003,Tamaulipas,Rail,Export,93823558.0,,
2003,Tamaulipas,Truck,Export,7581026189.0,,
2003,Tlaxcala,Rail,Export,11548735.0,,
2003,Tlaxcala,Truck,Export,170269252.0,,
2003,Veracruz,Rail,Export,49704722.0,,
2003,Veracruz,Truck,Export,150215504.0,,
2003,Yucatan,Other/Unknown,Export,6374.0,,
2003,Yucatan,Rail,Export,20900368.0,,
2003,Yucatan,Truck,Export,16162044.0,,
2003,Zacatecas,Rail,Export,55037567.0,,
2003,Zacatecas,Truck,Export,82894482.0,,
2004,Aguascalientes,Other/Unknown,Export,24854.0,,
2004,Aguascalientes,Rail,Export,36072765.0,,
2004,Aguascalientes,Truck,Export,627506041.0,,
2004,Baja California,Rail,Export,150689006.0,,
2004,Baja California,Truck,Export,207773135.0,,
2004,Baja California Sur,Truck,Export,1653733.0,,
2004,Campeche,Rail,Export,56096.0,,
2004,Campeche,Truck,Export,33842278.0,,
2004,Chiapas,Rail,Export,204438.0,,
2004,Chiapas,Truck,Export,5748888.0,,
2004,Chihuahua,Other/Unknown,Export,10694404.0,,
2004,Chihuahua,Pipeline,Export,23282816.0,,
2004,Chihuahua,Rail,Export,115584962.0,,
2004,Chihuahua,Truck,Export,14817272241.0,,
2004,Coahuila,Other/Unknown,Export,861097.0,,
2004,Coahuila,Pipeline,Export,2079102.0,,
2004,Coahuila,Rail,Export,3210344676.0,,
2004,Coahuila,Truck,Export,5198415327.0,,
2004,Colima,Rail,Export,5146402.0,,
2004,Colima,Truck,Export,15584624.0,,
2004,Distrito Federal,Other/Unknown,Export,69120754.0,,
2004,Distrito Federal,Pipeline,Export,55620278.0,,
2004,Distrito Federal,Rail,Export,1587663218.0,,
2004,Distrito Federal,Truck,Export,6336746774.0,,
2004,Durango,Rail,Export,226892936.0,,
2004,Durango,Truck,Export,402110531.0,,
2004,Estado de Mexico,Other/Unknown,Export,13157217.0,,
2004,Estado de Mexico,Rail,Export,3384695441.0,,
2004,Estado de Mexico,Truck,Export,9589799348.0,,
2004,Guanajuato,Rail,Export,1446807211.0,,
2004,Guanajuato,Truck,Export,1403635550.0,,
2004,Guerrero,Other/Unknown,Export,729776.0,,
2004,Guerrero,Rail,Export,9193.0,,
2004,Guerrero,Truck,Export,39676298.0,,
2004,Hidalgo,Other/Unknown,Export,65802.0,,
2004,Hidalgo,Rail,Export,43109655.0,,
2004,Hidalgo,Truck,Export,156996127.0,,
2004,Jalisco,Other/Unknown,Export,2662869.0,,
2004,Jalisco,Rail,Export,885209723.0,,
2004,Jalisco,Truck,Export,3125581786.0,,
2004,Michoacan,Rail,Export,99521952.0,,
2004,Michoacan,Truck,Export,108429857.0,,
2004,Morelos,Rail,Export,15567963.0,,
2004,Morelos,Truck,Export,228085869.0,,
2004,Nayarit,Other/Unknown,Export,28648.0,,
2004,Nayarit,Rail,Export,248483.0,,
2004,Nayarit,Truck,Export,68718662.0,,
2004,Nuevo Leon,Other/Unknown,Export,1833750.0,,
2004,Nuevo Leon,Rail,Export,757803378.0,,
2004,Nuevo Leon,Truck,Export,5994708728.0,,
2004,Oaxaca,Rail,Export,16090183.0,,
2004,Oaxaca,Truck,Export,12340313.0,,
2004,Puebla,Other/Unknown,Export,59710.0,,
2004,Puebla,Rail,Export,27628005.0,,
2004,Puebla,Truck,Export,711695341.0,,
2004,Queretaro,Other/Unknown,Export,22427.0,,
2004,Queretaro,Rail,Export,220079769.0,,
2004,Queretaro,Truck,Export,905060269.0,,
2004,Quintana Roo,Rail,Export,46795217.0,,
2004,Quintana Roo,Truck,Export,49984436.0,,
2004,San Luis Potosi,Other/Unknown,Export,99693.0,,
2004,San Luis Potosi,Rail,Export,146629886.0,,
2004,San Luis Potosi,Truck,Export,902062748.0,,
2004,Sinaloa,Rail,Export,8403140.0,,
2004,Sinaloa,Truck,Export,70971299.0,,
2004,Sonora,Rail,Export,7065497.0,,
2004,Sonora,Truck,Export,94651715.0,,
