Year,Country,Mode,TradeType,TradeValue,Weight,WeightLb
2010,Canada,Rail,Import,56917519844.0,63854538.43,140774992.51
2010,Canada,Truck,Export,176574214690.0,0.0,0.0
2010,Canada,Truck,Import,123311656944.0,52616231.28,115998795.8
2010,Canada,Vessel,Export,6020839602.0,30018484.84,66179352.05
2010,Canada,Vessel,Import,20779836041.0,62008989.82,136706259.14
2010,Mexico,Air,Export,7484790915.0,60645.5,133700.28
2010,Mexico,Air,Import,10932151237.0,75467.36,166376.85
2010,Mexico,Foreign Trade Zones (FTZs),Import,1863814762.0,332652.57,733372.51
2010,Mexico,Mail (U.S. Postal Service),Export,550963.0,0.0,0.0
2010,Mexico,Mail (U.S. Postal Service),Import,1981.0,0.04,0.09
2010,Mexico,Other/Unknown,Export,6145913953.0,0.0,0.0
2010,Mexico,Other/Unknown,Import,1878429584.0,1406.79,3101.44
2010,Mexico,Pipeline,Export,2099648882.0,0.0,0.0
2010,Mexico,Pipeline,Import,181563026.0,409735.51,903311.1
2010,Mexico,Rail,Export,19659821849.0,0.0,0.0
2010,Mexico,Rail,Import,28484586856.0,10324346.58,22761260.96
2010,Mexico,Truck,Export,111336112998.0,0.0,0.0
2010,Mexico,Truck,Import,148994637881.0,33032612.03,72824357.13
2010,Mexico,Vessel,Export,16937624916.0,33915472.01,74770727.9
2010,Mexico,Vessel,Import,37650437679.0,84251707.45,185742999.28
2011,Canada,Air,Export,18391091843.0,276634.21,609873.31
2011,Canada,Air,Import,9886612947.0,44734.47,98622.51
2011,Canada,Foreign Trade Zones (FTZs),Import,4106553500.0,7419965.92,16358205.27
2011,Canada,Mail (U.S. Postal Service),Export,55333847.0,0.0,0.0
2011,Canada,Mail (U.S. Postal Service),Import,714347.0,191.86,422.98
2011,Canada,Other/Unknown,Export,19762171237.0,0.0,0.0
2011,Canada,Other/Unknown,Import,6913371810.0,6559.04,14460.19
2011,Canada,Pipeline,Export,6817399675.0,0.0,0.0
2011,Canada,Pipeline,Import,69449896940.0,106524829.54,234846769.7
2011,Canada,Rail,Export,29681022811.0,0.0,0.0
2011,Canada,Rail,Import,65116422315.0,68806675.31,151692572.52
2011,Canada,Truck,Export,198233850250.0,0.0,0.0
2011,Canada,Truck,Import,135777995663.0,53336637.12,117587016.93
2011,Canada,Vessel,Export,8350661159.0,26101341.32,57543539.1
2011,Canada,Vessel,Import,24073185769.0,58595493.13,129180796.06
2011,Mexico,Air,Export,7565844843.0,60897.08,134254.92
2011,Mexico,Air,Import,10001778121.0,65292.51,143945.17
2011,Mexico,Foreign Trade Zones (FTZs),Import,2119622828.0,237493.86,523583.71
2011,Mexico,Mail (U.S. Postal Service),Export,1533942.0,0.0,0.0
2011,Mexico,Other/Unknown,Export,6946349711.0,0.0,0.0
2011,Mexico,Other/Unknown,Import,1879604844.0,1542.2,3399.96
2011,Mexico,Pipeline,Export,3491775995.0,0.0,0.0
2011,Mexico,Pipeline,Import,281274779.0,590184.87,1301133.37
2011,Mexico,Rail,Export,24963666875.0,0.0,0.0
2011,Mexico,Rail,Import,32306809091.0,11287779.26,24885263.91
2011,Mexico,Truck,Export,128047715627.0,0.0,0.0
2011,Mexico,Truck,Import,167473866307.0,35528804.85,78327513.75
2011,Mexico,Vessel,Export,27271850285.0,41613840.79,91742705.68
2011,Mexico,Vessel,Import,48810639988.0,81993303.28,180764076.28
2012,Canada,Air,Export,17932588190.0,286958.2,632633.79
2012,Canada,Air,Import,10409269237.0,39721.57,87570.97
2012,Canada,Foreign Trade Zones (FTZs),Import,6862104552.0,12884566.45,28405572.89
2012,Canada,Mail (U.S. Postal Service),Export,56918020.0,0.0,0.0
2012,Canada,Mail (U.S. Postal Service),Import,271314.0,19.31,42.57
2012,Canada,Other/Unknown,Export,21000895070.0,0.0,0.0
2012,Canada,Other/Unknown,Import,6698145190.0,7028.12,15494.33
2012,Canada,Pipeline,Export,6415021526.0,0.0,0.0
2012,Canada,Pipeline,Import,67477187643.0,111573510.96,245977193.73
2012,Canada,Rail,Export,33143882829.0,0.0,0.0
2012,Canada,Rail,Import,69906171074.0,71179793.1,156924395.46
2012,Canada,Truck,Export,205778688617.0,0.0,0.0
2012,Canada,Truck,Import,139140290320.0,53890697.91,118808510.43
2012,Canada,Vessel,Export,8322539835.0,24907266.61,54911058.11
2012,Canada,Vessel,Import,23769194261.0,55746922.91,122900781.19
2012,Mexico,Air,Export,7413729660.0,59250.16,130624.09
2012,Mexico,Air,Import,8664356403.0,59706.82,131630.85
2012,Mexico,Foreign Trade Zones (FTZs),Import,2284896608.0,178849.21,394294.55
2012,Mexico,Mail (U.S. Postal Service),Export,374572.0,0.0,0.0
2012,Mexico,Mail (U.S. Postal Service),Import,233527.0,58.84,129.72
2012,Mexico,Other/Unknown,Export,8368769735.0,0.0,0.0
2012,Mexico,Other/Unknown,Import,1807551056.0,2199.41,4848.86
2012,Mexico,Pipeline,Export,3394695165.0,0.0,0.0
2012,Mexico,Pipeline,Import,214457922.0,485353.77,1070020.63
2012,Mexico,Rail,Export,27486969245.0,0.0,0.0
2012,Mexico,Rail,Import,36911581837.0,10805689.55,23822439.3
2012,Mexico,Truck,Export,140753990523.0,0.0,0.0
2012,Mexico,Truck,Import,182416013398.0,37117655.58,81830325.84
2012,Mexico,Vessel,Export,28487497934.0,42649289.19,94025475.93
2012,Mexico,Vessel,Import,45294498484.0,72975178.78,160882538.64
2013,Canada,Air,Export,17897151075.0,233455.99,514681.74
2013,Canada,Air,Import,11198227074.0,39703.35,87530.8
2013,Canada,Foreign Trade Zones (FTZs),Import,5653483394.0,12063460.39,26595346.05
2013,Canada,Mail (U.S. Postal Service),Export,59820247.0,0.0,0.0
2013,Canada,Mail (U.S. Postal Service),Import,128634.0,4.51,9.94
2013,Canada,Other/Unknown,Export,21414691527.0,0.0,0.0
2013,Canada,Other/Unknown,Import,8296194240.0,371398.71,818793.02
2013,Canada,Pipeline,Export,7617340648.0,0.0,0.0
2013,Canada,Pipeline,Import,72101119868.0,119976511.23,264502616.19
2013,Canada,Rail,Export,33988970869.0,0.0,0.0
2013,Canada,Rail,Import,71420491020.0,79976776.97,176318402.04
2013,Canada,Truck,Export,207814497358.0,0.0,0.0
2013,Canada,Truck,Import,140517487442.0,55206301.55,121708916.52
2013,Canada,Vessel,Export,12817126526.0,30358080.76,66928032.01
2013,Canada,Vessel,Import,23365631320.0,55227788.66,121756287.44
2013,Mexico,Air,Export,7646472931.0,57954.44,127767.52
2013,Mexico,Air,Import,7334161764.0,61127.24,134762.34
2013,Mexico,Foreign Trade Zones (FTZs),Import,3811205185.0,211863.23,467077.91
2013,Mexico,Mail (U.S. Postal Service),Export,564489.0,0.0,0.0
2013,Mexico,Mail (U.S. Postal Service),Import,12315.0,0.19,0.42
2013,Mexico,Other/Unknown,Export,9380189745.0,0.0,0.0
2013,Mexico,Other/Unknown,Import,1908374524.0,4807.23,10598.12
2013,Mexico,Pipeline,Export,3702133383.0,0.0,0.0
2013,Mexico,Pipeline,Import,242271498.0,526065.0,1159773.42
2013,Mexico,Rail,Export,27778182485.0,0.0,0.0
2013,Mexico,Rail,Import,42072862115.0,12423271.98,27388593.87
2013,Mexico,Truck,Export,150379000681.0,0.0,0.0
2013,Mexico,Truck,Import,184972066763.0,37874153.98,83498117.35
2013,Mexico,Vessel,Export,27192525789.0,42213454.14,93064625.27
2013,Mexico,Vessel,Import,40187845681.0,69969513.46,154256188.76
2014,Canada,Air,Export,16959371292.0,185259.64,408427.11
2014,Canada,Air,Import,11418738986.0,38605.13,85109.64
2014,Canada,Foreign Trade Zones (FTZs),Import,6423420623.0,12918233.33,28479795.56
2014,Canada,Mail (U.S. Postal Service),Export,47922354.0,0.0,0.0
2014,Canada,Mail (U.S. Postal Service),Import,185547.0,7.97,17.57
2014,Canada,Other/Unknown,Export,27505185666.0,0.0,0.0
2014,Canada,Other/Unknown,Import,10068460523.0,1769249.58,3900523.01
2014,Canada,Pipeline,Export,10287984638.0,0.0,0.0
2014,Canada,Pipeline,Import,78848255343.0,132716702.02,292589895.61
2014,Canada,Rail,Export,34798909290.0,0.0,0.0
2014,Canada,Rail,Import,69356080646.0,82201992.49,181224156.68
2014,Canada,Truck,Export,204856827506.0,0.0,0.0
2014,Canada,Truck,Import,149098668993.0,59742638.17,131709814.96
2014,Canada,Vessel,Export,17669009742.0,43769816.87,96495813.67
2014,Canada,Vessel,Import,20848769899.0,55015548.51,121288378.56
2014,Mexico,Air,Export,8664856947.0,63068.63,139042.36
2014,Mexico,Air,Import,6956004873.0,57611.21,127010.83
2014,Mexico,Foreign Trade Zones (FTZs),Import,3222982528.0,284983.71,628280.79
2014,Mexico,Mail (U.S. Postal Service),Export,555042.0,0.0,0.0
2014,Mexico,Mail (U.S. Postal Service),Import,3831.0,0.06,0.13
2014,Mexico,Other/Unknown,Export,9155073150.0,0.0,0.0
2014,Mexico,Other/Unknown,Import,1909908953.0,11807.93,26032.0
2014,Mexico,Pipeline,Export,4781418653.0,0.0,0.0
2014,Mexico,Pipeline,Import,205867401.0,590490.83,1301807.89
2014,Mexico,Rail,Export,29578340282.0,0.0,0.0
2014,Mexico,Rail,Import,44111323710.0,13524363.08,29816081.33
2014,Mexico,Truck,Export,161048615367.0,0.0,0.0
2014,Mexico,Truck,Import,199619203003.0,40498328.7,89283425.42
2014,Mexico,Vessel,Export,27097321936.0,43055059.78,94920045.89
2014,Mexico,Vessel,Import,38132182297.0,69928852.29,154166546.34
2015,Canada,Air,Export,15974552012.0,175856.17,387696.03
2015,Canada,Air,Import,10801006641.0,37680.83,83071.91
2015,Canada,Foreign Trade Zones (FTZs),Import,3351433925.0,11189075.59,24667659.83
2015,Canada,Mail (U.S. Postal Service),Export,37984792.0,0.0,0.0
2015,Canada,Mail (U.S. Postal Service),Import,132494.0,9.32,20.55
2015,Canada,Other/Unknown,Export,27898104893.0,0.0,0.0
2015,Canada,Other/Unknown,Import,10014725271.0,1792119.96,3950943.51
2015,Canada,Pipeline,Export,6564415367.0,0.0,0.0
2015,Canada,Pipeline,Import,46785009310.0,148627328.02,327666779.9
2015,Canada,Rail,Export,28194917521.0,0.0,0.0
2015,Canada,Rail,Import,62334764931.0,79415488.35,175080973.93
2015,Canada,Truck,Export,188487100190.0,0.0,0.0
2015,Canada,Truck,Import,146716722725.0,59717621.82,131654663.42
2015,Canada,Vessel,Export,12859575480.0,47053675.46,103735473.99
2015,Canada,Vessel,Import,15186513618.0,58032960.0,127940624.28
2015,Mexico,Air,Export,9795574582.0,60192.1,132700.71
2015,Mexico,Air,Import,6619547944.0,55017.06,121291.71
2015,Mexico,Foreign Trade Zones (FTZs),Import,4174514878.0,321585.76,708974.4
2015,Mexico,Mail (U.S. Postal Service),Export,1239491.0,0.0,0.0
2015,Mexico,Mail (U.S. Postal Service),Import,32416.0,0.99,2.18
2015,Mexico,Other/Unknown,Export,8687051939.0,0.0,0.0
2015,Mexico,Other/Unknown,Import,1963139853.0,15998.83,35271.34
2015,Mexico,Pipeline,Export,3459986584.0,0.0,0.0
2015,Mexico,Pipeline,Import,221925237.0,724983.6,1598313.34
2015,Mexico,Rail,Export,28691637801.0,0.0,0.0
2015,Mexico,Rail,Import,46020836063.0,13630794.52,30050722.21
2015,Mexico,Truck,Export,163435910516.0,0.0,0.0
2015,Mexico,Truck,Import,213115531291.0,40902656.2,90174813.91
2015,Mexico,Vessel,Export,22305969621.0,48521211.71,106970833.76
2015,Mexico,Vessel,Import,22625579708.0,65032697.72,143372386.05
2016,Canada,Air,Export,14989961517.0,174604.66,384936.93
2016,Canada,Air,Import,11092730041.0,38764.67,85461.37
2016,Canada,Foreign Trade Zones (FTZs),Import,1375033340.0,5656645.28,12470753.32
2016,Canada,Mail (U.S. Postal Service),Export,36243774.0,0.0,0.0
2016,Canada,Mail (U.S. Postal Service),Import,163574.0,27.43,60.47
2016,Canada,Other/Unknown,Export,28374564474.0,0.0,0.0
2016,Canada,Other/Unknown,Import,8842115695.0,1714886.16,3780672.33
2016,Canada,Pipeline,Export,7976096674.0,0.0,0.0
2016,Canada,Pipeline,Import,37775378921.0,155499521.0,342817353.99
2016,Canada,Rail,Export,29656163951.0,0.0,0.0
2016,Canada,Rail,Import,58715682930.0,75969821.24,167484587.3
2016,Canada,Truck,Export,178410403435.0,0.0,0.0
2016,Canada,Truck,Import,148817229020.0,61566488.09,135730710.97
2016,Canada,Vessel,Export,6517214760.0,29615450.3,65290814.04
2016,Canada,Vessel,Import,11448435485.0,51385625.57,113285777.84
2016,Mexico,Air,Export,8669170213.0,55995.18,123448.09
2016,Mexico,Air,Import,6925223114.0,57875.83,127594.21
2016,Mexico,Foreign Trade Zones (FTZs),Import,4392777063.0,340809.16,751354.69
2016,Mexico,Mail (U.S. Postal Service),Export,3093471.0,0.0,0.0
2016,Mexico,Mail (U.S. Postal Service),Import,4410.0,0.09,0.2
2016,Mexico,Other/Unknown,Export,8171466720.0,0.0,0.0
2016,Mexico,Other/Unknown,Import,2681999808.0,97453.3,214847.49
2016,Mexico,Pipeline,Export,3737053552.0,0.0,0.0
2016,Mexico,Pipeline,Import,195369275.0,703868.17,1551761.84
2016,Mexico,Rail,Export,28581342496.0,0.0,0.0
2016,Mexico,Rail,Import,48598581390.0,14328517.48,31588936.21
2016,Mexico,Truck,Export,159542328201.0,0.0,0.0
2016,Mexico,Truck,Import,213210756841.0,44549175.65,98214003.62
2016,Mexico,Vessel,Export,22254645814.0,56108928.6,123698866.17
2016,Mexico,Vessel,Import,18146327766.0,57192458.87,126087638.67
2017,Canada,Air,Export,15847621739.0,178934.63,394482.86
2017,Canada,Air,Import,11322749985.0,40085.04,88372.28
2017,Canada,Foreign Trade Zones (FTZs),Import,2045699925.0,5539762.16,12213070.45
2017,Canada,Mail (U.S. Postal Service),Export,43608430.0,0.0,0.0
2017,Canada,Mail (U.S. Postal Service),Import,167951.0,8.56,18.87
2017,Canada,Other/Unknown,Export,30523146456.0,0.0,0.0
2017,Canada,Other/Unknown,Import,7876158538.0,47792.8,105364.96
2017,Canada,Pipeline,Export,9986381206.0,0.0,0.0
2017,Canada,Pipeline,Import,51629903390.0,171689699.6,378510545.53
2017,Canada,Rail,Export,32549846721.0,0.0,0.0
2017,Canada,Rail,Import,61649448658.0,82823211.48,182593708.49
2017,Canada,Truck,Export,185692509851.0,0.0,0.0
2017,Canada,Truck,Import,150401225814.0,62849604.73,138559495.58
2017,Canada,Vessel,Export,7828566626.0,30211715.11,66605351.37
2017,Canada,Vessel,Import,15049875523.0,57501174.47,126768239.26
2017,Mexico,Air,Export,9178989760.0,63264.7,139474.62
2017,Mexico,Air,Import,7478316447.0,71365.18,157333.1
2017,Mexico,Foreign Trade Zones (FTZs),Import,7488587981.0,363818.41,802081.34
2017,Mexico,Mail (U.S. Postal Service),Export,2122348.0,0.0,0.0
2017,Mexico,Mail (U.S. Postal Service),Import,21252.0,14.49,31.94
2017,Mexico,Other/Unknown,Export,8702764250.0,0.0,0.0
2017,Mexico,Other/Unknown,Import,3121785776.0,193060.26,425624.51
2017,Mexico,Pipeline,Export,3469328469.0,0.0,0.0
2017,Mexico,Pipeline,Import,158002259.0,585875.59,1291633.04
2017,Mexico,Rail,Export,28056158178.0,0.0,0.0
2017,Mexico,Rail,Import,51887804206.0,14924387.37,32902602.88
2017,Mexico,Truck,Export,165271502769.0,0.0,0.0
2017,Mexico,Truck,Import,219462100152.0,46261522.4,101989077.51
2017,Mexico,Vessel,Export,28307796863.0,66602149.87,146832431.65
2017,Mexico,Vessel,Import,24448576910.0,56152976.49,123795975.03
2018,Canada,Air,Export,17472504660.0,192501.25,424392.11
2018,Canada,Air,Import,12279982803.0,43632.81,96193.77
2018,Canada,Foreign Trade Zones (FTZs),Import,2087872706.0,5011405.57,11048244.95
2018,Canada,Mail (U.S. Postal Service),Export,43512960.0,0.0,0.0
2018,Canada,Mail (U.S. Postal Service),Import,80721.0,0.03,0.07
2018,Canada,Other/Unknown,Export,31163625866.0,0.0,0.0
2018,Canada,Other/Unknown,Import,7388497473.0,81062.8,178712.67
2018,Canada,Pipeline,Export,10537383075.0,0.0,0.0
2018,Canada,Pipeline,Import,57757096797.0,171516643.05,378129021.6
2018,Canada,Rail,Export,32868522180.0,0.0,0.0
2018,Canada,Rail,Import,67597213186.0,93435734.44,205990288.86
2018,Canada,Truck,Export,192894469400.0,0.0,0.0
2018,Canada,Truck,Import,155387996772.0,61697268.12,136019031.24
2018,Canada,Vessel,Export,13739001716.0,41721469.2,91979985.43
2018,Canada,Vessel,Import,15982342069.0,55363212.92,122054846.47
2018,Mexico,Air,Export,9780066157.0,63950.64,140986.86
2018,Mexico,Air,Import,7294417015.0,72965.96,160862.21
2018,Mexico,Foreign Trade Zones (FTZs),Import,7689835599.0,362470.18,799109.01
2018,Mexico,Mail (U.S. Postal Service),Export,1120094.0,0.0,0.0
2018,Mexico,Other/Unknown,Export,8961316385.0,0.0,0.0
2018,Mexico,Other/Unknown,Import,3476992321.0,226075.95,498411.56
2018,Mexico,Pipeline,Export,5045025890.0,0.0,0.0
2018,Mexico,Pipeline,Import,147690041.0,556558.64,1227000.31
2018,Mexico,Rail,Export,29951801043.0,0.0,0.0
2018,Mexico,Rail,Import,48421065001.0,15189532.12,33487146.3
2018,Mexico,Truck,Export,177175728430.0,0.0,0.0
2018,Mexico,Truck,Import,246779279171.0,52042151.04,114733167.03
2018,Mexico,Vessel,Export,34095299330.0,73410553.7,161842374.9
2018,Mexico,Vessel,Import,32718459473.0,61499137.36,135582228.21
2019,Canada,Air,Export,18568501490.0,182750.27,402894.9
2019,Canada,Air,Import,14746300750.0,45078.63,99381.25
2019,Canada,Foreign Trade Zones (FTZs),Import,2279398486.0,4761858.98,10498089.54
2019,Canada,Mail (U.S. Postal Service),Export,37354721.0,0.0,0.0
2019,Canada,Mail (U.S. Postal Service),Import,54422.0,1.11,2.45
2019,Canada,Other/Unknown,Export,30565156561.0,0.0,0.0
2019,Canada,Other/Unknown,Import,8285483304.0,300934.88,663447.06
2019,Canada,Pipeline,Export,9131415077.0,0.0,0.0
2019,Canada,Pipeline,Import,58230495827.0,179754895.68,396291238.11
2019,Canada,Rail,Export,33121262220.0,0.0,0.0
2019,Canada,Rail,Import,63178234582.0,92340664.55,203576075.88
2019,Canada,Truck,Export,187131079110.0,0.0,0.0
2019,Canada,Truck,Import,155943850064.0,59928183.6,132118872.13
2019,Canada,Vessel,Export,13827120708.0,42940198.33,94666820.04
2019,Canada,Vessel,Import,17071877681.0,61412376.89,135390954.34
2019,Mexico,Air,Export,9117010502.0,53670.6,118323.28
2019,Mexico,Air,Import,7087245902.0,63868.26,140805.24
2019,Mexico,Foreign Trade Zones (FTZs),Import,5182159957.0,354855.11,782320.67
2019,Mexico,Mail (U.S. Postal Service),Export,1848351.0,0.0,0.0
2019,Mexico,Mail (U.S. Postal Service),Import,2850.0,0.15,0.33
2019,Mexico,Other/Unknown,Export,8648127892.0,0.0,0.0
2019,Mexico,Other/Unknown,Import,3322757197.0,239497.67,528001.35
2019,Mexico,Pipeline,Export,4920726759.0,0.0,0.0
2019,Mexico,Pipeline,Import,127270099.0,571212.99,1259307.58
2019,Mexico,Rail,Export,28997707988.0,0.0,0.0
2019,Mexico,Rail,Import,53271527326.0,15420453.49,33996240.17
2019,Mexico,Truck,Export,173701185732.0,0.0,0.0
2019,Mexico,Truck,Import,255498153599.0,53673823.74,118330385.29
2019,Mexico,Vessel,Export,30987478053.0,67022403.21,147758930.56
2019,Mexico,Vessel,Import,33636888488.0,59645148.06,131494886.32
2020,Canada,Air,Export,18317156087.0,168870.38,372295.02
2020,Canada,Air,Import,13827144563.0,58248.41,128415.61
2020,Canada,Foreign Trade Zones (FTZs),Import,994783614.0,2810217.21,6195461.07
2020,Canada,Mail (U.S. Postal Service),Export,23431118.0,0.0,0.0
2020,Canada,Mail (U.S. Postal Service),Import,117578.0,0.06,0.13
2020,Canada,Other/Unknown,Export,28629076245.0,0.0,0.0
2020,Canada,Other/Unknown,Import,7705191138.0,25569.11,56370.17
2020,Canada,Pipeline,Export,6609665038.0,0.0,0.0
2020,Canada,Pipeline,Import,41549249281.0,179380548.29,395465944.37
2020,Canada,Rail,Export,26454109783.0,0.0,0.0
2020,Canada,Rail,Import,52241779012.0,87329723.59,192528855.22
2020,Canada,Truck,Export,166373542463.0,0.0,0.0
2020,Canada,Truck,Import,142639099699.0,61087750.5,134675276.51
2020,Canada,Vessel,Export,8742334558.0,34710018.09,76522400.08
2020,Canada,Vessel,Import,11424417451.0,58049897.31,127977964.61
2020,Mexico,Air,Export,7828317272.0,41453.25,91388.66
2020,Mexico,Air,Import,6519364155.0,66452.54,146502.6
2020,Mexico,Foreign Trade Zones (FTZs),Import,4555570769.0,346126.01,763076.32
2020,Mexico,Mail (U.S. Postal Service),Export,475526.0,0.0,0.0
2020,Mexico,Other/Unknown,Export,7059170773.0,0.0,0.0
2020,Mexico,Other/Unknown,Import,3312201584.0,276300.58,609137.78
2020,Mexico,Pipeline,Export,4891883504.0,0.0,0.0
2020,Mexico,Pipeline,Import,61931890.0,382492.99,843251.7
2020,Mexico,Rail,Export,23519024014.0,0.0,0.0
2020,Mexico,Rail,Import,46203698899.0,15278567.32,33683435.09
2020,Mexico,Truck,Export,149550052394.0,0.0,0.0
2020,Mexico,Truck,Import,236130615078.0,60893749.06,134247577.05
2020,Mexico,Vessel,Export,19822827419.0,52603553.4,115970845.9
2020,Mexico,Vessel,Import,28610926419.0,61297881.4,135138535.29
2021,Canada,Air,Export,22059907096.0,185394.27,408723.92
2021,Canada,Air,Import,12687748369.0,38174.81,84160.95
2021,Canada,Foreign Trade Zones (FTZs),Import,1070662547.0,2451947.85,5405613.27
2021,Canada,Mail (U.S. Postal Service),Export,24562615.0,0.0,0.0
2021,Canada,Mail (U.S. Postal Service),Import,151077.0,0.05,0.11
2021,Canada,Other/Unknown,Export,33540691155.0,0.0,0.0
2021,Canada,Other/Unknown,Import,8782005638.0,7731.07,17044.07
2021,Canada,Pipeline,Export,9590087350.0,0.0,0.0
2021,Canada,Pipeline,Import,76602207598.0,191563022.41,422323670.47
2021,Canada,Rail,Export,33828374618.0,0.0,0.0
2021,Canada,Rail,Import,68412654870.0,85929429.66,189441739.22
2021,Canada,Truck,Export,196203049316.0,0.0,0.0
2021,Canada,Truck,Import,170835555941.0,66021524.54,145552373.43
2021,Canada,Vessel,Export,11754031270.0,34779816.84,76676279.8
2021,Canada,Vessel,Import,18768817289.0,59010831.51,130096459.36
2021,Mexico,Air,Export,10728803860.0,58642.42,129284.25
2021,Mexico,Air,Import,7257882032.0,72883.08,160679.5
2021,Mexico,Foreign Trade Zones (FTZs),Import,5095576677.0,411153.17,906436.5
2021,Mexico,Mail (U.S. Postal Service),Export,943049.0,0.0,0.0
2021,Mexico,Other/Unknown,Export,10540602599.0,0.0,0.0
2021,Mexico,Other/Unknown,Import,3553211260.0,225582.55,497323.8
2021,Mexico,Pipeline,Export,11935011311.0,0.0,0.0
2021,Mexico,Pipeline,Import,90675242.0,331038.6,729814.32
2021,Mexico,Rail,Export,32708858627.0,0.0,0.0
2021,Mexico,Rail,Import,51508629562.0,16930122.35,37324486.34
2021,Mexico,Truck,Export,181294097677.0,0.0,0.0
2021,Mexico,Truck,Import,279556052211.0,66849064.14,147376783.78
2021,Mexico,Vessel,Export,29250534930.0,58167234.35,128236648.19
2021,Mexico,Vessel,Import,37643440288.0,61283713.97,135107301.49
2022,Canada,Air,Export,23259643624.0,196329.25,432831.39
2022,Canada,Air,Import,14200937564.0,44359.35,97795.51
2022,Canada,Foreign Trade Zones (FTZs),Import,1588994267.0,2394176.14,5278248.6
2022,Canada,Mail (U.S. Postal Service),Export,25723942.0,0.0,0.0
2022,Canada,Mail (U.S. Postal Service),Import,48118.0,0.01,0.02
2022,Canada,Other/Unknown,Export,34615079751.0,0.0,0.0
2022,Canada,Other/Unknown,Import,10325755882.0,46147.02,101736.64
2022,Canada,Pipeline,Export,14008291576.0,0.0,0.0
2022,Canada,Pipeline,Import,120421455584.0,198176783.06,436904499.47
2022,Canada,Rail,Export,41569668979.0,0.0,0.0
2022,Canada,Rail,Import,77268995619.0,84619529.22,186553906.51
2022,Canada,Truck,Export,222810959400.0,0.0,0.0
2022,Canada,Truck,Import,189164716874.0,63692082.09,140416838.02
2022,Canada,Vessel,Export,18704134126.0,36282927.42,79990067.45
2022,Canada,Vessel,Import,24758053668.0,56811178.07,125247059.4
2022,Mexico,Air,Export,11682146585.0,61819.27,136288.0
2022,Mexico,Air,Import,8703065693.0,85807.35,189172.6
2022,Mexico,Foreign Trade Zones (FTZs),Import,5795756240.0,509198.95,1122590.19
2022,Mexico,Mail (U.S. Postal Service),Export,1371640.0,0.0,0.0
2022,Mexico,Mail (U.S. Postal Service),Import,21279.0,7.01,15.45
2022,Mexico,Other/Unknown,Export,12189024217.0,0.0,0.0
2022,Mexico,Other/Unknown,Import,3494078650.0,174157.27,383950.6
2022,Mexico,Pipeline,Export,14608565762.0,0.0,0.0
2022,Mexico,Pipeline,Import,119354422.0,284312.5,626801.02
2022,Mexico,Rail,Export,33282268880.0,0.0,0.0
2022,Mexico,Rail,Import,58109138986.0,19046468.07,41990224.44
2022,Mexico,Truck,Export,207858326467.0,0.0,0.0
2022,Mexico,Truck,Import,328093137082.0,67853437.31,149591044.96
2022,Mexico,Vessel,Export,44756159746.0,63117350.75,139149773.81
2022,Mexico,Vessel,Import,50615398845.0,60531425.85,133448792.06
2023,Canada,Air,Export,18419475202.0,197089.04,434506.44
2023,Canada,Air,Import,17157485147.0,44566.66,98252.55
2023,Canada,Foreign Trade Zones (FTZs),Import,3930010902.0,8488744.92,18714456.83
2023,Canada,Mail (U.S. Postal Service),Export,25255773.0,0.0,0.0
2023,Canada,Mail (U.S. Postal Service),Import,119259.0,0.5,1.1
2023,Canada,Other/Unknown,Export,33855715665.0,0.0,0.0
2023,Canada,Other/Unknown,Import,10891095654.0,43379.55,95635.42
2023,Canada,Pipeline,Export,10454744248.0,0.0,0.0
2023,Canada,Pipeline,Import,94741851490.0,201440468.83,444099686.39
2023,Canada,Rail,Export,41633035659.0,0.0,0.0
2023,Canada,Rail,Import,72226946590.0,82046965.41,180882380.88
2023,Canada,Truck,Export,233095713120.0,0.0,0.0
2023,Canada,Truck,Import,202606520036.0,63228929.52,139395762.6
2023,Canada,Vessel,Export,15358865480.0,37270472.54,82167229.17
2023,Canada,Vessel,Import,19542172094.0,55439851.01,122223804.33
2023,Mexico,Air,Export,13003213478.0,59820.92,131882.4
2023,Mexico,Air,Import,8560077965.0,75186.44,165757.53
2023,Mexico,Foreign Trade Zones (FTZs),Import,6273700883.0,515885.13,1137330.68
2023,Mexico,Mail (U.S. Postal Service),Export,5260934.0,0.0,0.0
2023,Mexico,Mail (U.S. Postal Service),Import,438.0,0.0,0.0
2023,Mexico,Other/Unknown,Export,12205981507.0,0.0,0.0
2023,Mexico,Other/Unknown,Import,3991542267.0,261599.78,576728.11
2023,Mexico,Pipeline,Export,7300762477.0,0.0,0.0
2023,Mexico,Pipeline,Import,65580908.0,259462.37,572015.93
2023,Mexico,Rail,Export,33035383917.0,0.0,0.0
2023,Mexico,Rail,Import,62329107287.0,18826468.48,41505208.94
2023,Mexico,Truck,Export,218503831359.0,0.0,0.0
2023,Mexico,Truck,Import,342145838148.0,61429194.32,135428030.38
2023,Mexico,Vessel,Export,39173479438.0,58410631.62,128773246.68
2023,Mexico,Vessel,Import,52240894090.0,63713428.87,140463899.56
2024,Canada,Air,Export,17869117283.0,169524.66,373737.46
2024,Canada,Air,Import,16746037592.0,47389.85,104476.61
2024,Canada,Foreign Trade Zones (FTZs),Import,4465611416.0,10279171.96,22661668.09
2024,Canada,Mail (U.S. Postal Service),Export,27114269.0,0.0,0.0
