Year,Month,Country,Mode,TradeType,TradeValue,Weight,WeightLb
2012,1,Canada,Mail (U.S. Postal Service),Export,3741627.0,0.0,0.0
2012,1,Canada,Mail (U.S. Postal Service),Import,203585.0,19.07,42.04
2012,1,Canada,Other/Unknown,Export,1613532788.0,0.0,0.0
2012,1,Canada,Other/Unknown,Import,360516518.0,526.24,1160.16
2012,1,Canada,Pipeline,Export,534600168.0,0.0,0.0
2012,1,Canada,Pipeline,Import,6661428968.0,9953967.35,21944715.5
2012,1,Canada,Rail,Export,2306344404.0,0.0,0.0
2012,1,Canada,Rail,Import,5580034676.0,5643335.31,12441409.89
2012,1,Canada,Truck,Export,15672457869.0,0.0,0.0
2012,1,Canada,Truck,Import,11012436386.0,4421800.65,9748390.15
2012,1,Canada,Vessel,Export,490824614.0,1926159.27,4246449.25
2012,1,Canada,Vessel,Import,1982941378.0,4468993.52,9852432.49
2012,1,Mexico,Air,Export,582225776.0,4901.25,10805.39
2012,1,Mexico,Air,Import,650249637.0,4021.74,8866.41
2012,1,Mexico,Foreign Trade Zones (FTZs),Import,145630628.0,9998.42,22042.72
2012,1,Mexico,Mail (U.S. Postal Service),Export,9837.0,0.0,0.0
2012,1,Mexico,Other/Unknown,Export,570296205.0,0.0,0.0
2012,1,Mexico,Other/Unknown,Import,240604451.0,825.42,1819.74
2012,1,Mexico,Pipeline,Export,264172004.0,0.0,0.0
2012,1,Mexico,Pipeline,Import,20177387.0,39578.76,87256.13
2012,1,Mexico,Rail,Export,2140839889.0,0.0,0.0
2012,1,Mexico,Rail,Import,2172928751.0,750112.6,1653713.24
2012,1,Mexico,Truck,Export,11343554688.0,0.0,0.0
2012,1,Mexico,Truck,Import,14304322919.0,3082592.33,6795944.7
2012,1,Mexico,Vessel,Export,2112000447.0,3154420.83,6954299.25
2012,1,Mexico,Vessel,Import,3969946147.0,6835940.46,15070651.06
2012,2,Canada,Air,Export,1425346975.0,22866.1,50411.06
2012,2,Canada,Air,Import,770182466.0,3084.19,6799.47
2012,2,Canada,Foreign Trade Zones (FTZs),Import,572536749.0,944820.51,2082970.19
2012,2,Canada,Mail (U.S. Postal Service),Export,4830963.0,0.0,0.0
2012,2,Canada,Other/Unknown,Export,1673033816.0,0.0,0.0
2012,2,Canada,Other/Unknown,Import,492225968.0,506.23,1116.04
2012,2,Canada,Pipeline,Export,852987314.0,0.0,0.0
2012,2,Canada,Pipeline,Import,5940014481.0,9068237.19,19992017.07
2012,2,Canada,Rail,Export,2585182979.0,0.0,0.0
2012,2,Canada,Rail,Import,5695724920.0,5730766.05,12634161.45
2012,2,Canada,Truck,Export,16374763067.0,0.0,0.0
2012,2,Canada,Truck,Import,11206591983.0,4315975.69,9515086.33
2012,2,Canada,Vessel,Export,593855434.0,1477233.81,3256739.2
2012,2,Canada,Vessel,Import,1553187199.0,3399396.61,7494377.75
2012,2,Mexico,Air,Export,558093859.0,4766.99,10509.4
2012,2,Mexico,Air,Import,745957900.0,4698.05,10357.41
2012,2,Mexico,Foreign Trade Zones (FTZs),Import,191212342.0,9892.86,21810.0
2012,2,Mexico,Mail (U.S. Postal Service),Export,5380.0,0.0,0.0
2012,2,Mexico,Other/Unknown,Export,573227418.0,0.0,0.0
2012,2,Mexico,Other/Unknown,Import,174412175.0,182.77,402.94
2012,2,Mexico,Pipeline,Export,336769231.0,0.0,0.0
2012,2,Mexico,Pipeline,Import,17965303.0,47839.09,105467.01
2012,2,Mexico,Rail,Export,2167111326.0,0.0,0.0
2012,2,Mexico,Rail,Import,2970580294.0,872328.25,1923152.31
2012,2,Mexico,Truck,Export,11357750438.0,0.0,0.0
2012,2,Mexico,Truck,Import,14910312111.0,3153484.79,6952235.64
2012,2,Mexico,Vessel,Export,1943305935.0,2949231.24,6501934.18
2012,2,Mexico,Vessel,Import,3606795376.0,5582735.71,12307810.8
2012,3,Canada,Air,Export,1667683232.0,27514.41,60658.82
2012,3,Canada,Air,Import,952849492.0,3488.56,7690.95
2012,3,Canada,Foreign Trade Zones (FTZs),Import,601040019.0,1023726.49,2256927.89
2012,3,Canada,Mail (U.S. Postal Service),Export,5228654.0,0.0,0.0
2012,3,Canada,Other/Unknown,Export,1896560622.0,0.0,0.0
2012,3,Canada,Other/Unknown,Import,516213675.0,714.61,1575.44
2012,3,Canada,Pipeline,Export,614824945.0,0.0,0.0
2012,3,Canada,Pipeline,Import,6274961681.0,9861078.72,21739931.37
2012,3,Canada,Rail,Export,2947080877.0,0.0,0.0
2012,3,Canada,Rail,Import,6198608033.0,6243799.11,13765204.39
2012,3,Canada,Truck,Export,18874063070.0,0.0,0.0
2012,3,Canada,Truck,Import,12291671954.0,4611049.99,10165613.03
2012,3,Canada,Vessel,Export,413000238.0,827681.23,1824722.59
2012,3,Canada,Vessel,Import,2349653764.0,4681330.9,10320555.73
2012,3,Mexico,Air,Export,621118591.0,5647.34,12450.24
2012,3,Mexico,Air,Import,740185310.0,4891.15,10783.13
2012,3,Mexico,Foreign Trade Zones (FTZs),Import,205448081.0,13869.25,30576.43
2012,3,Mexico,Mail (U.S. Postal Service),Export,53966.0,0.0,0.0
2012,3,Mexico,Mail (U.S. Postal Service),Import,276.0,0.01,0.02
2012,3,Mexico,Other/Unknown,Export,639501012.0,0.0,0.0
2012,3,Mexico,Other/Unknown,Import,144951425.0,145.44,320.64
2012,3,Mexico,Pipeline,Export,314932961.0,0.0,0.0
2012,3,Mexico,Pipeline,Import,23984520.0,39143.04,86295.53
2012,3,Mexico,Rail,Export,2372285749.0,0.0,0.0
2012,3,Mexico,Rail,Import,3154044734.0,951657.16,2098042.41
2012,3,Mexico,Truck,Export,12200764809.0,0.0,0.0
2012,3,Mexico,Truck,Import,16659897367.0,3519565.14,7759303.7
2012,3,Mexico,Vessel,Export,2858740656.0,3899908.99,8597817.36
2012,3,Mexico,Vessel,Import,4186458931.0,6529845.56,14395828.12
2012,4,Canada,Air,Export,1416330446.0,23384.53,51554.0
2012,4,Canada,Air,Import,748463911.0,2816.59,6209.51
2012,4,Canada,Foreign Trade Zones (FTZs),Import,585229836.0,1064327.22,2346437.08
2012,4,Canada,Mail (U.S. Postal Service),Export,5045481.0,0.0,0.0
2012,4,Canada,Other/Unknown,Export,1716459043.0,0.0,0.0
2012,4,Canada,Other/Unknown,Import,337309203.0,404.8,892.43
2012,4,Canada,Pipeline,Export,558392942.0,0.0,0.0
2012,4,Canada,Pipeline,Import,6056642690.0,9733910.82,21459574.47
2012,4,Canada,Rail,Export,2842318797.0,0.0,0.0
2012,4,Canada,Rail,Import,5874898026.0,6005839.7,13240594.32
2012,4,Canada,Truck,Export,17327314801.0,0.0,0.0
2012,4,Canada,Truck,Import,11896875002.0,4566540.8,10067487.18
2012,4,Canada,Vessel,Export,629742056.0,1869854.75,4122319.18
2012,4,Canada,Vessel,Import,2303348379.0,4881484.1,10761817.48
2012,4,Mexico,Air,Export,571609422.0,4837.91,10665.75
2012,4,Mexico,Air,Import,683873417.0,4700.81,10363.5
2012,4,Mexico,Foreign Trade Zones (FTZs),Import,195582577.0,24700.5,54455.22
2012,4,Mexico,Mail (U.S. Postal Service),Export,22464.0,0.0,0.0
2012,4,Mexico,Other/Unknown,Export,584050661.0,0.0,0.0
2012,4,Mexico,Other/Unknown,Import,138519696.0,182.59,402.54
2012,4,Mexico,Pipeline,Export,242087059.0,0.0,0.0
2012,4,Mexico,Pipeline,Import,19914645.0,25107.74,55353.03
2012,4,Mexico,Rail,Export,2312372425.0,0.0,0.0
2012,4,Mexico,Rail,Import,2937722816.0,902572.11,1989828.53
2012,4,Mexico,Truck,Export,11291843017.0,0.0,0.0
2012,4,Mexico,Truck,Import,14912083968.0,3222444.49,7104265.57
2012,4,Mexico,Vessel,Export,2220656627.0,3489840.84,7693772.91
2012,4,Mexico,Vessel,Import,3869677044.0,5575332.46,12291489.45
2012,5,Canada,Air,Export,1497694406.0,29404.7,64826.19
2012,5,Canada,Air,Import,945566784.0,3403.18,7502.72
2012,5,Canada,Foreign Trade Zones (FTZs),Import,549288950.0,1025303.25,2260404.05
2012,5,Canada,Mail (U.S. Postal Service),Export,5103628.0,0.0,0.0
2012,5,Canada,Mail (U.S. Postal Service),Import,34238.0,0.2,0.44
2012,5,Canada,Other/Unknown,Export,1955157993.0,0.0,0.0
2012,5,Canada,Other/Unknown,Import,585103039.0,535.83,1181.3
2012,5,Canada,Pipeline,Export,412578578.0,0.0,0.0
2012,5,Canada,Pipeline,Import,5265669669.0,8632825.16,19032099.0
2012,5,Canada,Rail,Export,2749320267.0,0.0,0.0
2012,5,Canada,Rail,Import,5453446309.0,5584340.76,12311349.33
2012,5,Canada,Truck,Export,18455095443.0,0.0,0.0
2012,5,Canada,Truck,Import,12672329971.0,4713254.02,10390934.08
2012,5,Canada,Vessel,Export,837614858.0,2691821.88,5934444.35
2012,5,Canada,Vessel,Import,2141230189.0,5253272.99,11581470.7
2012,5,Mexico,Air,Export,601551489.0,5012.76,11051.23
2012,5,Mexico,Air,Import,745519156.0,6395.2,14098.99
2012,5,Mexico,Foreign Trade Zones (FTZs),Import,179833739.0,11438.14,25216.75
2012,5,Mexico,Mail (U.S. Postal Service),Export,11072.0,0.0,0.0
2012,5,Mexico,Mail (U.S. Postal Service),Import,1728.0,0.12,0.26
2012,5,Mexico,Other/Unknown,Export,641447754.0,0.0,0.0
2012,5,Mexico,Other/Unknown,Import,189036580.0,233.77,515.37
2012,5,Mexico,Pipeline,Export,278318144.0,0.0,0.0
2012,5,Mexico,Pipeline,Import,19554470.0,51903.81,114428.18
2012,5,Mexico,Rail,Export,2308509816.0,0.0,0.0
2012,5,Mexico,Rail,Import,2907008117.0,887105.98,1955731.59
2012,5,Mexico,Truck,Export,12385728845.0,0.0,0.0
2012,5,Mexico,Truck,Import,16679343113.0,3530636.13,7783711.02
2012,5,Mexico,Vessel,Export,2222280985.0,3919421.69,8640835.45
2012,5,Mexico,Vessel,Import,4094703747.0,6284302.44,13854498.85
2012,6,Canada,Air,Export,1557167449.0,27907.73,61525.94
2012,6,Canada,Air,Import,826199513.0,3277.99,7226.72
2012,6,Canada,Foreign Trade Zones (FTZs),Import,557096921.0,1110550.29,2448341.38
2012,6,Canada,Mail (U.S. Postal Service),Export,4688802.0,0.0,0.0
2012,6,Canada,Other/Unknown,Export,1787237820.0,0.0,0.0
2012,6,Canada,Other/Unknown,Import,634190501.0,643.0,1417.57
2012,6,Canada,Pipeline,Export,462644131.0,0.0,0.0
2012,6,Canada,Pipeline,Import,5460162458.0,9193609.83,20268416.1
2012,6,Canada,Rail,Export,3010390365.0,0.0,0.0
2012,6,Canada,Rail,Import,6038006672.0,5931232.75,13076114.35
2012,6,Canada,Truck,Export,18309027927.0,0.0,0.0
2012,6,Canada,Truck,Import,12085183830.0,4372132.21,9638890.11
2012,6,Canada,Vessel,Export,726487222.0,2330303.67,5137434.08
2012,6,Canada,Vessel,Import,1730030218.0,4403001.68,9706945.56
2012,6,Mexico,Air,Export,669565883.0,4997.18,11016.88
2012,6,Mexico,Air,Import,756924717.0,5652.32,12461.22
2012,6,Mexico,Foreign Trade Zones (FTZs),Import,196699690.0,14775.84,32575.11
2012,6,Mexico,Mail (U.S. Postal Service),Export,85042.0,0.0,0.0
2012,6,Mexico,Other/Unknown,Export,625262872.0,0.0,0.0
2012,6,Mexico,Other/Unknown,Import,132099861.0,82.83,182.61
2012,6,Mexico,Pipeline,Export,220000048.0,0.0,0.0
2012,6,Mexico,Pipeline,Import,26536882.0,39901.28,87967.16
2012,6,Mexico,Rail,Export,2275015399.0,0.0,0.0
2012,6,Mexico,Rail,Import,3318533115.0,924618.19,2038431.75
2012,6,Mexico,Truck,Export,11779407238.0,0.0,0.0
2012,6,Mexico,Truck,Import,15655166583.0,3181266.45,7013483.64
2012,6,Mexico,Vessel,Export,1905758752.0,2991369.52,6594833.07
2012,6,Mexico,Vessel,Import,3427951567.0,5608287.29,12364142.33
2012,7,Canada,Air,Export,1282005019.0,21257.56,46864.84
2012,7,Canada,Air,Import,759839213.0,3024.16,6667.12
2012,7,Canada,Foreign Trade Zones (FTZs),Import,726661720.0,1436649.48,3167266.18
2012,7,Canada,Mail (U.S. Postal Service),Export,4577035.0,0.0,0.0
2012,7,Canada,Mail (U.S. Postal Service),Import,11795.0,0.03,0.07
2012,7,Canada,Other/Unknown,Export,1707375286.0,0.0,0.0
2012,7,Canada,Other/Unknown,Import,405299116.0,304.46,671.22
2012,7,Canada,Pipeline,Export,524371109.0,0.0,0.0
2012,7,Canada,Pipeline,Import,5555639117.0,9946329.98,21927878.0
2012,7,Canada,Rail,Export,2731664654.0,0.0,0.0
2012,7,Canada,Rail,Import,4960234711.0,5816391.55,12822933.14
2012,7,Canada,Truck,Export,15814137020.0,0.0,0.0
2012,7,Canada,Truck,Import,10623186056.0,4281413.42,9438889.65
2012,7,Canada,Vessel,Export,710567114.0,2344525.43,5168787.65
2012,7,Canada,Vessel,Import,1942811986.0,5278394.01,11636853.0
2012,7,Mexico,Air,Export,581865113.0,4691.25,10342.42
2012,7,Mexico,Air,Import,635423415.0,4513.62,9950.82
2012,7,Mexico,Foreign Trade Zones (FTZs),Import,145521494.0,9855.13,21726.82
2012,7,Mexico,Mail (U.S. Postal Service),Export,26629.0,0.0,0.0
2012,7,Mexico,Other/Unknown,Export,720730549.0,0.0,0.0
2012,7,Mexico,Other/Unknown,Import,122064471.0,0.26,0.57
2012,7,Mexico,Pipeline,Export,239605609.0,0.0,0.0
2012,7,Mexico,Pipeline,Import,15526610.0,37698.84,83111.62
2012,7,Mexico,Rail,Export,2083734868.0,0.0,0.0
2012,7,Mexico,Rail,Import,3213416868.0,931946.75,2054588.44
2012,7,Mexico,Truck,Export,11744306551.0,0.0,0.0
2012,7,Mexico,Truck,Import,14475423445.0,2887408.31,6365638.11
2012,7,Mexico,Vessel,Export,2170181883.0,3616104.4,7972136.08
2012,7,Mexico,Vessel,Import,3918908088.0,6275201.16,13834433.98
2012,8,Canada,Air,Export,1470285143.0,22424.83,49438.23
2012,8,Canada,Air,Import,912522218.0,3311.77,7301.19
2012,8,Canada,Foreign Trade Zones (FTZs),Import,736696464.0,1459878.74,3218477.87
2012,8,Canada,Mail (U.S. Postal Service),Export,4287168.0,0.0,0.0
2012,8,Canada,Other/Unknown,Export,1762913034.0,0.0,0.0
2012,8,Canada,Other/Unknown,Import,470550880.0,562.37,1239.81
2012,8,Canada,Pipeline,Export,289054616.0,0.0,0.0
2012,8,Canada,Pipeline,Import,5318553492.0,9553276.91,21061345.34
2012,8,Canada,Rail,Export,3072694851.0,0.0,0.0
2012,8,Canada,Rail,Import,5968679429.0,6071672.81,13385731.31
2012,8,Canada,Truck,Export,17633019226.0,0.0,0.0
2012,8,Canada,Truck,Import,11779504825.0,4623785.33,10193689.61
2012,8,Canada,Vessel,Export,603393577.0,2019596.17,4452442.11
2012,8,Canada,Vessel,Import,1841076374.0,4714033.84,10392653.28
2012,8,Mexico,Air,Export,635895936.0,5001.48,11026.36
2012,8,Mexico,Air,Import,756456367.0,4745.38,10461.76
2012,8,Mexico,Foreign Trade Zones (FTZs),Import,212934942.0,14121.13,31131.73
2012,8,Mexico,Mail (U.S. Postal Service),Export,33353.0,0.0,0.0
2012,8,Mexico,Mail (U.S. Postal Service),Import,161002.0,41.49,91.47
2012,8,Mexico,Other/Unknown,Export,828638884.0,0.0,0.0
2012,8,Mexico,Other/Unknown,Import,154821821.0,4.05,8.93
2012,8,Mexico,Pipeline,Export,350850001.0,0.0,0.0
2012,8,Mexico,Pipeline,Import,17830162.0,46828.81,103239.73
2012,8,Mexico,Rail,Export,2339439904.0,0.0,0.0
2012,8,Mexico,Rail,Import,3273860589.0,965646.78,2128884.2
2012,8,Mexico,Truck,Export,12596851977.0,0.0,0.0
2012,8,Mexico,Truck,Import,15697789046.0,2985129.73,6581076.71
2012,8,Mexico,Vessel,Export,2468261377.0,3567142.87,7864194.51
2012,8,Mexico,Vessel,Import,3649951325.0,6006787.6,13242684.08
2012,9,Canada,Air,Export,1397607557.0,19503.98,42998.86
2012,9,Canada,Air,Import,836308376.0,3503.1,7723.0
2012,9,Canada,Foreign Trade Zones (FTZs),Import,599249831.0,1213606.02,2675540.1
2012,9,Canada,Mail (U.S. Postal Service),Export,4717371.0,0.0,0.0
2012,9,Canada,Other/Unknown,Export,1690219127.0,0.0,0.0
2012,9,Canada,Other/Unknown,Import,858921538.0,726.72,1602.14
2012,9,Canada,Pipeline,Export,735842810.0,0.0,0.0
2012,9,Canada,Pipeline,Import,4968039171.0,8574104.95,18902643.25
2012,9,Canada,Rail,Export,2805900058.0,0.0,0.0
2012,9,Canada,Rail,Import,5855752533.0,5773987.07,12729447.37
2012,9,Canada,Truck,Export,16824261966.0,0.0,0.0
2012,9,Canada,Truck,Import,11312850141.0,4402787.25,9706472.83
2012,9,Canada,Vessel,Export,689317187.0,2229065.85,4914243.15
2012,9,Canada,Vessel,Import,1620851751.0,4052874.39,8935047.94
2012,9,Mexico,Air,Export,681672363.0,4849.25,10690.75
2012,9,Mexico,Air,Import,795052967.0,4818.71,10623.42
2012,9,Mexico,Foreign Trade Zones (FTZs),Import,184476312.0,12856.24,28343.12
2012,9,Mexico,Mail (U.S. Postal Service),Export,45520.0,0.0,0.0
2012,9,Mexico,Mail (U.S. Postal Service),Import,2475.0,0.01,0.02
2012,9,Mexico,Other/Unknown,Export,732152942.0,0.0,0.0
2012,9,Mexico,Other/Unknown,Import,116953999.0,127.6,281.31
2012,9,Mexico,Pipeline,Export,292929912.0,0.0,0.0
2012,9,Mexico,Pipeline,Import,13270254.0,39806.42,87758.03
2012,9,Mexico,Rail,Export,2244906487.0,0.0,0.0
2012,9,Mexico,Rail,Import,3124480702.0,940772.11,2074045.01
2012,9,Mexico,Truck,Export,11054141881.0,0.0,0.0
2012,9,Mexico,Truck,Import,14259143082.0,2664137.51,5873410.84
2012,9,Mexico,Vessel,Export,2451740554.0,3548120.16,7822256.67
2012,9,Mexico,Vessel,Import,3657714269.0,5857341.92,12913213.14
2012,10,Canada,Air,Export,1613835770.0,24133.01,53204.12
2012,10,Canada,Air,Import,935076365.0,3581.79,7896.49
2012,10,Canada,Foreign Trade Zones (FTZs),Import,499749671.0,958512.38,2113155.56
2012,10,Canada,Mail (U.S. Postal Service),Export,5317196.0,0.0,0.0
2012,10,Canada,Mail (U.S. Postal Service),Import,21696.0,0.01,0.02
2012,10,Canada,Other/Unknown,Export,1810499263.0,0.0,0.0
2012,10,Canada,Other/Unknown,Import,514106237.0,737.09,1625.0
2012,10,Canada,Pipeline,Export,519440184.0,0.0,0.0
2012,10,Canada,Pipeline,Import,5654453432.0,9344610.04,20601314.19
2012,10,Canada,Rail,Export,2837178614.0,0.0,0.0
2012,10,Canada,Rail,Import,6135888139.0,6048354.59,13334323.5
2012,10,Canada,Truck,Export,18024501758.0,0.0,0.0
2012,10,Canada,Truck,Import,12366918792.0,4958911.77,10932516.07
2012,10,Canada,Vessel,Export,868163985.0,2102678.68,4635607.47
2012,10,Canada,Vessel,Import,1555077720.0,4010702.56,8842075.08
2012,10,Mexico,Air,Export,660778691.0,5177.76,11414.99
2012,10,Mexico,Air,Import,785467265.0,5490.96,12105.48
2012,10,Mexico,Foreign Trade Zones (FTZs),Import,219440696.0,14641.5,32278.94
2012,10,Mexico,Mail (U.S. Postal Service),Export,49035.0,0.0,0.0
2012,10,Mexico,Mail (U.S. Postal Service),Import,68046.0,17.21,37.94
2012,10,Mexico,Other/Unknown,Export,804728295.0,0.0,0.0
2012,10,Mexico,Other/Unknown,Import,150638960.0,145.97,321.81
2012,10,Mexico,Pipeline,Export,370700996.0,0.0,0.0
2012,10,Mexico,Pipeline,Import,1591413.0,33717.05,74333.28
2012,10,Mexico,Rail,Export,2546690704.0,0.0,0.0
2012,10,Mexico,Rail,Import,3355486840.0,925353.71,2040053.3
2012,10,Mexico,Truck,Export,13124569871.0,0.0,0.0
2012,10,Mexico,Truck,Import,16269540903.0,3123198.63,6885466.16
2012,10,Mexico,Vessel,Export,2946883056.0,4117835.1,9078261.62
2012,10,Mexico,Vessel,Import,4035414807.0,6740089.82,14859336.82
2012,11,Canada,Air,Export,1633955538.0,24947.96,55000.77
2012,11,Canada,Air,Import,1041484247.0,3570.23,7871.0
2012,11,Canada,Foreign Trade Zones (FTZs),Import,477476484.0,926533.87,2042655.1
2012,11,Canada,Mail (U.S. Postal Service),Export,5157098.0,0.0,0.0
2012,11,Canada,Other/Unknown,Export,1771175861.0,0.0,0.0
2012,11,Canada,Other/Unknown,Import,765195587.0,885.62,1952.46
2012,11,Canada,Pipeline,Export,561306996.0,0.0,0.0
2012,11,Canada,Pipeline,Import,5204578632.0,8753017.55,19297077.55
2012,11,Canada,Rail,Export,2587288146.0,0.0,0.0
2012,11,Canada,Rail,Import,6242117422.0,6116436.34,13484417.88
2012,11,Canada,Truck,Export,17326822900.0,0.0,0.0
2012,11,Canada,Truck,Import,11743399691.0,4745469.25,10461956.42
2012,11,Canada,Vessel,Export,793861872.0,2656058.19,5855599.01
2012,11,Canada,Vessel,Import,2277560722.0,5499426.35,12124145.32
2012,11,Mexico,Air,Export,657878382.0,4860.36,10715.25
2012,11,Mexico,Air,Import,728148926.0,5124.21,11296.94
2012,11,Mexico,Foreign Trade Zones (FTZs),Import,229160613.0,15285.1,33697.84
2012,11,Mexico,Mail (U.S. Postal Service),Export,10437.0,0.0,0.0
2012,11,Mexico,Other/Unknown,Export,761782399.0,0.0,0.0
2012,11,Mexico,Other/Unknown,Import,146139441.0,243.31,536.41
2012,11,Mexico,Pipeline,Export,220479722.0,0.0,0.0
2012,11,Mexico,Pipeline,Import,19386991.0,48007.56,105838.43
2012,11,Mexico,Rail,Export,2660776849.0,0.0,0.0
2012,11,Mexico,Rail,Import,3380407644.0,905258.23,1995750.4
2012,11,Mexico,Truck,Export,11877705328.0,0.0,0.0
2012,11,Mexico,Truck,Import,15515076969.0,3024148.28,6667097.78
2012,11,Mexico,Vessel,Export,2586092685.0,3540517.25,7805495.14
2012,11,Mexico,Vessel,Import,3712985930.0,6224678.28,13723050.23
2012,12,Canada,Air,Export,1513694307.0,20058.89,44222.23
2012,12,Canada,Air,Import,945545067.0,3473.73,7658.25
2012,12,Canada,Foreign Trade Zones (FTZs),Import,502787856.0,931331.76,2053232.62
2012,12,Canada,Mail (U.S. Postal Service),Export,4222997.0,0.0,0.0
2012,12,Canada,Other/Unknown,Export,1616730417.0,0.0,0.0
2012,12,Canada,Other/Unknown,Import,758512928.0,481.14,1060.73
2012,12,Canada,Pipeline,Export,348977733.0,0.0,0.0
2012,12,Canada,Pipeline,Import,5117043852.0,8958542.47,19750181.9
2012,12,Canada,Rail,Export,2668518817.0,0.0,0.0
2012,12,Canada,Rail,Import,5902780204.0,6213637.05,13698708.51
2012,12,Canada,Truck,Export,15143223570.0,0.0,0.0
2012,12,Canada,Truck,Import,10149341689.0,3877577.52,8548584.95
2012,12,Canada,Vessel,Export,965711678.0,2432287.68,5362270.07
2012,12,Canada,Vessel,Import,2471424581.0,5104011.98,11252406.89
2012,12,Mexico,Air,Export,591474155.0,4506.62,9935.38
2012,12,Mexico,Air,Import,641097326.0,4654.66,10261.76
2012,12,Mexico,Foreign Trade Zones (FTZs),Import,178955494.0,27415.1,60439.88
2012,12,Mexico,Mail (U.S. Postal Service),Export,21837.0,0.0,0.0
2012,12,Mexico,Other/Unknown,Export,886950744.0,0.0,0.0
2012,12,Mexico,Other/Unknown,Import,97308176.0,25.4,56.0
2012,12,Mexico,Pipeline,Export,263849478.0,0.0,0.0
2012,12,Mexico,Pipeline,Import,18719285.0,35821.39,78972.55
2012,12,Mexico,Rail,Export,2035285829.0,0.0,0.0
2012,12,Mexico,Rail,Import,3103111367.0,848317.67,1870218.1
2012,12,Mexico,Truck,Export,9997365880.0,0.0,0.0
2012,12,Mexico,Truck,Import,13077913892.0,2743643.78,6048691.95
2012,12,Mexico,Vessel,Export,2601594977.0,3855376.3,8499639.7
2012,12,Mexico,Vessel,Import,3163991253.0,5454636.08,12025399.79
2013,1,Canada,Air,Export,1392680746.0,18470.65,40720.76
2013,1,Canada,Air,Import,894615392.0,3299.46,7274.06
2013,1,Canada,Foreign Trade Zones (FTZs),Import,648437905.0,1395894.68,3077417.33
2013,1,Canada,Mail (U.S. Postal Service),Export,3911963.0,0.0,0.0
2013,1,Canada,Mail (U.S. Postal Service),Import,27444.0,0.01,0.02
2013,1,Canada,Other/Unknown,Export,1692050265.0,0.0,0.0
2013,1,Canada,Other/Unknown,Import,623112011.0,821.92,1812.02
2013,1,Canada,Pipeline,Export,635442152.0,0.0,0.0
2013,1,Canada,Pipeline,Import,6532107182.0,11479954.25,25308936.74
2013,1,Canada,Rail,Export,2439837844.0,0.0,0.0
2013,1,Canada,Rail,Import,5816854246.0,6349818.87,13998937.68
2013,1,Canada,Truck,Export,16160526517.0,0.0,0.0
2013,1,Canada,Truck,Import,11332366297.0,4687842.39,10334911.09
2013,1,Canada,Vessel,Export,923286359.0,2382529.81,5252572.87
2013,1,Canada,Vessel,Import,2209385299.0,4156512.57,9163530.74
2013,1,Mexico,Air,Export,601665430.0,4319.29,9522.39
2013,1,Mexico,Air,Import,605625215.0,4040.91,8908.67
2013,1,Mexico,Foreign Trade Zones (FTZs),Import,219594453.0,15381.73,33910.87
2013,1,Mexico,Mail (U.S. Postal Service),Export,12546.0,0.0,0.0
2013,1,Mexico,Other/Unknown,Export,622377263.0,0.0,0.0
2013,1,Mexico,Other/Unknown,Import,151340387.0,80.73,177.98
2013,1,Mexico,Pipeline,Export,268003628.0,0.0,0.0
2013,1,Mexico,Pipeline,Import,17772993.0,33748.7,74403.06
2013,1,Mexico,Rail,Export,2114141952.0,0.0,0.0
2013,1,Mexico,Rail,Import,2571329898.0,771489.35,1700840.85
2013,1,Mexico,Truck,Export,12214548648.0,0.0,0.0
2013,1,Mexico,Truck,Import,14387020123.0,3145814.34,6935325.21
2013,1,Mexico,Vessel,Export,2084811998.0,2976323.47,6561662.25
2013,1,Mexico,Vessel,Import,3602992294.0,6263036.89,13807616.39
2013,2,Canada,Air,Export,1369784940.0,18890.53,41646.44
2013,2,Canada,Air,Import,852258073.0,3255.64,7177.45
2013,2,Canada,Foreign Trade Zones (FTZs),Import,369474487.0,927209.24,2044144.03
2013,2,Canada,Mail (U.S. Postal Service),Export,4532985.0,0.0,0.0
2013,2,Canada,Other/Unknown,Export,1522929578.0,0.0,0.0
2013,2,Canada,Other/Unknown,Import,568115848.0,288.63,636.32
2013,2,Canada,Pipeline,Export,753776966.0,0.0,0.0
2013,2,Canada,Pipeline,Import,5806681038.0,10421713.28,22975917.53
2013,2,Canada,Rail,Export,2650824097.0,0.0,0.0
2013,2,Canada,Rail,Import,5677933235.0,5949553.16,13116503.89
2013,2,Canada,Truck,Export,16147893066.0,0.0,0.0
2013,2,Canada,Truck,Import,10814304962.0,4405505.4,9712465.31
2013,2,Canada,Vessel,Export,822029312.0,1474607.88,3250950.02
2013,2,Canada,Vessel,Import,1758118314.0,3338744.63,7360663.19
2013,2,Mexico,Air,Export,562290404.0,4697.01,10355.12
2013,2,Mexico,Air,Import,546358515.0,4186.45,9229.53
2013,2,Mexico,Foreign Trade Zones (FTZs),Import,250322294.0,13527.96,29824.01
2013,2,Mexico,Mail (U.S. Postal Service),Export,22733.0,0.0,0.0
2013,2,Mexico,Other/Unknown,Export,884107507.0,0.0,0.0
2013,2,Mexico,Other/Unknown,Import,144024110.0,66.1,145.73
2013,2,Mexico,Pipeline,Export,278811177.0,0.0,0.0
2013,2,Mexico,Pipeline,Import,22489284.0,34369.53,75771.75
2013,2,Mexico,Rail,Export,2100108564.0,0.0,0.0
2013,2,Mexico,Rail,Import,3204898877.0,907467.21,2000620.36
