Year,Month,CommodityGroup,Mode,TradeType,TradeValue,Weight,WeightLb
2012,12,Live Animals & Animal Products,Air,Export,1323287.0,35.81,78.95
2012,12,Live Animals & Animal Products,Air,Import,5117054.0,837.46,1846.28
2012,12,Live Animals & Animal Products,Other/Unknown,Export,139888.0,,
2012,12,Live Animals & Animal Products,Other/Unknown,Import,62514.0,22.97,50.64
2012,12,Live Animals & Animal Products,Rail,Export,17922834.0,,
2012,12,Live Animals & Animal Products,Truck,Export,339945972.0,,
2012,12,Live Animals & Animal Products,Truck,Import,153284486.0,46530.43,102581.92
2012,12,Live Animals & Animal Products,Vessel,Export,541650.0,209.69,462.29
2012,12,Live Animals & Animal Products,Vessel,Import,3866532.0,837.17,1845.64
2012,12,Machinery & Electrical Equipment,Air,Export,301573152.0,1692.35,3730.99
2012,12,Machinery & Electrical Equipment,Air,Import,230333022.0,1618.68,3568.57
2012,12,Machinery & Electrical Equipment,Foreign Trade Zones (FTZs),Import,81597884.0,2717.5,5991.05
2012,12,Machinery & Electrical Equipment,Mail (U.S. Postal Service),Export,21837.0,,
2012,12,Machinery & Electrical Equipment,Other/Unknown,Export,10813796.0,,
2012,12,Machinery & Electrical Equipment,Other/Unknown,Import,40734.0,0.12,0.26
2012,12,Machinery & Electrical Equipment,Rail,Export,191600384.0,,
2012,12,Machinery & Electrical Equipment,Rail,Import,219268896.0,35764.8,78847.79
2012,12,Machinery & Electrical Equipment,Truck,Export,4411590507.0,,
2012,12,Machinery & Electrical Equipment,Truck,Import,6483077290.0,472198.77,1041018.85
2012,12,Machinery & Electrical Equipment,Vessel,Export,56096090.0,11836.69,26095.4
2012,12,Machinery & Electrical Equipment,Vessel,Import,26200833.0,2131.06,4698.18
2012,12,Mineral Products,Air,Export,23632.0,27.48,60.58
2012,12,Mineral Products,Air,Import,3000.0,0.13,0.29
2012,12,Mineral Products,Other/Unknown,Export,528272.0,,
2012,12,Mineral Products,Pipeline,Export,263849478.0,,
2012,12,Mineral Products,Pipeline,Import,18719285.0,35821.39,78972.55
2012,12,Mineral Products,Rail,Export,172712597.0,,
2012,12,Mineral Products,Rail,Import,15748473.0,52846.41,116506.25
2012,12,Mineral Products,Truck,Export,178471697.0,,
2012,12,Mineral Products,Truck,Import,47455900.0,109443.39,241281.09
2012,12,Mineral Products,Vessel,Export,1764490666.0,2696255.08,5944217.87
2012,12,Mineral Products,Vessel,Import,2741973311.0,5208192.67,11482085.72
2012,12,Miscellaneous Manufactured Articles,Air,Export,1852563.0,58.7,129.41
2012,12,Miscellaneous Manufactured Articles,Air,Import,1522298.0,90.56,199.65
2012,12,Miscellaneous Manufactured Articles,Foreign Trade Zones (FTZs),Import,38418688.0,5072.12,11182.1
2012,12,Miscellaneous Manufactured Articles,Other/Unknown,Export,497999.0,,
2012,12,Miscellaneous Manufactured Articles,Other/Unknown,Import,1818.0,0.42,0.93
2012,12,Miscellaneous Manufactured Articles,Rail,Export,729980.0,,
2012,12,Miscellaneous Manufactured Articles,Rail,Import,2550260.0,359.56,792.69
2012,12,Miscellaneous Manufactured Articles,Truck,Export,208797447.0,,
2012,12,Miscellaneous Manufactured Articles,Truck,Import,613767729.0,95269.93,210033.99
2012,12,Miscellaneous Manufactured Articles,Vessel,Export,2599885.0,376.17,829.31
2012,12,Miscellaneous Manufactured Articles,Vessel,Import,2041413.0,240.39,529.97
2012,12,"Optical, Medical & Precision Instruments",Air,Export,58060246.0,336.51,741.88
2012,12,"Optical, Medical & Precision Instruments",Air,Import,29153526.0,364.75,804.14
2012,12,"Optical, Medical & Precision Instruments",Foreign Trade Zones (FTZs),Import,13035847.0,227.46,501.46
2012,12,"Optical, Medical & Precision Instruments",Other/Unknown,Export,540131.0,,
2012,12,"Optical, Medical & Precision Instruments",Rail,Export,14876185.0,,
2012,12,"Optical, Medical & Precision Instruments",Rail,Import,13094948.0,1207.19,2661.4
2012,12,"Optical, Medical & Precision Instruments",Truck,Export,358410816.0,,
2012,12,"Optical, Medical & Precision Instruments",Truck,Import,660122527.0,26333.99,58056.44
2012,12,"Optical, Medical & Precision Instruments",Vessel,Export,2390639.0,123.6,272.49
2012,12,"Optical, Medical & Precision Instruments",Vessel,Import,2777245.0,161.24,355.47
2012,12,Plastics & Rubber,Air,Export,5574811.0,145.17,320.04
2012,12,Plastics & Rubber,Air,Import,2778871.0,172.68,380.69
2012,12,Plastics & Rubber,Foreign Trade Zones (FTZs),Import,1452174.0,118.89,262.11
2012,12,Plastics & Rubber,Other/Unknown,Export,963153.0,,
2012,12,Plastics & Rubber,Rail,Export,222479875.0,,
2012,12,Plastics & Rubber,Rail,Import,51324120.0,27164.91,59888.3
2012,12,Plastics & Rubber,Truck,Export,1006041371.0,,
2012,12,Plastics & Rubber,Truck,Import,327039035.0,91719.98,202207.7
2012,12,Plastics & Rubber,Vessel,Export,7883734.0,4555.01,10042.07
2012,12,Plastics & Rubber,Vessel,Import,8369738.0,4821.36,10629.27
2012,12,Precious Metals & Stones,Air,Export,30132904.0,17.07,37.63
2012,12,Precious Metals & Stones,Air,Import,284315265.0,51.52,113.58
2012,12,Precious Metals & Stones,Other/Unknown,Export,8926093.0,,
2012,12,Precious Metals & Stones,Other/Unknown,Import,24100.0,0.0,0.0
2012,12,Precious Metals & Stones,Rail,Export,37919.0,,
2012,12,Precious Metals & Stones,Truck,Export,17613132.0,,
2012,12,Precious Metals & Stones,Truck,Import,396463190.0,362.05,798.18
2012,12,Precious Metals & Stones,Vessel,Export,29272.0,19.86,43.78
2012,12,Precious Metals & Stones,Vessel,Import,18948.0,20.4,44.97
2012,12,"Pulp, Paper & Paperboard",Air,Export,3690729.0,251.3,554.02
2012,12,"Pulp, Paper & Paperboard",Air,Import,9797216.0,31.06,68.48
2012,12,"Pulp, Paper & Paperboard",Foreign Trade Zones (FTZs),Import,561797.0,106.89,235.65
2012,12,"Pulp, Paper & Paperboard",Other/Unknown,Export,107222.0,,
2012,12,"Pulp, Paper & Paperboard",Rail,Export,87803756.0,,
2012,12,"Pulp, Paper & Paperboard",Rail,Import,1969988.0,3009.47,6634.74
2012,12,"Pulp, Paper & Paperboard",Truck,Export,248678588.0,,
2012,12,"Pulp, Paper & Paperboard",Truck,Import,79485682.0,42073.97,92757.12
2012,12,"Pulp, Paper & Paperboard",Vessel,Export,17681030.0,25811.85,56905.32
2012,12,"Pulp, Paper & Paperboard",Vessel,Import,678029.0,247.64,545.95
2012,12,"Raw Hides, Skins & Leather",Air,Export,871732.0,22.53,49.67
2012,12,"Raw Hides, Skins & Leather",Air,Import,1982535.0,81.98,180.73
2012,12,"Raw Hides, Skins & Leather",Other/Unknown,Export,82892.0,,
2012,12,"Raw Hides, Skins & Leather",Rail,Export,620119.0,,
2012,12,"Raw Hides, Skins & Leather",Truck,Export,34290630.0,,
2012,12,"Raw Hides, Skins & Leather",Truck,Import,19885421.0,1637.37,3609.78
2012,12,"Raw Hides, Skins & Leather",Vessel,Export,371931.0,29.13,64.22
2012,12,"Raw Hides, Skins & Leather",Vessel,Import,212926.0,22.02,48.55
2012,12,Special Classification Provisions,Air,Export,45914.0,1.21,2.67
2012,12,Special Classification Provisions,Air,Import,47309109.0,186.18,410.46
2012,12,Special Classification Provisions,Foreign Trade Zones (FTZs),Import,11538611.0,15942.69,35147.57
2012,12,Special Classification Provisions,Other/Unknown,Export,486168719.0,,
2012,12,Special Classification Provisions,Other/Unknown,Import,97081368.0,0.01,0.02
2012,12,Special Classification Provisions,Rail,Import,2604925.0,714.33,1574.83
2012,12,Special Classification Provisions,Truck,Export,19217458.0,,
2012,12,Special Classification Provisions,Truck,Import,405437738.0,54779.14,120767.19
2012,12,Special Classification Provisions,Vessel,Import,17889431.0,900.84,1986.01
2012,12,"Stone, Ceramic & Glass Products",Air,Export,1325649.0,130.54,287.79
2012,12,"Stone, Ceramic & Glass Products",Air,Import,707683.0,28.86,63.63
2012,12,"Stone, Ceramic & Glass Products",Foreign Trade Zones (FTZs),Import,674799.0,298.29,657.62
2012,12,"Stone, Ceramic & Glass Products",Other/Unknown,Export,71393.0,,
2012,12,"Stone, Ceramic & Glass Products",Rail,Export,4856868.0,,
2012,12,"Stone, Ceramic & Glass Products",Rail,Import,7797462.0,12442.09,27430.08
2012,12,"Stone, Ceramic & Glass Products",Truck,Export,68259522.0,,
2012,12,"Stone, Ceramic & Glass Products",Truck,Import,148931932.0,169848.73,374451.91
2012,12,"Stone, Ceramic & Glass Products",Vessel,Export,135033.0,37.29,82.21
2012,12,"Stone, Ceramic & Glass Products",Vessel,Import,1507178.0,3050.67,6725.57
2012,12,Textiles & Apparel,Air,Export,3084401.0,97.14,214.16
2012,12,Textiles & Apparel,Air,Import,3793728.0,115.66,254.99
2012,12,Textiles & Apparel,Other/Unknown,Export,1605187.0,,
2012,12,Textiles & Apparel,Rail,Export,190971.0,,
2012,12,Textiles & Apparel,Rail,Import,936010.0,328.82,724.92
2012,12,Textiles & Apparel,Truck,Export,308932355.0,,
2012,12,Textiles & Apparel,Truck,Import,324032303.0,34742.41,76593.81
2012,12,Textiles & Apparel,Vessel,Export,12356737.0,3077.39,6784.48
2012,12,Textiles & Apparel,Vessel,Import,30724721.0,3848.15,8483.71
2012,12,Transportation Equipment,Air,Export,85568160.0,357.29,787.69
2012,12,Transportation Equipment,Air,Import,8821026.0,520.38,1147.24
2012,12,Transportation Equipment,Foreign Trade Zones (FTZs),Import,19520385.0,2048.1,4515.28
2012,12,Transportation Equipment,Other/Unknown,Export,356164883.0,,
2012,12,Transportation Equipment,Other/Unknown,Import,97642.0,1.87,4.12
2012,12,Transportation Equipment,Rail,Export,577482815.0,,
2012,12,Transportation Equipment,Rail,Import,2473860685.0,305430.71,673358.65
2012,12,Transportation Equipment,Truck,Export,983617705.0,,
2012,12,Transportation Equipment,Truck,Import,1627892978.0,320688.06,706995.31
2012,12,Transportation Equipment,Vessel,Export,29366428.0,2513.86,5542.11
2012,12,Transportation Equipment,Vessel,Import,163407066.0,16006.26,35287.72
2012,12,Vegetable Products,Air,Export,283924.0,4.25,9.37
2012,12,Vegetable Products,Air,Import,1755108.0,288.4,635.81
2012,12,Vegetable Products,Other/Unknown,Export,407690.0,,
2012,12,Vegetable Products,Rail,Export,225248230.0,,
2012,12,Vegetable Products,Rail,Import,3682719.0,3318.66,7316.38
2012,12,Vegetable Products,Truck,Export,152880409.0,,
2012,12,Vegetable Products,Truck,Import,724336996.0,735701.6,1621942.46
2012,12,Vegetable Products,Vessel,Export,187473913.0,521485.37,1149677.08
2012,12,Vegetable Products,Vessel,Import,38987607.0,71314.33,157221.0
2012,12,Wood & Wood Products,Air,Export,113454.0,7.27,16.03
2012,12,Wood & Wood Products,Air,Import,18621.0,2.24,4.94
2012,12,Wood & Wood Products,Other/Unknown,Export,43998.0,,
2012,12,Wood & Wood Products,Rail,Export,9606171.0,,
2012,12,Wood & Wood Products,Truck,Export,32627789.0,,
2012,12,Wood & Wood Products,Truck,Import,18881494.0,20383.63,44938.16
2012,12,Wood & Wood Products,Vessel,Export,644717.0,1012.08,2231.25
2012,12,Wood & Wood Products,Vessel,Import,276850.0,175.52,386.95
2012,12,Works of Art & Antiques,Air,Export,4625093.0,5.48,12.08
2012,12,Works of Art & Antiques,Air,Import,730007.0,4.8,10.58
2012,12,Works of Art & Antiques,Truck,Export,709647.0,,
2012,12,Works of Art & Antiques,Truck,Import,134453.0,15.16,33.42
2012,12,Works of Art & Antiques,Vessel,Export,16161.0,5.11,11.27
2012,12,Works of Art & Antiques,Vessel,Import,19196.0,11.02,24.29
2013,1,Animal or Vegetable Fats & Oils,Other/Unknown,Export,12596.0,,
2013,1,Animal or Vegetable Fats & Oils,Rail,Export,52617680.0,,
2013,1,Animal or Vegetable Fats & Oils,Rail,Import,4442366.0,3242.95,7149.47
2013,1,Animal or Vegetable Fats & Oils,Truck,Export,12378158.0,,
2013,1,Animal or Vegetable Fats & Oils,Truck,Import,5163844.0,2965.57,6537.95
2013,1,Animal or Vegetable Fats & Oils,Vessel,Export,9820293.0,13338.0,29405.22
2013,1,Animal or Vegetable Fats & Oils,Vessel,Import,86214.0,38.64,85.19
2013,1,Arms & Ammunition,Air,Export,346802.0,3.34,7.36
2013,1,Arms & Ammunition,Truck,Export,1603517.0,,
2013,1,Arms & Ammunition,Truck,Import,6455385.0,394.91,870.63
2013,1,Arms & Ammunition,Vessel,Import,36444.0,4.85,10.69
2013,1,Base Metals & Articles,Air,Export,13922073.0,491.11,1082.71
2013,1,Base Metals & Articles,Air,Import,4154206.0,113.5,250.22
2013,1,Base Metals & Articles,Foreign Trade Zones (FTZs),Import,4684847.0,573.29,1263.89
2013,1,Base Metals & Articles,Other/Unknown,Export,1699723.0,,
2013,1,Base Metals & Articles,Rail,Export,238999287.0,,
2013,1,Base Metals & Articles,Rail,Import,161015910.0,143499.0,316360.77
2013,1,Base Metals & Articles,Truck,Export,1127241794.0,,
2013,1,Base Metals & Articles,Truck,Import,571874141.0,239626.24,528284.8
2013,1,Base Metals & Articles,Vessel,Export,27632249.0,46764.29,103097.49
2013,1,Base Metals & Articles,Vessel,Import,40189055.0,32759.02,72221.19
2013,1,Chemical Products,Air,Export,114869388.0,643.88,1419.51
2013,1,Chemical Products,Air,Import,6941101.0,46.28,102.03
2013,1,Chemical Products,Foreign Trade Zones (FTZs),Import,5824296.0,298.29,657.62
2013,1,Chemical Products,Other/Unknown,Export,6001617.0,,
2013,1,Chemical Products,Rail,Export,157464095.0,,
2013,1,Chemical Products,Rail,Import,32072670.0,72759.49,160407.03
2013,1,Chemical Products,Truck,Export,623630974.0,,
2013,1,Chemical Products,Truck,Import,216244380.0,97378.7,214683.03
2013,1,Chemical Products,Vessel,Export,445425313.0,431369.62,951006.09
2013,1,Chemical Products,Vessel,Import,33373663.0,40714.6,89760.22
2013,1,"Foodstuffs, Beverages & Tobacco",Air,Export,525714.0,72.07,158.89
2013,1,"Foodstuffs, Beverages & Tobacco",Air,Import,527344.0,39.38,86.82
2013,1,"Foodstuffs, Beverages & Tobacco",Foreign Trade Zones (FTZs),Import,917332.0,166.62,367.33
2013,1,"Foodstuffs, Beverages & Tobacco",Other/Unknown,Export,15775888.0,,
2013,1,"Foodstuffs, Beverages & Tobacco",Rail,Export,135915556.0,,
2013,1,"Foodstuffs, Beverages & Tobacco",Rail,Import,123598865.0,174160.96,383958.74
2013,1,"Foodstuffs, Beverages & Tobacco",Truck,Export,251725081.0,,
2013,1,"Foodstuffs, Beverages & Tobacco",Truck,Import,362112572.0,296640.12,653978.74
2013,1,"Foodstuffs, Beverages & Tobacco",Vessel,Export,30869343.0,41113.58,90639.82
2013,1,"Foodstuffs, Beverages & Tobacco",Vessel,Import,45561929.0,63245.45,139432.18
2013,1,"Footwear, Headgear & Umbrellas",Air,Export,98924.0,5.88,12.96
2013,1,"Footwear, Headgear & Umbrellas",Air,Import,424154.0,16.2,35.71
2013,1,"Footwear, Headgear & Umbrellas",Other/Unknown,Export,886261.0,,
2013,1,"Footwear, Headgear & Umbrellas",Rail,Export,34380.0,,
2013,1,"Footwear, Headgear & Umbrellas",Rail,Import,71848.0,8.94,19.71
2013,1,"Footwear, Headgear & Umbrellas",Truck,Export,11237500.0,,
2013,1,"Footwear, Headgear & Umbrellas",Truck,Import,34525786.0,1950.04,4299.1
2013,1,"Footwear, Headgear & Umbrellas",Vessel,Export,158919.0,35.87,79.08
2013,1,"Footwear, Headgear & Umbrellas",Vessel,Import,52204.0,4.35,9.59
2013,1,Live Animals & Animal Products,Air,Export,2495188.0,34.5,76.06
2013,1,Live Animals & Animal Products,Air,Import,7141409.0,1053.9,2323.45
2013,1,Live Animals & Animal Products,Other/Unknown,Export,101158.0,,
2013,1,Live Animals & Animal Products,Rail,Export,24532921.0,,
2013,1,Live Animals & Animal Products,Truck,Export,342869316.0,,
2013,1,Live Animals & Animal Products,Truck,Import,133694431.0,37290.54,82211.47
2013,1,Live Animals & Animal Products,Vessel,Export,248244.0,148.9,328.27
2013,1,Live Animals & Animal Products,Vessel,Import,5915598.0,1277.28,2815.92
2013,1,Machinery & Electrical Equipment,Air,Export,303391633.0,1603.6,3535.33
2013,1,Machinery & Electrical Equipment,Air,Import,199937850.0,1493.19,3291.92
2013,1,Machinery & Electrical Equipment,Foreign Trade Zones (FTZs),Import,118868174.0,3076.28,6782.03
2013,1,Machinery & Electrical Equipment,Mail (U.S. Postal Service),Export,3950.0,,
2013,1,Machinery & Electrical Equipment,Other/Unknown,Export,11130168.0,,
2013,1,Machinery & Electrical Equipment,Other/Unknown,Import,17291.0,0.15,0.33
2013,1,Machinery & Electrical Equipment,Rail,Export,227829238.0,,
2013,1,Machinery & Electrical Equipment,Rail,Import,219289014.0,33597.75,74070.27
2013,1,Machinery & Electrical Equipment,Truck,Export,5376717410.0,,
2013,1,Machinery & Electrical Equipment,Truck,Import,6850503866.0,539184.57,1188697.09
2013,1,Machinery & Electrical Equipment,Vessel,Export,81387215.0,13464.83,29684.83
2013,1,Machinery & Electrical Equipment,Vessel,Import,10720453.0,1079.81,2380.57
2013,1,Mineral Products,Air,Export,51352.0,90.38,199.25
2013,1,Mineral Products,Air,Import,2292.0,5.7,12.57
2013,1,Mineral Products,Other/Unknown,Export,537956.0,,
2013,1,Mineral Products,Pipeline,Export,268003628.0,,
2013,1,Mineral Products,Pipeline,Import,17772993.0,33748.7,74403.06
2013,1,Mineral Products,Rail,Export,163453129.0,,
2013,1,Mineral Products,Rail,Import,14667646.0,58371.59,128687.17
2013,1,Mineral Products,Truck,Export,179379673.0,,
2013,1,Mineral Products,Truck,Import,59407095.0,128228.19,282694.43
2013,1,Mineral Products,Vessel,Export,1226880579.0,1852566.85,4084205.93
2013,1,Mineral Products,Vessel,Import,3269797552.0,6064024.93,13368870.64
2013,1,Miscellaneous Manufactured Articles,Air,Export,1507441.0,56.51,124.58
2013,1,Miscellaneous Manufactured Articles,Air,Import,1622453.0,58.32,128.57
2013,1,Miscellaneous Manufactured Articles,Foreign Trade Zones (FTZs),Import,36230715.0,3771.58,8314.9
2013,1,Miscellaneous Manufactured Articles,Other/Unknown,Export,701591.0,,
2013,1,Miscellaneous Manufactured Articles,Rail,Export,816136.0,,
2013,1,Miscellaneous Manufactured Articles,Rail,Import,3148714.0,446.57,984.52
2013,1,Miscellaneous Manufactured Articles,Truck,Export,215181767.0,,
2013,1,Miscellaneous Manufactured Articles,Truck,Import,740532449.0,112117.82,247177.19
2013,1,Miscellaneous Manufactured Articles,Vessel,Export,1110766.0,187.02,412.31
2013,1,Miscellaneous Manufactured Articles,Vessel,Import,4023966.0,469.18,1034.36
2013,1,"Optical, Medical & Precision Instruments",Air,Export,56136391.0,276.18,608.87
2013,1,"Optical, Medical & Precision Instruments",Air,Import,22694099.0,186.36,410.85
2013,1,"Optical, Medical & Precision Instruments",Foreign Trade Zones (FTZs),Import,18011155.0,298.71,658.54
2013,1,"Optical, Medical & Precision Instruments",Mail (U.S. Postal Service),Export,6000.0,,
2013,1,"Optical, Medical & Precision Instruments",Other/Unknown,Export,682338.0,,
2013,1,"Optical, Medical & Precision Instruments",Rail,Export,17624288.0,,
2013,1,"Optical, Medical & Precision Instruments",Rail,Import,14595416.0,2367.9,5220.32
2013,1,"Optical, Medical & Precision Instruments",Truck,Export,393643323.0,,
2013,1,"Optical, Medical & Precision Instruments",Truck,Import,800493285.0,32521.84,71698.3
2013,1,"Optical, Medical & Precision Instruments",Vessel,Export,5409137.0,119.18,262.75
2013,1,"Optical, Medical & Precision Instruments",Vessel,Import,1093827.0,55.67,122.73
2013,1,Plastics & Rubber,Air,Export,4456514.0,169.65,374.01
2013,1,Plastics & Rubber,Air,Import,2360968.0,102.09,225.07
2013,1,Plastics & Rubber,Foreign Trade Zones (FTZs),Import,1682826.0,57.07,125.82
2013,1,Plastics & Rubber,Other/Unknown,Export,715440.0,,
2013,1,Plastics & Rubber,Rail,Export,222488469.0,,
2013,1,Plastics & Rubber,Rail,Import,53764105.0,30994.48,68331.05
2013,1,Plastics & Rubber,Truck,Export,1261476599.0,,
2013,1,Plastics & Rubber,Truck,Import,391910792.0,107775.51,237604.04
2013,1,Plastics & Rubber,Vessel,Export,9525168.0,5000.79,11024.84
2013,1,Plastics & Rubber,Vessel,Import,13897144.0,7735.35,17053.51
2013,1,Precious Metals & Stones,Air,Export,43710264.0,21.98,48.46
2013,1,Precious Metals & Stones,Air,Import,290236626.0,32.34,71.3
2013,1,Precious Metals & Stones,Foreign Trade Zones (FTZs),Import,9506.0,0.02,0.04
2013,1,Precious Metals & Stones,Mail (U.S. Postal Service),Export,2596.0,,
2013,1,Precious Metals & Stones,Other/Unknown,Export,5862530.0,,
2013,1,Precious Metals & Stones,Other/Unknown,Import,105579.0,0.14,0.31
2013,1,Precious Metals & Stones,Rail,Export,46933.0,,
2013,1,Precious Metals & Stones,Truck,Export,29029928.0,,
2013,1,Precious Metals & Stones,Truck,Import,459036772.0,531.42,1171.58
2013,1,Precious Metals & Stones,Vessel,Export,134871.0,0.46,1.01
2013,1,"Pulp, Paper & Paperboard",Air,Export,1981851.0,163.22,359.84
2013,1,"Pulp, Paper & Paperboard",Air,Import,938151.0,19.81,43.67
2013,1,"Pulp, Paper & Paperboard",Foreign Trade Zones (FTZs),Import,555513.0,116.79,257.48
2013,1,"Pulp, Paper & Paperboard",Other/Unknown,Export,144935.0,,
2013,1,"Pulp, Paper & Paperboard",Rail,Export,120747476.0,,
2013,1,"Pulp, Paper & Paperboard",Rail,Import,1444441.0,2028.77,4472.67
2013,1,"Pulp, Paper & Paperboard",Truck,Export,323839120.0,,
2013,1,"Pulp, Paper & Paperboard",Truck,Import,94234529.0,49472.46,109067.97
2013,1,"Pulp, Paper & Paperboard",Vessel,Export,24244238.0,39347.06,86745.32
2013,1,"Pulp, Paper & Paperboard",Vessel,Import,871453.0,416.36,917.92
2013,1,"Raw Hides, Skins & Leather",Air,Export,806627.0,14.82,32.67
2013,1,"Raw Hides, Skins & Leather",Air,Import,612555.0,15.61,34.41
2013,1,"Raw Hides, Skins & Leather",Foreign Trade Zones (FTZs),Import,41801.0,9.31,20.53
2013,1,"Raw Hides, Skins & Leather",Other/Unknown,Export,30683.0,,
2013,1,"Raw Hides, Skins & Leather",Other/Unknown,Import,18500.0,0.01,0.02
2013,1,"Raw Hides, Skins & Leather",Rail,Export,1293122.0,,
2013,1,"Raw Hides, Skins & Leather",Truck,Export,46467394.0,,
2013,1,"Raw Hides, Skins & Leather",Truck,Import,18615525.0,1824.09,4021.43
2013,1,"Raw Hides, Skins & Leather",Vessel,Export,178885.0,13.88,30.6
2013,1,"Raw Hides, Skins & Leather",Vessel,Import,288827.0,39.19,86.4
2013,1,Special Classification Provisions,Air,Export,203547.0,6.19,13.65
2013,1,Special Classification Provisions,Air,Import,52639148.0,165.14,364.07
2013,1,Special Classification Provisions,Foreign Trade Zones (FTZs),Import,10625976.0,4376.25,9647.97
2013,1,Special Classification Provisions,Other/Unknown,Export,533276354.0,,
2013,1,Special Classification Provisions,Other/Unknown,Import,150653040.0,23.59,52.01
2013,1,Special Classification Provisions,Rail,Import,1004341.0,295.19,650.78
2013,1,Special Classification Provisions,Truck,Export,14268979.0,,
2013,1,Special Classification Provisions,Truck,Import,410082664.0,60762.0,133957.12
2013,1,Special Classification Provisions,Vessel,Export,445817.0,40.02,88.23
2013,1,Special Classification Provisions,Vessel,Import,3786256.0,2219.21,4892.51
2013,1,"Stone, Ceramic & Glass Products",Air,Export,1531425.0,104.49,230.36
2013,1,"Stone, Ceramic & Glass Products",Air,Import,462610.0,25.6,56.44
2013,1,"Stone, Ceramic & Glass Products",Foreign Trade Zones (FTZs),Import,853970.0,350.88,773.56
2013,1,"Stone, Ceramic & Glass Products",Other/Unknown,Export,62285.0,,
2013,1,"Stone, Ceramic & Glass Products",Rail,Export,5532763.0,,
2013,1,"Stone, Ceramic & Glass Products",Rail,Import,11090876.0,17802.21,39247.11
2013,1,"Stone, Ceramic & Glass Products",Truck,Export,82570392.0,,
2013,1,"Stone, Ceramic & Glass Products",Truck,Import,180253328.0,204535.85,450923.83
2013,1,"Stone, Ceramic & Glass Products",Vessel,Export,2213501.0,4688.78,10336.98
2013,1,"Stone, Ceramic & Glass Products",Vessel,Import,1922946.0,4050.03,8928.78
2013,1,Textiles & Apparel,Air,Export,3932589.0,116.63,257.12
2013,1,Textiles & Apparel,Air,Import,3370186.0,91.43,201.57
2013,1,Textiles & Apparel,Foreign Trade Zones (FTZs),Import,4056.0,0.08,0.18
2013,1,Textiles & Apparel,Other/Unknown,Export,3969201.0,,
2013,1,Textiles & Apparel,Rail,Export,559977.0,,
2013,1,Textiles & Apparel,Rail,Import,1094193.0,292.14,644.06
2013,1,Textiles & Apparel,Truck,Export,406062224.0,,
2013,1,Textiles & Apparel,Truck,Import,370797808.0,41617.15,91750.0
2013,1,Textiles & Apparel,Vessel,Export,18776441.0,4649.46,10250.29
2013,1,Textiles & Apparel,Vessel,Import,29292049.0,3657.23,8062.8
2013,1,Transportation Equipment,Air,Export,47903057.0,401.08,884.23
2013,1,Transportation Equipment,Air,Import,6011972.0,212.66,468.83
2013,1,Transportation Equipment,Foreign Trade Zones (FTZs),Import,21267392.0,2277.85,5021.79
2013,1,Transportation Equipment,Other/Unknown,Export,40588494.0,,
2013,1,Transportation Equipment,Other/Unknown,Import,538977.0,56.79,125.2
2013,1,Transportation Equipment,Rail,Export,494016961.0,,
2013,1,Transportation Equipment,Rail,Import,1926741916.0,229171.82,505236.78
2013,1,Transportation Equipment,Truck,Export,1317699615.0,,
2013,1,Transportation Equipment,Truck,Import,1788143487.0,314147.19,692575.18
2013,1,Transportation Equipment,Vessel,Export,18262952.0,2056.42,4533.62
2013,1,Transportation Equipment,Vessel,Import,115929939.0,11242.28,24784.96
2013,1,Vegetable Products,Air,Export,712990.0,25.64,56.53
2013,1,Vegetable Products,Air,Import,2943350.0,356.38,785.68
2013,1,Vegetable Products,Other/Unknown,Export,177004.0,,
2013,1,Vegetable Products,Rail,Export,241461803.0,,
2013,1,Vegetable Products,Rail,Import,3287577.0,2449.58,5400.39
2013,1,Vegetable Products,Truck,Export,153834571.0,,
2013,1,Vegetable Products,Truck,Import,871059664.0,855910.67,1886957.78
2013,1,Vegetable Products,Vessel,Export,181674042.0,520890.05,1148364.62
2013,1,Vegetable Products,Vessel,Import,25996961.0,29915.47,65952.24
2013,1,Wood & Wood Products,Air,Export,94438.0,9.04,19.93
2013,1,Wood & Wood Products,Air,Import,9007.0,0.74,1.63
2013,1,Wood & Wood Products,Foreign Trade Zones (FTZs),Import,16894.0,8.71,19.2
2013,1,Wood & Wood Products,Other/Unknown,Export,21041.0,,
2013,1,Wood & Wood Products,Rail,Export,8707738.0,,
2013,1,Wood & Wood Products,Truck,Export,43443190.0,,
2013,1,Wood & Wood Products,Truck,Import,20865379.0,20879.26,46030.83
2013,1,Wood & Wood Products,Vessel,Export,406835.0,527.91,1163.84
2013,1,Wood & Wood Products,Vessel,Import,155814.0,87.98,193.96
2013,1,Works of Art & Antiques,Air,Export,2987222.0,9.11,20.08
2013,1,Works of Art & Antiques,Air,Import,2595734.0,6.29,13.87
2013,1,Works of Art & Antiques,Other/Unknown,Import,7000.0,0.04,0.09
2013,1,Works of Art & Antiques,Truck,Export,248123.0,,
2013,1,Works of Art & Antiques,Truck,Import,1012941.0,60.21,132.74
2013,1,Works of Art & Antiques,Vessel,Export,7190.0,0.49,1.08
2013,2,Animal or Vegetable Fats & Oils,Air,Export,56231.0,20.57,45.35
2013,2,Animal or Vegetable Fats & Oils,Other/Unknown,Export,7455.0,,
2013,2,Animal or Vegetable Fats & Oils,Rail,Export,43996304.0,,
2013,2,Animal or Vegetable Fats & Oils,Rail,Import,4760776.0,3469.27,7648.42
