Year,Month,CommodityGroup,Mode,TradeType,TradeValue,Weight,WeightLb
2019,7,Machinery & Electrical Equipment,Truck,Export,6550236643.0,,
2019,7,Machinery & Electrical Equipment,Truck,Import,9997595840.0,719796.66,1586878.11
2019,7,Machinery & Electrical Equipment,Vessel,Export,14480077.0,1431.51,3155.94
2019,7,Machinery & Electrical Equipment,Vessel,Import,70312302.0,11406.7,25147.44
2019,7,Mineral Products,Air,Export,86220.0,33.31,73.44
2019,7,Mineral Products,Other/Unknown,Export,715485.0,,
2019,7,Mineral Products,Pipeline,Export,440783388.0,,
2019,7,Mineral Products,Pipeline,Import,11003288.0,30548.75,67348.39
2019,7,Mineral Products,Rail,Export,501593532.0,,
2019,7,Mineral Products,Rail,Import,32897181.0,117145.69,258261.73
2019,7,Mineral Products,Truck,Export,343414392.0,,
2019,7,Mineral Products,Truck,Import,17319064.0,545718.05,1203100.93
2019,7,Mineral Products,Vessel,Export,1887948555.0,4355931.63,9603173.99
2019,7,Mineral Products,Vessel,Import,1192175832.0,4442549.63,9794133.77
2019,7,Miscellaneous Manufactured Articles,Air,Export,2224491.0,87.12,192.07
2019,7,Miscellaneous Manufactured Articles,Air,Import,2018612.0,97.89,215.81
2019,7,Miscellaneous Manufactured Articles,Foreign Trade Zones (FTZs),Import,36634334.0,5906.74,13022.12
2019,7,Miscellaneous Manufactured Articles,Other/Unknown,Export,56702.0,,
2019,7,Miscellaneous Manufactured Articles,Other/Unknown,Import,42186.0,2.22,4.89
2019,7,Miscellaneous Manufactured Articles,Rail,Export,1092603.0,,
2019,7,Miscellaneous Manufactured Articles,Rail,Import,6438150.0,935.76,2063.0
2019,7,Miscellaneous Manufactured Articles,Truck,Export,246300909.0,,
2019,7,Miscellaneous Manufactured Articles,Truck,Import,970624604.0,151702.75,334446.92
2019,7,Miscellaneous Manufactured Articles,Vessel,Export,1537038.0,302.15,666.13
2019,7,Miscellaneous Manufactured Articles,Vessel,Import,2663815.0,499.25,1100.66
2019,7,"Optical, Medical & Precision Instruments",Air,Export,59778091.0,266.76,588.1
2019,7,"Optical, Medical & Precision Instruments",Air,Import,40769254.0,283.5,625.01
2019,7,"Optical, Medical & Precision Instruments",Foreign Trade Zones (FTZs),Import,23008191.0,496.21,1093.95
2019,7,"Optical, Medical & Precision Instruments",Mail (U.S. Postal Service),Export,117018.0,,
2019,7,"Optical, Medical & Precision Instruments",Other/Unknown,Export,1293552.0,,
2019,7,"Optical, Medical & Precision Instruments",Other/Unknown,Import,12053.0,0.14,0.31
2019,7,"Optical, Medical & Precision Instruments",Rail,Export,12292662.0,,
2019,7,"Optical, Medical & Precision Instruments",Rail,Import,13719042.0,1022.49,2254.2
2019,7,"Optical, Medical & Precision Instruments",Truck,Export,564050829.0,,
2019,7,"Optical, Medical & Precision Instruments",Truck,Import,1341517505.0,46819.95,103220.2
2019,7,"Optical, Medical & Precision Instruments",Vessel,Export,4557760.0,120.63,265.94
2019,7,"Optical, Medical & Precision Instruments",Vessel,Import,3408589.0,116.93,257.79
2019,7,Plastics & Rubber,Air,Export,8093299.0,159.89,352.5
2019,7,Plastics & Rubber,Air,Import,4833519.0,185.58,409.13
2019,7,Plastics & Rubber,Foreign Trade Zones (FTZs),Import,2460301.0,227.74,502.08
2019,7,Plastics & Rubber,Mail (U.S. Postal Service),Export,3083.0,,
2019,7,Plastics & Rubber,Other/Unknown,Export,914398.0,,
2019,7,Plastics & Rubber,Other/Unknown,Import,5282.0,0.13,0.29
2019,7,Plastics & Rubber,Rail,Export,226887440.0,,
2019,7,Plastics & Rubber,Rail,Import,76359075.0,46488.49,102489.45
2019,7,Plastics & Rubber,Truck,Export,1520055213.0,,
2019,7,Plastics & Rubber,Truck,Import,612421328.0,175164.37,386170.87
2019,7,Plastics & Rubber,Vessel,Export,8279701.0,3341.88,7367.58
2019,7,Plastics & Rubber,Vessel,Import,21237407.0,17797.99,39237.8
2019,7,Precious Metals & Stones,Air,Export,26880803.0,14.14,31.17
2019,7,Precious Metals & Stones,Air,Import,199960394.0,13.27,29.26
2019,7,Precious Metals & Stones,Mail (U.S. Postal Service),Export,62960.0,,
2019,7,Precious Metals & Stones,Other/Unknown,Export,4548851.0,,
2019,7,Precious Metals & Stones,Other/Unknown,Import,203365.0,0.0,0.0
2019,7,Precious Metals & Stones,Truck,Export,16113062.0,,
2019,7,Precious Metals & Stones,Truck,Import,217284160.0,423.87,934.47
2019,7,Precious Metals & Stones,Vessel,Export,5615.0,0.94,2.07
2019,7,Precious Metals & Stones,Vessel,Import,3083.0,0.1,0.22
2019,7,"Pulp, Paper & Paperboard",Air,Export,1638183.0,113.57,250.38
2019,7,"Pulp, Paper & Paperboard",Air,Import,3467002.0,19.47,42.92
2019,7,"Pulp, Paper & Paperboard",Foreign Trade Zones (FTZs),Import,8140.0,1.04,2.29
2019,7,"Pulp, Paper & Paperboard",Other/Unknown,Export,312475.0,,
2019,7,"Pulp, Paper & Paperboard",Rail,Export,95229725.0,,
2019,7,"Pulp, Paper & Paperboard",Rail,Import,2539931.0,3531.48,7785.57
2019,7,"Pulp, Paper & Paperboard",Truck,Export,316636460.0,,
2019,7,"Pulp, Paper & Paperboard",Truck,Import,120897682.0,56860.62,125356.06
2019,7,"Pulp, Paper & Paperboard",Vessel,Export,14177338.0,31038.96,68429.11
2019,7,"Pulp, Paper & Paperboard",Vessel,Import,628784.0,487.36,1074.44
2019,7,"Raw Hides, Skins & Leather",Air,Export,458912.0,6.84,15.08
2019,7,"Raw Hides, Skins & Leather",Air,Import,633032.0,10.29,22.69
2019,7,"Raw Hides, Skins & Leather",Foreign Trade Zones (FTZs),Import,2419437.0,113.18,249.52
2019,7,"Raw Hides, Skins & Leather",Other/Unknown,Export,20526.0,,
2019,7,"Raw Hides, Skins & Leather",Rail,Export,246798.0,,
2019,7,"Raw Hides, Skins & Leather",Rail,Import,1157179.0,211.45,466.17
2019,7,"Raw Hides, Skins & Leather",Truck,Export,49958355.0,,
2019,7,"Raw Hides, Skins & Leather",Truck,Import,21410190.0,1489.94,3284.75
2019,7,"Raw Hides, Skins & Leather",Vessel,Export,475537.0,55.99,123.44
2019,7,"Raw Hides, Skins & Leather",Vessel,Import,34500.0,4.93,10.87
2019,7,Special Classification Provisions,Air,Import,68023767.0,232.76,513.15
2019,7,Special Classification Provisions,Foreign Trade Zones (FTZs),Import,4408922.0,580.67,1280.16
2019,7,Special Classification Provisions,Other/Unknown,Export,624216753.0,,
2019,7,Special Classification Provisions,Other/Unknown,Import,223560511.0,34.44,75.93
2019,7,Special Classification Provisions,Rail,Export,69880.0,,
2019,7,Special Classification Provisions,Rail,Import,2419191.0,1419.78,3130.08
2019,7,Special Classification Provisions,Truck,Export,13157901.0,,
2019,7,Special Classification Provisions,Truck,Import,449223220.0,56572.71,124721.33
2019,7,Special Classification Provisions,Vessel,Import,10105001.0,6076.61,13396.62
2019,7,"Stone, Ceramic & Glass Products",Air,Export,3240784.0,34.53,76.13
2019,7,"Stone, Ceramic & Glass Products",Air,Import,1923224.0,108.7,239.64
2019,7,"Stone, Ceramic & Glass Products",Foreign Trade Zones (FTZs),Import,8096.0,2.21,4.87
2019,7,"Stone, Ceramic & Glass Products",Other/Unknown,Export,51383.0,,
2019,7,"Stone, Ceramic & Glass Products",Other/Unknown,Import,9252.0,3.91,8.62
2019,7,"Stone, Ceramic & Glass Products",Rail,Export,7209470.0,,
2019,7,"Stone, Ceramic & Glass Products",Rail,Import,13378544.0,10228.45,22549.85
2019,7,"Stone, Ceramic & Glass Products",Truck,Export,126306981.0,,
2019,7,"Stone, Ceramic & Glass Products",Truck,Import,259722418.0,258104.79,569022.98
2019,7,"Stone, Ceramic & Glass Products",Vessel,Export,472983.0,181.6,400.36
2019,7,"Stone, Ceramic & Glass Products",Vessel,Import,8606630.0,14233.55,31379.57
2019,7,Textiles & Apparel,Air,Export,2872081.0,159.23,351.04
2019,7,Textiles & Apparel,Air,Import,4464547.0,105.73,233.09
2019,7,Textiles & Apparel,Foreign Trade Zones (FTZs),Import,132250.0,12.78,28.18
2019,7,Textiles & Apparel,Other/Unknown,Export,102176.0,,
2019,7,Textiles & Apparel,Other/Unknown,Import,3091.0,0.14,0.31
2019,7,Textiles & Apparel,Rail,Export,1335100.0,,
2019,7,Textiles & Apparel,Rail,Import,584592.0,250.24,551.68
2019,7,Textiles & Apparel,Truck,Export,443852641.0,,
2019,7,Textiles & Apparel,Truck,Import,426793679.0,44474.75,98049.92
2019,7,Textiles & Apparel,Vessel,Export,5565526.0,1030.08,2270.93
2019,7,Textiles & Apparel,Vessel,Import,30289020.0,3712.1,8183.77
2019,7,Transportation Equipment,Air,Export,142617972.0,812.51,1791.28
2019,7,Transportation Equipment,Air,Import,7811606.0,310.16,683.78
2019,7,Transportation Equipment,Foreign Trade Zones (FTZs),Import,147114147.0,15584.82,34358.61
2019,7,Transportation Equipment,Other/Unknown,Export,64469653.0,,
2019,7,Transportation Equipment,Other/Unknown,Import,100235.0,19.58,43.17
2019,7,Transportation Equipment,Rail,Export,411742560.0,,
2019,7,Transportation Equipment,Rail,Import,3471099354.0,450697.25,993616.17
2019,7,Transportation Equipment,Truck,Export,1582197960.0,,
2019,7,Transportation Equipment,Truck,Import,4060119308.0,625593.57,1379196.1
2019,7,Transportation Equipment,Vessel,Export,66510024.0,4661.0,10275.73
2019,7,Transportation Equipment,Vessel,Import,1147217227.0,117221.74,258429.39
2019,7,Vegetable Products,Air,Export,7034011.0,138.5,305.34
2019,7,Vegetable Products,Air,Import,3645037.0,211.72,466.76
2019,7,Vegetable Products,Other/Unknown,Export,689300.0,,
2019,7,Vegetable Products,Rail,Export,376017403.0,,
2019,7,Vegetable Products,Rail,Import,1022370.0,3140.62,6923.87
2019,7,Vegetable Products,Truck,Export,208049841.0,,
2019,7,Vegetable Products,Truck,Import,824510131.0,769386.77,1696205.46
2019,7,Vegetable Products,Vessel,Export,181214320.0,876478.59,1932302.23
2019,7,Vegetable Products,Vessel,Import,37894716.0,43870.96,96718.8
2019,7,Wood & Wood Products,Air,Export,88754.0,11.2,24.69
2019,7,Wood & Wood Products,Air,Import,44403.0,1.62,3.57
2019,7,Wood & Wood Products,Other/Unknown,Export,93107.0,,
2019,7,Wood & Wood Products,Rail,Export,6374558.0,,
2019,7,Wood & Wood Products,Rail,Import,682931.0,494.71,1090.65
2019,7,Wood & Wood Products,Truck,Export,67354790.0,,
2019,7,Wood & Wood Products,Truck,Import,39550273.0,48265.46,106407.0
2019,7,Wood & Wood Products,Vessel,Export,440820.0,510.37,1125.17
2019,7,Wood & Wood Products,Vessel,Import,836322.0,913.74,2014.45
2019,7,Works of Art & Antiques,Air,Export,9001449.0,7.89,17.39
2019,7,Works of Art & Antiques,Air,Import,98240605.0,10.32,22.75
2019,7,Works of Art & Antiques,Truck,Export,96547.0,,
2019,7,Works of Art & Antiques,Truck,Import,147262.0,6.71,14.79
2019,7,Works of Art & Antiques,Vessel,Import,32000.0,0.14,0.31
2019,8,Animal or Vegetable Fats & Oils,Air,Export,16881.0,1.65,3.64
2019,8,Animal or Vegetable Fats & Oils,Air,Import,2170.0,0.01,0.02
2019,8,Animal or Vegetable Fats & Oils,Other/Unknown,Export,28246.0,,
2019,8,Animal or Vegetable Fats & Oils,Rail,Export,29479533.0,,
2019,8,Animal or Vegetable Fats & Oils,Rail,Import,2294095.0,1850.59,4079.85
2019,8,Animal or Vegetable Fats & Oils,Truck,Export,9246189.0,,
2019,8,Animal or Vegetable Fats & Oils,Truck,Import,14095550.0,7173.47,15814.78
2019,8,Animal or Vegetable Fats & Oils,Vessel,Export,227998.0,49.77,109.72
2019,8,Animal or Vegetable Fats & Oils,Vessel,Import,373318.0,278.34,613.63
2019,8,Arms & Ammunition,Air,Export,634385.0,1.79,3.95
2019,8,Arms & Ammunition,Truck,Export,792382.0,,
2019,8,Arms & Ammunition,Truck,Import,4858146.0,613.02,1351.48
2019,8,Arms & Ammunition,Vessel,Export,141272.0,5.04,11.11
2019,8,Base Metals & Articles,Air,Export,24649339.0,493.94,1088.95
2019,8,Base Metals & Articles,Air,Import,4639399.0,84.09,185.39
2019,8,Base Metals & Articles,Foreign Trade Zones (FTZs),Import,9693588.0,884.21,1949.35
2019,8,Base Metals & Articles,Other/Unknown,Export,3378649.0,,
2019,8,Base Metals & Articles,Other/Unknown,Import,3080.0,0.05,0.11
2019,8,Base Metals & Articles,Rail,Export,191483686.0,,
2019,8,Base Metals & Articles,Rail,Import,163633214.0,151592.83,334204.58
2019,8,Base Metals & Articles,Truck,Export,1378481626.0,,
2019,8,Base Metals & Articles,Truck,Import,779860374.0,291245.31,642085.24
2019,8,Base Metals & Articles,Vessel,Export,39643635.0,55054.41,121374.05
2019,8,Base Metals & Articles,Vessel,Import,98962702.0,132177.67,291401.53
2019,8,Chemical Products,Air,Export,84564115.0,522.02,1150.86
2019,8,Chemical Products,Air,Import,9134578.0,95.07,209.59
2019,8,Chemical Products,Foreign Trade Zones (FTZs),Import,1979144.0,186.33,410.79
2019,8,Chemical Products,Other/Unknown,Export,1286067.0,,
2019,8,Chemical Products,Other/Unknown,Import,66000.0,0.0,0.0
2019,8,Chemical Products,Rail,Export,152863409.0,,
2019,8,Chemical Products,Rail,Import,41277826.0,67985.04,149881.18
2019,8,Chemical Products,Truck,Export,816746654.0,,
2019,8,Chemical Products,Truck,Import,290736447.0,137423.46,302966.51
2019,8,Chemical Products,Vessel,Export,349685586.0,614362.32,1354435.46
2019,8,Chemical Products,Vessel,Import,57935859.0,54025.93,119106.65
2019,8,"Foodstuffs, Beverages & Tobacco",Air,Export,408080.0,39.61,87.32
2019,8,"Foodstuffs, Beverages & Tobacco",Air,Import,430653.0,31.1,68.56
2019,8,"Foodstuffs, Beverages & Tobacco",Foreign Trade Zones (FTZs),Import,14298520.0,1351.99,2980.62
2019,8,"Foodstuffs, Beverages & Tobacco",Other/Unknown,Export,1043941.0,,
2019,8,"Foodstuffs, Beverages & Tobacco",Rail,Export,147789162.0,,
2019,8,"Foodstuffs, Beverages & Tobacco",Rail,Import,323955108.0,360641.45,795077.35
2019,8,"Foodstuffs, Beverages & Tobacco",Truck,Export,252941136.0,,
2019,8,"Foodstuffs, Beverages & Tobacco",Truck,Import,590616051.0,405650.92,894306.13
2019,8,"Foodstuffs, Beverages & Tobacco",Vessel,Export,20177375.0,52374.25,115465.32
2019,8,"Foodstuffs, Beverages & Tobacco",Vessel,Import,96537405.0,129193.43,284822.42
2019,8,"Footwear, Headgear & Umbrellas",Air,Export,246984.0,6.92,15.26
2019,8,"Footwear, Headgear & Umbrellas",Air,Import,1133942.0,44.29,97.64
2019,8,"Footwear, Headgear & Umbrellas",Other/Unknown,Export,27131.0,,
2019,8,"Footwear, Headgear & Umbrellas",Rail,Import,123267.0,10.44,23.02
2019,8,"Footwear, Headgear & Umbrellas",Truck,Export,15216423.0,,
2019,8,"Footwear, Headgear & Umbrellas",Truck,Import,61621523.0,2522.37,5560.87
2019,8,"Footwear, Headgear & Umbrellas",Vessel,Export,401989.0,38.98,85.94
2019,8,"Footwear, Headgear & Umbrellas",Vessel,Import,170934.0,8.8,19.4
2019,8,Live Animals & Animal Products,Air,Export,2317657.0,16.27,35.87
2019,8,Live Animals & Animal Products,Air,Import,6922847.0,854.06,1882.88
2019,8,Live Animals & Animal Products,Other/Unknown,Export,12434834.0,,
2019,8,Live Animals & Animal Products,Other/Unknown,Import,26169826.0,9602.61,21170.11
2019,8,Live Animals & Animal Products,Rail,Export,3705210.0,,
2019,8,Live Animals & Animal Products,Truck,Export,423348732.0,,
2019,8,Live Animals & Animal Products,Truck,Import,166025320.0,40016.65,88221.51
2019,8,Live Animals & Animal Products,Vessel,Export,3788835.0,1762.3,3885.2
2019,8,Live Animals & Animal Products,Vessel,Import,4937685.0,839.46,1850.69
2019,8,Machinery & Electrical Equipment,Air,Export,371506105.0,1961.97,4325.4
2019,8,Machinery & Electrical Equipment,Air,Import,207702260.0,2076.71,4578.36
2019,8,Machinery & Electrical Equipment,Foreign Trade Zones (FTZs),Import,176925298.0,6154.07,13567.39
2019,8,Machinery & Electrical Equipment,Mail (U.S. Postal Service),Export,66202.0,,
2019,8,Machinery & Electrical Equipment,Other/Unknown,Export,11729006.0,,
2019,8,Machinery & Electrical Equipment,Other/Unknown,Import,796807.0,12.99,28.64
2019,8,Machinery & Electrical Equipment,Rail,Export,485746396.0,,
2019,8,Machinery & Electrical Equipment,Rail,Import,466389151.0,85482.97,188457.47
2019,8,Machinery & Electrical Equipment,Truck,Export,6662355937.0,,
2019,8,Machinery & Electrical Equipment,Truck,Import,10279330159.0,753024.1,1660131.99
2019,8,Machinery & Electrical Equipment,Vessel,Export,14590995.0,1035.69,2283.3
2019,8,Machinery & Electrical Equipment,Vessel,Import,75557063.0,10784.21,23775.09
2019,8,Mineral Products,Air,Export,64821.0,35.5,78.26
2019,8,Mineral Products,Air,Import,14374.0,2.84,6.26
2019,8,Mineral Products,Other/Unknown,Export,839012.0,,
2019,8,Mineral Products,Pipeline,Export,341176112.0,,
2019,8,Mineral Products,Pipeline,Import,11772692.0,31959.54,70458.64
2019,8,Mineral Products,Rail,Export,489608455.0,,
2019,8,Mineral Products,Rail,Import,18262215.0,85296.54,188046.46
2019,8,Mineral Products,Truck,Export,304359138.0,,
2019,8,Mineral Products,Truck,Import,18869766.0,547027.14,1205986.97
2019,8,Mineral Products,Vessel,Export,1548211620.0,3794247.55,8364874.03
2019,8,Mineral Products,Vessel,Import,1246357878.0,4829691.59,10647634.67
2019,8,Miscellaneous Manufactured Articles,Air,Export,1906045.0,67.03,147.78
2019,8,Miscellaneous Manufactured Articles,Air,Import,2233159.0,123.56,272.4
2019,8,Miscellaneous Manufactured Articles,Foreign Trade Zones (FTZs),Import,47378982.0,7864.42,17338.06
2019,8,Miscellaneous Manufactured Articles,Other/Unknown,Export,164181.0,,
2019,8,Miscellaneous Manufactured Articles,Other/Unknown,Import,35636.0,1.15,2.54
2019,8,Miscellaneous Manufactured Articles,Rail,Export,1280625.0,,
2019,8,Miscellaneous Manufactured Articles,Rail,Import,9261394.0,1233.63,2719.69
2019,8,Miscellaneous Manufactured Articles,Truck,Export,288522027.0,,
2019,8,Miscellaneous Manufactured Articles,Truck,Import,1066635711.0,162923.81,359185.09
2019,8,Miscellaneous Manufactured Articles,Vessel,Export,1750384.0,297.94,656.84
2019,8,Miscellaneous Manufactured Articles,Vessel,Import,2784290.0,510.64,1125.77
2019,8,"Optical, Medical & Precision Instruments",Air,Export,64458979.0,294.92,650.19
2019,8,"Optical, Medical & Precision Instruments",Air,Import,35402641.0,237.94,524.57
2019,8,"Optical, Medical & Precision Instruments",Foreign Trade Zones (FTZs),Import,30822774.0,630.95,1391.0
2019,8,"Optical, Medical & Precision Instruments",Other/Unknown,Export,458723.0,,
2019,8,"Optical, Medical & Precision Instruments",Other/Unknown,Import,7009.0,0.1,0.22
2019,8,"Optical, Medical & Precision Instruments",Rail,Export,12766484.0,,
2019,8,"Optical, Medical & Precision Instruments",Rail,Import,21315503.0,1361.72,3002.08
2019,8,"Optical, Medical & Precision Instruments",Truck,Export,596583381.0,,
2019,8,"Optical, Medical & Precision Instruments",Truck,Import,1316305452.0,47454.49,104619.12
2019,8,"Optical, Medical & Precision Instruments",Vessel,Export,3614730.0,64.24,141.62
2019,8,"Optical, Medical & Precision Instruments",Vessel,Import,5593750.0,148.81,328.07
2019,8,Plastics & Rubber,Air,Export,6112710.0,110.18,242.91
2019,8,Plastics & Rubber,Air,Import,4289355.0,171.1,377.21
2019,8,Plastics & Rubber,Foreign Trade Zones (FTZs),Import,3518766.0,284.99,628.29
2019,8,Plastics & Rubber,Mail (U.S. Postal Service),Export,3083.0,,
2019,8,Plastics & Rubber,Other/Unknown,Export,1186724.0,,
2019,8,Plastics & Rubber,Other/Unknown,Import,3495.0,0.15,0.33
2019,8,Plastics & Rubber,Rail,Export,236035191.0,,
2019,8,Plastics & Rubber,Rail,Import,95764102.0,62251.24,137240.33
2019,8,Plastics & Rubber,Truck,Export,1533455039.0,,
2019,8,Plastics & Rubber,Truck,Import,602538830.0,168327.17,371097.45
2019,8,Plastics & Rubber,Vessel,Export,8114311.0,4500.62,9922.16
2019,8,Plastics & Rubber,Vessel,Import,14466142.0,11255.02,24813.04
2019,8,Precious Metals & Stones,Air,Export,26884211.0,17.33,38.21
2019,8,Precious Metals & Stones,Air,Import,224977879.0,18.31,40.37
2019,8,Precious Metals & Stones,Other/Unknown,Export,5285325.0,,
2019,8,Precious Metals & Stones,Other/Unknown,Import,74950.0,0.0,0.0
2019,8,Precious Metals & Stones,Truck,Export,18492374.0,,
2019,8,Precious Metals & Stones,Truck,Import,275299312.0,566.46,1248.83
2019,8,Precious Metals & Stones,Vessel,Export,17922.0,2.96,6.53
2019,8,"Pulp, Paper & Paperboard",Air,Export,1896492.0,78.85,173.83
2019,8,"Pulp, Paper & Paperboard",Air,Import,933421.0,28.07,61.88
2019,8,"Pulp, Paper & Paperboard",Other/Unknown,Export,329623.0,,
2019,8,"Pulp, Paper & Paperboard",Rail,Export,76997138.0,,
2019,8,"Pulp, Paper & Paperboard",Rail,Import,1992565.0,2730.63,6020.0
2019,8,"Pulp, Paper & Paperboard",Truck,Export,306757306.0,,
2019,8,"Pulp, Paper & Paperboard",Truck,Import,116034190.0,50585.99,111522.89
2019,8,"Pulp, Paper & Paperboard",Vessel,Export,14322236.0,34166.29,75323.69
2019,8,"Pulp, Paper & Paperboard",Vessel,Import,1115301.0,1096.42,2417.19
2019,8,"Raw Hides, Skins & Leather",Air,Export,375672.0,10.12,22.31
2019,8,"Raw Hides, Skins & Leather",Air,Import,627179.0,13.06,28.79
2019,8,"Raw Hides, Skins & Leather",Foreign Trade Zones (FTZs),Import,1786293.0,93.8,206.79
2019,8,"Raw Hides, Skins & Leather",Other/Unknown,Export,14774.0,,
2019,8,"Raw Hides, Skins & Leather",Rail,Export,83748.0,,
2019,8,"Raw Hides, Skins & Leather",Rail,Import,1286746.0,231.28,509.88
2019,8,"Raw Hides, Skins & Leather",Truck,Export,55371083.0,,
2019,8,"Raw Hides, Skins & Leather",Truck,Import,20429615.0,1498.63,3303.91
2019,8,"Raw Hides, Skins & Leather",Vessel,Export,425018.0,97.19,214.27
2019,8,"Raw Hides, Skins & Leather",Vessel,Import,68028.0,6.32,13.93
2019,8,Special Classification Provisions,Air,Export,7020.0,0.01,0.02
2019,8,Special Classification Provisions,Air,Import,78499619.0,275.64,607.68
2019,8,Special Classification Provisions,Foreign Trade Zones (FTZs),Import,6391190.0,841.08,1854.26
2019,8,Special Classification Provisions,Other/Unknown,Export,614529149.0,,
2019,8,Special Classification Provisions,Other/Unknown,Import,233387663.0,31.22,68.83
2019,8,Special Classification Provisions,Rail,Export,2994450.0,,
2019,8,Special Classification Provisions,Rail,Import,2499874.0,1893.63,4174.73
2019,8,Special Classification Provisions,Truck,Export,22677299.0,,
2019,8,Special Classification Provisions,Truck,Import,463173998.0,58226.57,128367.46
2019,8,Special Classification Provisions,Vessel,Export,45010.0,0.6,1.32
2019,8,Special Classification Provisions,Vessel,Import,19589322.0,5394.83,11893.55
2019,8,"Stone, Ceramic & Glass Products",Air,Export,4838117.0,54.26,119.62
2019,8,"Stone, Ceramic & Glass Products",Air,Import,1482568.0,95.83,211.27
2019,8,"Stone, Ceramic & Glass Products",Foreign Trade Zones (FTZs),Import,28539.0,5.55,12.24
2019,8,"Stone, Ceramic & Glass Products",Other/Unknown,Export,84748.0,,
2019,8,"Stone, Ceramic & Glass Products",Rail,Export,9188764.0,,
2019,8,"Stone, Ceramic & Glass Products",Rail,Import,13644760.0,11702.79,25800.2
2019,8,"Stone, Ceramic & Glass Products",Truck,Export,126190682.0,,
2019,8,"Stone, Ceramic & Glass Products",Truck,Import,255908630.0,259797.75,572755.32
2019,8,"Stone, Ceramic & Glass Products",Vessel,Export,434213.0,210.51,464.09
2019,8,"Stone, Ceramic & Glass Products",Vessel,Import,7342177.0,15149.01,33397.81
2019,8,Textiles & Apparel,Air,Export,3363220.0,173.24,381.93
2019,8,Textiles & Apparel,Air,Import,4212006.0,101.12,222.93
2019,8,Textiles & Apparel,Foreign Trade Zones (FTZs),Import,231578.0,22.02,48.55
2019,8,Textiles & Apparel,Other/Unknown,Export,159351.0,,
2019,8,Textiles & Apparel,Other/Unknown,Import,3533.0,0.06,0.13
2019,8,Textiles & Apparel,Rail,Export,1541817.0,,
2019,8,Textiles & Apparel,Rail,Import,425039.0,222.44,490.4
2019,8,Textiles & Apparel,Truck,Export,468266384.0,,
2019,8,Textiles & Apparel,Truck,Import,421604080.0,44905.51,98999.59
2019,8,Textiles & Apparel,Vessel,Export,7903650.0,1617.58,3566.15
2019,8,Textiles & Apparel,Vessel,Import,31245171.0,3629.12,8000.83
2019,8,Transportation Equipment,Air,Export,130980351.0,655.78,1445.75
2019,8,Transportation Equipment,Air,Import,8976284.0,398.73,879.05
2019,8,Transportation Equipment,Foreign Trade Zones (FTZs),Import,175072325.0,20024.53,44146.48
2019,8,Transportation Equipment,Other/Unknown,Export,41164483.0,,
2019,8,Transportation Equipment,Other/Unknown,Import,54610.0,7.67,16.91
2019,8,Transportation Equipment,Rail,Export,463078362.0,,
2019,8,Transportation Equipment,Rail,Import,3773941168.0,498123.79,1098173.67
2019,8,Transportation Equipment,Truck,Export,1705424586.0,,
2019,8,Transportation Equipment,Truck,Import,4302821700.0,631627.46,1392498.53
2019,8,Transportation Equipment,Vessel,Export,100478219.0,5988.6,13202.59
2019,8,Transportation Equipment,Vessel,Import,1204246217.0,128943.93,284272.37
2019,8,Vegetable Products,Air,Export,5119730.0,26.98,59.48
2019,8,Vegetable Products,Air,Import,3027141.0,122.79,270.71
2019,8,Vegetable Products,Other/Unknown,Export,2578864.0,,
2019,8,Vegetable Products,Rail,Export,405946945.0,,
2019,8,Vegetable Products,Rail,Import,1499492.0,4563.57,10060.94
2019,8,Vegetable Products,Truck,Export,202707895.0,,
2019,8,Vegetable Products,Truck,Import,764017497.0,713695.61,1573427.62
2019,8,Vegetable Products,Vessel,Export,209798530.0,1097394.94,2419338.83
2019,8,Vegetable Products,Vessel,Import,30037269.0,37388.78,82428.05
2019,8,Wood & Wood Products,Air,Export,80894.0,30.71,67.7
2019,8,Wood & Wood Products,Air,Import,55189.0,12.74,28.09
2019,8,Wood & Wood Products,Other/Unknown,Export,64164.0,,
2019,8,Wood & Wood Products,Rail,Export,4815268.0,,
2019,8,Wood & Wood Products,Rail,Import,617735.0,431.86,952.09
2019,8,Wood & Wood Products,Truck,Export,63922763.0,,
2019,8,Wood & Wood Products,Truck,Import,38933788.0,40255.02,88747.02
2019,8,Wood & Wood Products,Vessel,Export,513423.0,429.95,947.88
2019,8,Wood & Wood Products,Vessel,Import,972707.0,826.26,1821.59
2019,8,Works of Art & Antiques,Air,Export,13540950.0,17.16,37.83
2019,8,Works of Art & Antiques,Air,Import,5801221.0,8.34,18.39
2019,8,Works of Art & Antiques,Truck,Export,153128.0,,
2019,8,Works of Art & Antiques,Truck,Import,300866.0,50.46,111.25
2019,8,Works of Art & Antiques,Vessel,Export,11516.0,0.46,1.01
2019,9,Animal or Vegetable Fats & Oils,Air,Export,16609.0,1.45,3.2
2019,9,Animal or Vegetable Fats & Oils,Other/Unknown,Export,9458.0,,
2019,9,Animal or Vegetable Fats & Oils,Rail,Export,31335566.0,,
2019,9,Animal or Vegetable Fats & Oils,Rail,Import,3719823.0,2559.4,5642.5
2019,9,Animal or Vegetable Fats & Oils,Truck,Export,9321429.0,,
2019,9,Animal or Vegetable Fats & Oils,Truck,Import,13291787.0,7133.33,15726.28
2019,9,Animal or Vegetable Fats & Oils,Vessel,Export,3585394.0,4985.84,10991.88
