Scope,Year,Mode,TradeType,ContCode,DF,TradeValue,Weight,WeightLb
National,1993,Mail (U.S. Postal Service),Export,U,1,8738802.0,,
National,1993,Mail (U.S. Postal Service),Export,U,2,765121.0,,
National,1993,Mail (U.S. Postal Service),Import,U,U,1333259.0,,
National,1993,Other/Unknown,Export,U,1,12097173096.0,,
National,1993,Other/Unknown,Export,U,2,635553088.0,,
National,1993,Other/Unknown,Import,U,U,438580112.0,,
National,1993,Pipeline,Export,U,1,618329.0,,
National,1993,Pipeline,Import,U,U,227810779.0,,
National,1993,Rail,Export,U,1,3882400444.0,,
National,1993,Rail,Export,U,2,21191027.0,,
National,1993,Rail,Import,1,U,42681968.0,,
National,1993,Rail,Import,U,U,6180116140.0,,
National,1993,Truck,Export,U,1,34789267249.0,,
National,1993,Truck,Export,U,2,840811940.0,,
National,1993,Truck,Import,1,U,37569737.0,,
National,1993,Truck,Import,U,U,19801973144.0,,
National,1994,Mail (U.S. Postal Service),Export,U,1,5488889.0,,
National,1994,Mail (U.S. Postal Service),Export,U,2,3613.0,,
National,1994,Mail (U.S. Postal Service),Import,U,U,1861880.0,,
National,1994,Other/Unknown,Export,U,1,3422854410.0,,
National,1994,Other/Unknown,Export,U,2,94397278.0,,
National,1994,Other/Unknown,Import,U,U,643485952.0,,
National,1994,Pipeline,Export,U,1,420097.0,,
National,1994,Pipeline,Import,U,U,187900655.0,,
National,1994,Rail,Export,U,1,5123085670.0,,
National,1994,Rail,Export,U,2,27830181.0,,
National,1994,Rail,Import,1,U,205960445.0,,
National,1994,Rail,Import,U,U,7563042328.0,,
National,1994,Truck,Export,U,1,46265273849.0,,
National,1994,Truck,Export,U,2,1507990132.0,,
National,1994,Truck,Import,1,U,344133975.0,,
National,1994,Truck,Import,U,U,34669811295.0,,
National,1995,Foreign Trade Zones (FTZs),Import,U,U,1099153524.0,413450.41,911501.04
National,1995,Mail (U.S. Postal Service),Export,U,1,26769432.0,,
National,1995,Mail (U.S. Postal Service),Export,U,2,63988.0,,
National,1995,Mail (U.S. Postal Service),Import,U,U,1252973.0,100.28,221.08
National,1995,Other/Unknown,Export,U,1,1979103946.0,,
National,1995,Other/Unknown,Export,U,2,46656178.0,,
National,1995,Other/Unknown,Import,U,U,768924379.0,6497.03,14323.48
National,1995,Pipeline,Export,U,1,1016099.0,,
National,1995,Pipeline,Import,U,U,27394482.0,228794.38,504404.67
National,1995,Rail,Export,U,1,4646194717.0,,
National,1995,Rail,Export,U,2,48238715.0,,
National,1995,Rail,Import,1,U,468226202.0,61533.26,135657.46
National,1995,Rail,Import,U,U,8669719876.0,2954166.55,6512814.66
National,1995,Truck,Export,U,1,34853431849.0,,
National,1995,Truck,Export,U,2,1060717059.0,,
National,1995,Truck,Import,1,U,1054847383.0,48849.58,107694.76
National,1995,Truck,Import,U,U,41959424668.0,10497750.87,23143551.52
National,1996,Foreign Trade Zones (FTZs),Import,U,U,2015644833.0,748874.11,1650982.84
National,1996,Mail (U.S. Postal Service),Import,U,U,1525358.0,109.2,240.74
National,1996,Other/Unknown,Export,U,1,2475585560.0,,
National,1996,Other/Unknown,Export,U,2,64503027.0,,
National,1996,Other/Unknown,Import,U,U,639210776.0,6356.68,14014.06
National,1996,Pipeline,Export,U,1,2299845.0,,
National,1996,Pipeline,Import,U,U,8120219.0,124601.57,274699.11
National,1996,Rail,Export,U,1,4984455503.0,,
National,1996,Rail,Export,U,2,134793379.0,,
National,1996,Rail,Import,1,U,363779246.0,139774.98,308150.72
National,1996,Rail,Import,U,U,11933904115.0,5166247.27,11389612.06
National,1996,Truck,Export,U,1,42580017652.0,,
National,1996,Truck,Export,U,2,1511770698.0,,
National,1996,Truck,Import,1,U,901733557.0,87115.67,192056.95
National,1996,Truck,Import,U,U,47448256767.0,15876315.78,35001243.29
National,1997,Foreign Trade Zones (FTZs),Import,U,U,2119594219.0,472076.24,1040748.72
National,1997,Mail (U.S. Postal Service),Export,U,1,95386.0,,
National,1997,Mail (U.S. Postal Service),Export,U,2,14359.0,,
National,1997,Mail (U.S. Postal Service),Import,U,U,159475.0,44.28,97.62
National,1997,Other/Unknown,Export,U,1,2813362068.0,,
National,1997,Other/Unknown,Export,U,2,47177485.0,,
National,1997,Other/Unknown,Import,U,U,668196266.0,9510.18,20966.33
National,1997,Pipeline,Export,U,1,68272041.0,,
National,1997,Pipeline,Import,U,U,3595254.0,84676.97,186680.54
National,1997,Rail,Export,U,1,5457997607.0,,
National,1997,Rail,Export,U,2,190004463.0,,
National,1997,Rail,Import,1,U,210698866.0,57710.54,127229.81
National,1997,Rail,Import,U,U,12436232580.0,5559567.59,12256733.9
National,1997,Truck,Export,U,1,53466074234.0,,
National,1997,Truck,Export,U,2,2126535994.0,,
National,1997,Truck,Import,1,U,884253423.0,152887.95,337059.83
National,1997,Truck,Import,U,U,55832243527.0,17657351.24,38927749.69
National,1998,Foreign Trade Zones (FTZs),Import,U,U,2886691988.0,442063.51,974582.06
National,1998,Mail (U.S. Postal Service),Export,U,1,87508.0,,
National,1998,Mail (U.S. Postal Service),Export,U,2,7935.0,,
National,1998,Mail (U.S. Postal Service),Import,U,U,166655.0,6.54,14.42
National,1998,Other/Unknown,Export,U,1,3431255508.0,,
National,1998,Other/Unknown,Export,U,2,38754511.0,,
National,1998,Other/Unknown,Import,U,U,917752553.0,9930.77,21893.57
National,1998,Pipeline,Export,U,1,73350041.0,,
National,1998,Pipeline,Import,U,U,2383433.0,63121.34,139158.57
National,1998,Rail,Export,U,1,5989839833.0,,
National,1998,Rail,Export,U,2,198937364.0,,
National,1998,Rail,Import,1,U,85648753.0,96160.87,211998.18
National,1998,Rail,Import,U,U,11944015869.0,5889698.01,12984546.03
National,1998,Truck,Export,U,1,57772049951.0,,
National,1998,Truck,Export,U,2,2660066010.0,,
National,1998,Truck,Import,1,U,1332258245.0,307760.43,678494.8
National,1998,Truck,Import,U,U,64551428351.0,18978434.08,41840235.34
National,1999,Foreign Trade Zones (FTZs),Import,U,U,2624357339.0,242299.13,534177.51
National,1999,Mail (U.S. Postal Service),Export,U,1,728429.0,,
National,1999,Mail (U.S. Postal Service),Import,U,U,215689.0,21.16,46.65
National,1999,Other/Unknown,Export,U,1,3279624914.0,,
National,1999,Other/Unknown,Export,U,2,69958036.0,,
National,1999,Other/Unknown,Import,U,U,1255828144.0,21131.3,46586.49
National,1999,Pipeline,Export,U,1,137082149.0,,
National,1999,Pipeline,Export,U,2,7117997.0,,
National,1999,Pipeline,Import,U,U,1549472.0,45669.47,100683.83
National,1999,Rail,Export,U,1,5379441599.0,,
National,1999,Rail,Export,U,2,331172559.0,,
National,1999,Rail,Import,1,U,469301010.0,200261.08,441499.58
National,1999,Rail,Import,U,U,14224144308.0,6481681.94,14289645.64
National,1999,Truck,Export,U,1,62838693835.0,,
National,1999,Truck,Export,U,2,4085146204.0,,
National,1999,Truck,Import,1,U,1256040978.0,388471.64,856432.35
National,1999,Truck,Import,U,U,75191922873.0,21290985.64,46938532.76
National,2000,Foreign Trade Zones (FTZs),Import,U,U,2125681006.0,125426.39,276517.53
National,2000,Mail (U.S. Postal Service),Export,U,2,45000.0,,
National,2000,Mail (U.S. Postal Service),Import,U,U,552299.0,8.35,18.41
National,2000,Other/Unknown,Export,U,1,3837571791.0,,
National,2000,Other/Unknown,Export,U,2,134425816.0,,
National,2000,Other/Unknown,Import,U,U,1573883110.0,26687.89,58836.66
National,2000,Pipeline,Export,U,1,301804909.0,,
National,2000,Pipeline,Import,U,U,11533034.0,128690.38,283713.39
National,2000,Rail,Export,U,1,9284159953.0,,
National,2000,Rail,Export,U,2,1211632067.0,,
National,2000,Rail,Import,1,U,161557900.0,180239.59,397359.8
National,2000,Rail,Import,U,U,20894555984.0,7134334.46,15728496.44
National,2000,Truck,Export,U,1,74429257647.0,,
National,2000,Truck,Export,U,2,7959974801.0,,
National,2000,Truck,Import,1,U,1712092335.0,457677.46,1009004.88
National,2000,Truck,Import,U,U,86956652764.0,22346909.5,49266443.62
National,2001,Foreign Trade Zones (FTZs),Import,U,U,1894932046.0,144601.61,318791.6
National,2001,Mail (U.S. Postal Service),Export,U,1,104293.0,,
National,2001,Mail (U.S. Postal Service),Export,U,2,3535.0,,
National,2001,Mail (U.S. Postal Service),Import,U,U,53119.0,3.47,7.65
National,2001,Other/Unknown,Export,U,1,3833810407.0,,
National,2001,Other/Unknown,Export,U,2,183876020.0,,
National,2001,Other/Unknown,Import,U,U,1539691853.0,35705.99,78718.14
National,2001,Pipeline,Export,U,1,296119600.0,,
National,2001,Pipeline,Import,U,U,1620159.0,17836.17,39321.98
National,2001,Rail,Export,U,1,9303227181.0,,
National,2001,Rail,Export,U,2,1086178258.0,,
National,2001,Rail,Import,1,U,328117970.0,216139.46,476505.38
National,2001,Rail,Import,U,U,21728658899.0,8185064.05,18044955.91
National,2001,Truck,Export,U,1,66236840632.0,,
National,2001,Truck,Export,U,2,7986218948.0,,
National,2001,Truck,Import,1,U,1531743152.0,377436.48,832104.01
National,2001,Truck,Import,U,U,84845506704.0,22142212.4,48815164.3
National,2002,Foreign Trade Zones (FTZs),Import,U,U,1446810676.0,456168.3,1005677.76
National,2002,Mail (U.S. Postal Service),Export,U,1,485636.0,,
National,2002,Mail (U.S. Postal Service),Export,U,2,163299.0,,
National,2002,Mail (U.S. Postal Service),Import,U,U,202717.0,41.8,92.15
National,2002,Other/Unknown,Export,U,1,3403580877.0,,
National,2002,Other/Unknown,Export,U,2,117922332.0,,
National,2002,Other/Unknown,Import,U,U,1548890514.0,2126.01,4687.04
National,2002,Pipeline,Export,U,1,567927109.0,,
National,2002,Pipeline,Import,U,U,597552.0,5497.36,12119.59
National,2002,Rail,Export,U,1,9310244069.0,,
National,2002,Rail,Export,U,2,832760166.0,,
National,2002,Rail,Import,1,U,234283703.0,270931.0,597299.9
National,2002,Rail,Import,U,U,20556405564.0,8344209.37,18395810.86
National,2002,Truck,Export,U,1,61958655486.0,,
National,2002,Truck,Export,U,2,8966076133.0,,
National,2002,Truck,Import,1,U,1496863885.0,437518.59,964562.23
National,2002,Truck,Import,U,U,89096744797.0,22946417.66,50588131.3
National,2003,Air,Export,U,1,759932880.0,9247.77,20387.82
National,2003,Air,Export,U,2,247321608.0,1659.46,3658.48
National,2003,Air,Import,U,U,547202207.0,10697.48,23583.88
National,2003,Foreign Trade Zones (FTZs),Import,U,U,1005380554.0,361347.48,796633.88
National,2003,Mail (U.S. Postal Service),Export,U,1,105057.0,,
National,2003,Mail (U.S. Postal Service),Export,U,2,251614.0,,
National,2003,Mail (U.S. Postal Service),Import,U,U,31225.0,2.54,5.6
National,2003,Other/Unknown,Export,U,1,3536479673.0,,
National,2003,Other/Unknown,Export,U,2,106867988.0,,
National,2003,Other/Unknown,Import,U,U,1600145314.0,5312.32,11711.65
National,2003,Pipeline,Export,U,1,155347265.0,,
National,2003,Pipeline,Import,U,U,211172.0,90.72,200.0
National,2003,Rail,Export,U,1,10647036926.0,,
National,2003,Rail,Export,U,2,617893555.0,,
National,2003,Rail,Import,1,U,1468298943.0,314051.56,692364.35
National,2003,Rail,Import,U,U,18233380211.0,7902126.27,17421185.62
National,2003,Truck,Export,U,1,58220627294.0,,
National,2003,Truck,Export,U,2,12330212378.0,,
National,2003,Truck,Import,1,U,1656062610.0,517048.69,1139895.88
National,2003,Truck,Import,U,U,90878976763.0,23394892.85,51576848.67
National,2003,Vessel,Export,U,1,1137154304.0,4305882.93,9492835.63
National,2003,Vessel,Export,U,2,12104826.0,10967.56,24179.3
National,2003,Vessel,Import,U,U,3610452101.0,19966800.96,44019208.73
National,2004,Air,Export,U,1,4228491842.0,52693.76,116169.72
National,2004,Air,Export,U,2,1784667768.0,10401.3,22930.91
National,2004,Air,Import,U,U,3456025951.0,69940.08,154191.3
National,2004,Foreign Trade Zones (FTZs),Import,U,U,679775558.0,285518.59,629459.99
National,2004,Mail (U.S. Postal Service),Export,U,1,209397.0,,
National,2004,Mail (U.S. Postal Service),Export,U,2,17899962.0,,
National,2004,Mail (U.S. Postal Service),Import,U,U,31964.0,23.43,51.65
National,2004,Other/Unknown,Export,U,1,4169936231.0,,
National,2004,Other/Unknown,Export,U,2,46430821.0,,
National,2004,Other/Unknown,Import,U,U,1838706036.0,9075.52,20008.07
National,2004,Pipeline,Export,U,1,87173939.0,,
National,2004,Pipeline,Import,U,U,310870.0,8669.53,19113.02
National,2004,Rail,Export,U,1,12896332150.0,,
National,2004,Rail,Export,U,2,736542263.0,,
National,2004,Rail,Import,1,U,1350782217.0,320449.58,706469.55
National,2004,Rail,Import,U,U,18832611933.0,9002354.69,19846771.2
National,2004,Truck,Export,U,1,64331054520.0,,
National,2004,Truck,Export,U,2,15018117243.0,,
National,2004,Truck,Import,1,U,1629487076.0,521168.03,1148977.46
National,2004,Truck,Import,U,U,103314339485.0,27682074.69,61028455.5
National,2004,Vessel,Export,U,1,7304505171.0,23244124.61,51244462.0
National,2004,Vessel,Export,U,2,153923538.0,155602.55,343044.49
National,2004,Vessel,Import,U,U,24740939825.0,112184036.12,247323169.71
National,2005,Air,Export,U,1,4317754078.0,45194.12,99635.86
National,2005,Air,Export,U,2,2121496619.0,10220.1,22531.44
National,2005,Air,Import,U,U,3903181081.0,70926.2,156365.32
National,2005,Foreign Trade Zones (FTZs),Import,U,U,360424046.0,48149.86,106152.14
National,2005,Mail (U.S. Postal Service),Export,U,1,110090.0,,
National,2005,Mail (U.S. Postal Service),Export,U,2,21498860.0,,
National,2005,Mail (U.S. Postal Service),Import,U,U,17930.0,3.85,8.49
National,2005,Other/Unknown,Export,U,1,4493997235.0,,
National,2005,Other/Unknown,Export,U,2,128776157.0,,
National,2005,Other/Unknown,Import,U,U,1990203024.0,36705.21,80921.04
National,2005,Pipeline,Export,U,1,542736246.0,,
National,2005,Pipeline,Export,U,2,544329.0,,
National,2005,Rail,Export,U,1,14841663794.0,,
National,2005,Rail,Export,U,2,905989553.0,,
National,2005,Rail,Import,1,U,1901611433.0,396475.02,874076.76
National,2005,Rail,Import,U,U,18880576124.0,10495890.39,23139449.87
National,2005,Truck,Export,U,1,68295043152.0,,
National,2005,Truck,Export,U,2,15046151863.0,,
National,2005,Truck,Import,1,U,1455022473.0,456418.41,1006229.16
National,2005,Truck,Import,U,U,110812603192.0,29677744.89,65428149.94
National,2005,Vessel,Export,U,1,9175356126.0,22748353.26,50151474.56
National,2005,Vessel,Export,U,2,157796291.0,51469.75,113471.24
National,2005,Vessel,Import,U,U,30894244502.0,112413718.55,247829532.19
National,2006,Air,Export,U,1,4928098420.0,50182.09,110632.44
National,2006,Air,Export,U,2,2439242506.0,13423.21,29593.08
National,2006,Air,Import,U,U,4117754268.0,77763.93,171439.92
National,2006,Foreign Trade Zones (FTZs),Import,U,U,423335649.0,283770.15,625605.35
National,2006,Mail (U.S. Postal Service),Export,U,1,52717.0,,
National,2006,Mail (U.S. Postal Service),Export,U,2,282301.0,,
National,2006,Mail (U.S. Postal Service),Import,U,U,47465.0,2.9,6.39
National,2006,Other/Unknown,Export,U,1,5717423396.0,,
National,2006,Other/Unknown,Export,U,2,61651200.0,,
National,2006,Other/Unknown,Import,U,U,2399227652.0,73702.87,162486.82
National,2006,Pipeline,Export,U,1,706958930.0,,
National,2006,Pipeline,Import,U,U,55378478.0,128347.41,282957.27
National,2006,Rail,Export,U,1,16267304014.0,,
National,2006,Rail,Export,U,2,1003911922.0,,
National,2006,Rail,Import,1,U,1639608504.0,390881.64,861745.48
National,2006,Rail,Import,U,U,24223905943.0,11426386.2,25190839.54
National,2006,Truck,Export,U,1,76977347507.0,,
National,2006,Truck,Export,U,2,16014250465.0,,
National,2006,Truck,Import,1,U,1229830597.0,400343.63,882605.57
National,2006,Truck,Import,U,U,125233813193.0,30887344.88,68094858.27
National,2006,Vessel,Export,U,1,9965140634.0,25644293.54,56535922.42
National,2006,Vessel,Export,U,2,85419041.0,60469.2,133311.61
National,2006,Vessel,Import,U,U,38935737429.0,113062688.51,249260264.34
National,2007,Air,Export,0,1,4595645692.0,49250.84,108579.39
National,2007,Air,Export,0,2,2203514885.0,13360.14,29454.03
National,2007,Air,Export,1,1,17430398.0,445.97,983.19
National,2007,Air,Export,1,2,7271023.0,56.1,123.68
National,2007,Air,Import,0,U,4680270797.0,102965.81,227000.48
National,2007,Air,Import,1,U,4182048.0,927.45,2044.67
National,2007,Foreign Trade Zones (FTZs),Import,0,U,751125938.0,84927.05,187231.87
National,2007,Mail (U.S. Postal Service),Export,X,1,2371856.0,,
National,2007,Mail (U.S. Postal Service),Export,X,2,479088.0,,
National,2007,Other/Unknown,Export,X,1,5430857020.0,,
National,2007,Other/Unknown,Export,X,2,150190479.0,,
National,2007,Other/Unknown,Import,0,U,2696392377.0,1926.07,4246.25
National,2007,Pipeline,Export,X,1,784656652.0,,
National,2007,Pipeline,Export,X,2,2697286.0,,
National,2007,Pipeline,Import,0,U,168626787.0,333736.51,735762.18
National,2007,Rail,Export,0,1,16043124668.0,,
National,2007,Rail,Export,0,2,887434011.0,,
National,2007,Rail,Export,1,1,2278265323.0,,
National,2007,Rail,Export,1,2,131210200.0,,
National,2007,Rail,Import,0,U,25488782460.0,10758688.25,23718819.29
National,2007,Rail,Import,1,U,1571264187.0,344143.85,758706.41
National,2007,Truck,Export,0,1,77734229476.0,,
National,2007,Truck,Export,0,2,13579325210.0,,
National,2007,Truck,Export,1,1,1634944499.0,,
National,2007,Truck,Export,1,2,98707838.0,,
National,2007,Truck,Import,0,U,136164922846.0,31248923.27,68892001.22
National,2007,Truck,Import,1,U,872047545.0,261050.17,575516.43
National,2007,Vessel,Export,0,1,9736371959.0,25174810.84,55500891.47
National,2007,Vessel,Export,0,2,71916702.0,143064.13,315402.04
National,2007,Vessel,Export,1,1,1123216116.0,781216.54,1722285.61
National,2007,Vessel,Export,1,2,27401426.0,6438.81,14195.13
National,2007,Vessel,Import,0,U,36376008809.0,101922948.03,224701369.69
National,2007,Vessel,Import,1,U,2025397086.0,1553558.25,3425005.59
National,2008,Air,Export,0,1,4539506727.0,44600.51,98327.18
National,2008,Air,Export,0,2,2436806088.0,13839.2,30510.18
National,2008,Air,Export,1,1,50975611.0,387.26,853.76
National,2008,Air,Export,1,2,2574052.0,28.47,62.77
National,2008,Air,Import,0,U,5949433853.0,82588.14,182075.47
National,2008,Air,Import,1,U,2734082.0,278.67,614.36
National,2008,Foreign Trade Zones (FTZs),Import,0,U,1024900761.0,148894.83,328256.52
National,2008,Foreign Trade Zones (FTZs),Import,1,U,54032490.0,337.06,743.09
National,2008,Mail (U.S. Postal Service),Export,X,1,163551.0,,
National,2008,Mail (U.S. Postal Service),Export,X,2,442029.0,,
National,2008,Mail (U.S. Postal Service),Import,0,U,64722.0,1.3,2.87
National,2008,Other/Unknown,Export,X,1,5940813210.0,,
National,2008,Other/Unknown,Export,X,2,166400435.0,,
National,2008,Other/Unknown,Import,0,U,2716860324.0,1427.07,3146.15
National,2008,Pipeline,Export,X,1,1248449926.0,,
National,2008,Pipeline,Export,X,2,2048102.0,,
National,2008,Pipeline,Import,0,U,193177052.0,363398.48,801155.56
National,2008,Rail,Export,0,1,18801775231.0,,
National,2008,Rail,Export,0,2,772112883.0,,
National,2008,Rail,Export,1,1,2257554242.0,,
National,2008,Rail,Export,1,2,133760332.0,,
National,2008,Rail,Import,0,U,23313243955.0,9501709.0,20947657.7
National,2008,Rail,Import,1,U,1951535615.0,458805.47,1011491.72
National,2008,Truck,Export,0,1,82134279502.0,,
National,2008,Truck,Export,0,2,16267099666.0,,
National,2008,Truck,Export,1,1,1751348527.0,,
National,2008,Truck,Export,1,2,111182945.0,,
National,2008,Truck,Import,0,U,133604134349.0,30324011.14,66852921.44
National,2008,Truck,Import,1,U,620057527.0,120042.33,264647.72
National,2008,Vessel,Export,0,1,13724273873.0,25731950.68,56729173.11
National,2008,Vessel,Export,0,2,114033066.0,139728.61,308048.49
National,2008,Vessel,Export,1,1,1058264677.0,578759.02,1275943.71
National,2008,Vessel,Export,1,2,24727269.0,3429.3,7560.3
National,2008,Vessel,Import,0,U,44449419112.0,89483931.92,197278065.99
National,2008,Vessel,Import,1,U,2035260486.0,1690272.15,3726407.79
National,2009,Air,Export,0,1,4209231755.0,38679.04,85272.59
National,2009,Air,Export,0,2,2961853162.0,14454.77,31867.28
National,2009,Air,Export,1,1,10974045.0,197.88,436.25
National,2009,Air,Export,1,2,2924352.0,26.22,57.81
National,2009,Air,Import,0,U,7701019364.0,51289.12,113073.02
National,2009,Air,Import,1,U,3395197.0,223.52,492.78
National,2009,Foreign Trade Zones (FTZs),Import,0,U,1035647769.0,66688.33,147022.43
National,2009,Foreign Trade Zones (FTZs),Import,1,U,119900643.0,21328.88,47022.08
National,2009,Mail (U.S. Postal Service),Export,X,1,569036.0,,
National,2009,Mail (U.S. Postal Service),Export,X,2,248192.0,,
National,2009,Mail (U.S. Postal Service),Import,0,U,98241.0,0.39,0.86
National,2009,Other/Unknown,Export,X,1,4735236129.0,,
National,2009,Other/Unknown,Export,X,2,146700578.0,,
National,2009,Other/Unknown,Import,0,U,2174967503.0,1255.98,2768.96
National,2009,Pipeline,Export,X,1,787310105.0,,
National,2009,Pipeline,Export,X,2,1230129.0,,
National,2009,Pipeline,Import,0,U,155295266.0,488229.1,1076359.64
National,2009,Rail,Export,0,1,13349159938.0,,
National,2009,Rail,Export,0,2,623687647.0,,
National,2009,Rail,Export,1,1,1226965299.0,,
National,2009,Rail,Export,1,2,88372590.0,,
National,2009,Rail,Import,0,U,17698235457.0,7509342.92,16555247.59
National,2009,Rail,Import,1,U,1604296592.0,441329.53,972963.91
National,2009,Truck,Export,0,1,68488100607.0,,
National,2009,Truck,Export,0,2,19088022350.0,,
National,2009,Truck,Export,1,1,1566094351.0,,
National,2009,Truck,Export,1,2,265792482.0,,
National,2009,Truck,Import,0,U,117290964606.0,27361992.87,60322796.72
National,2009,Truck,Import,1,U,496399427.0,113517.63,250263.24
National,2009,Vessel,Export,0,1,10688621132.0,27063698.7,59665171.43
National,2009,Vessel,Export,0,2,73605606.0,55597.68,122571.76
National,2009,Vessel,Export,1,1,650365449.0,470943.7,1038251.9
National,2009,Vessel,Export,1,2,23177355.0,2869.47,6326.09
National,2009,Vessel,Import,0,U,26713539740.0,76026065.17,167608583.8
National,2009,Vessel,Import,1,U,1543288327.0,1369726.28,3019725.95
National,2010,Air,Export,0,1,4423675193.0,45549.61,100419.58
National,2010,Air,Export,0,2,3041594336.0,14872.12,32787.37
National,2010,Air,Export,1,1,10784061.0,139.6,307.76
National,2010,Air,Export,1,2,8737325.0,84.17,185.56
National,2010,Air,Import,0,U,10893756048.0,75376.99,166177.62
National,2010,Air,Import,1,U,38395189.0,90.37,199.23
National,2010,Foreign Trade Zones (FTZs),Import,0,U,1713624859.0,290047.05,639443.53
National,2010,Foreign Trade Zones (FTZs),Import,1,U,150189903.0,42605.52,93928.98
National,2010,Mail (U.S. Postal Service),Export,X,1,374289.0,,
National,2010,Mail (U.S. Postal Service),Export,X,2,176674.0,,
National,2010,Mail (U.S. Postal Service),Import,0,U,1981.0,0.04,0.09
National,2010,Other/Unknown,Export,X,1,5929137938.0,,
National,2010,Other/Unknown,Export,X,2,216776015.0,,
National,2010,Other/Unknown,Import,0,U,1878429584.0,1406.79,3101.44
National,2010,Pipeline,Export,X,1,2099429031.0,,
National,2010,Pipeline,Export,X,2,219851.0,,
National,2010,Pipeline,Import,0,U,181563026.0,409735.51,903311.1
National,2010,Rail,Export,0,1,17494086393.0,,
National,2010,Rail,Export,0,2,959573416.0,,
National,2010,Rail,Export,1,1,1112696741.0,,
National,2010,Rail,Export,1,2,93465299.0,,
National,2010,Rail,Import,0,U,26788617015.0,9894761.77,21814189.69
National,2010,Rail,Import,1,U,1695969841.0,429584.81,947071.26
National,2010,Truck,Export,0,1,82211077303.0,,
National,2010,Truck,Export,0,2,27118305768.0,,
National,2010,Truck,Export,1,1,1749373882.0,,
National,2010,Truck,Export,1,2,257356045.0,,
National,2010,Truck,Import,0,U,148390215589.0,32866691.5,72458565.41
National,2010,Truck,Import,1,U,604422292.0,165920.52,365791.7
National,2010,Vessel,Export,0,1,16039303106.0,33251518.49,73306962.69
National,2010,Vessel,Export,0,2,123998188.0,106658.89,235142.32
National,2010,Vessel,Export,1,1,747729199.0,551787.01,1216480.68
National,2010,Vessel,Export,1,2,26594423.0,5507.62,12142.21
National,2010,Vessel,Import,0,U,35712214580.0,82539026.19,181967187.92
National,2010,Vessel,Import,1,U,1938223099.0,1712681.26,3775811.36
National,2011,Air,Export,0,1,4570925213.0,44950.5,99098.77
National,2011,Air,Export,0,2,2975855478.0,15757.81,34739.98
National,2011,Air,Export,1,1,14718651.0,157.18,346.52
National,2011,Air,Export,1,2,4345501.0,31.59,69.64
National,2011,Air,Import,0,U,9996888419.0,65250.22,143851.94
National,2011,Air,Import,1,U,4889702.0,42.29,93.23
National,2011,Foreign Trade Zones (FTZs),Import,0,U,1949312102.0,229447.62,505844.81
National,2011,Foreign Trade Zones (FTZs),Import,1,U,170310726.0,8046.24,17738.9
National,2011,Mail (U.S. Postal Service),Export,X,1,1324954.0,,
National,2011,Mail (U.S. Postal Service),Export,X,2,208988.0,,
National,2011,Other/Unknown,Export,X,1,6683528324.0,,
National,2011,Other/Unknown,Export,X,2,262821387.0,,
National,2011,Other/Unknown,Import,0,U,1879604844.0,1542.2,3399.96
National,2011,Pipeline,Export,X,1,3491775995.0,,
National,2011,Pipeline,Import,0,U,281274779.0,590184.87,1301133.37
National,2011,Rail,Export,0,1,22121132150.0,,
National,2011,Rail,Export,0,2,1584103853.0,,
National,2011,Rail,Export,1,1,1202840343.0,,
National,2011,Rail,Export,1,2,55590529.0,,
National,2011,Rail,Import,0,U,30241112999.0,10725162.24,23644907.18
National,2011,Rail,Import,1,U,2065696092.0,562617.02,1240356.73
National,2011,Truck,Export,0,1,92978471919.0,,
National,2011,Truck,Export,0,2,33086268368.0,,
National,2011,Truck,Export,1,1,1731487984.0,,
National,2011,Truck,Export,1,2,251487356.0,,
National,2011,Truck,Import,0,U,166889646089.0,35380576.76,78000727.14
National,2011,Truck,Import,1,U,584220218.0,148228.09,326786.61
National,2011,Vessel,Export,0,1,26020130833.0,40729908.59,89793971.08
National,2011,Vessel,Export,0,2,95475592.0,73614.84,162292.75
National,2011,Vessel,Export,1,1,1130433897.0,805890.7,1776682.76
National,2011,Vessel,Export,1,2,25809963.0,4426.66,9759.1
National,2011,Vessel,Import,0,U,46458458162.0,80299143.15,177029096.97
National,2011,Vessel,Import,1,U,2352181826.0,1694160.13,3734979.31
National,2012,Air,Export,0,1,4514890665.0,44358.65,97793.97
National,2012,Air,Export,0,2,2862863049.0,14552.69,32083.15
National,2012,Air,Export,1,1,27337481.0,242.05,533.63
National,2012,Air,Export,1,2,8638465.0,96.76,213.32
National,2012,Air,Import,0,U,8654358804.0,59619.75,131438.89
National,2012,Air,Import,1,U,9997599.0,87.06,191.93
National,2012,Foreign Trade Zones (FTZs),Import,0,U,2152500928.0,169702.32,374129.13
National,2012,Foreign Trade Zones (FTZs),Import,1,U,132395680.0,9146.89,20165.42
National,2012,Mail (U.S. Postal Service),Export,X,1,287062.0,,
National,2012,Mail (U.S. Postal Service),Export,X,2,87510.0,,
National,2012,Mail (U.S. Postal Service),Import,0,U,233527.0,58.84,129.72
National,2012,Other/Unknown,Export,X,1,8035018312.0,,
National,2012,Other/Unknown,Export,X,2,333751423.0,,
National,2012,Other/Unknown,Import,0,U,1807551056.0,2199.41,4848.86
National,2012,Pipeline,Export,X,1,3394695165.0,,
National,2012,Pipeline,Import,0,U,214457922.0,485353.77,1070020.63
National,2012,Rail,Export,0,1,24039419805.0,,
National,2012,Rail,Export,0,2,1866545950.0,,
