Scope,Year,Mode,TradeType,ContCode,DF,TradeValue,Weight,WeightLb
Texas,2019,Vessel,Import,1,U,320685733.0,215740.91,475626.73
Texas,2020,Air,Export,0,1,296941349.0,2770.99,6108.98
Texas,2020,Air,Export,0,2,328149466.0,1761.87,3884.25
Texas,2020,Air,Export,1,1,391564.0,5.29,11.66
Texas,2020,Air,Export,1,2,158946.0,3.36,7.41
Texas,2020,Air,Import,0,U,479164207.0,4433.73,9774.69
Texas,2020,Air,Import,1,U,14969.0,1.22,2.69
Texas,2020,Foreign Trade Zones (FTZs),Import,0,U,1163070425.0,71747.86,158176.77
Texas,2020,Foreign Trade Zones (FTZs),Import,1,U,55394.0,21.81,48.08
Texas,2020,Mail (U.S. Postal Service),Export,X,1,16715.0,,
Texas,2020,Other/Unknown,Export,X,1,405014664.0,,
Texas,2020,Other/Unknown,Export,X,2,80995273.0,,
Texas,2020,Other/Unknown,Import,0,U,413053934.0,151974.44,335045.89
Texas,2020,Pipeline,Export,X,1,4589873911.0,,
Texas,2020,Pipeline,Export,X,2,5362488.0,,
Texas,2020,Pipeline,Import,0,U,52469176.0,224737.48,495460.74
Texas,2020,Rail,Export,0,1,5567820924.0,,
Texas,2020,Rail,Export,0,2,338914806.0,,
Texas,2020,Rail,Export,1,1,1813405425.0,,
Texas,2020,Rail,Export,1,2,86039269.0,,
Texas,2020,Rail,Import,0,U,657699754.0,1024741.92,2259166.53
Texas,2020,Rail,Import,1,U,2081988241.0,1354035.03,2985132.71
Texas,2020,Truck,Export,0,1,35460811299.0,,
Texas,2020,Truck,Export,0,2,27671734680.0,,
Texas,2020,Truck,Export,1,1,1060532001.0,,
Texas,2020,Truck,Export,1,2,146093407.0,,
Texas,2020,Truck,Import,0,U,74652294592.0,19192517.89,42312208.79
Texas,2020,Truck,Import,1,U,1543907977.0,629697.89,1388244.56
Texas,2020,Vessel,Export,0,1,11001706310.0,27998080.09,61725127.33
Texas,2020,Vessel,Export,0,2,14174638.0,10462.83,23066.56
Texas,2020,Vessel,Export,1,1,161287772.0,356502.23,785951.95
Texas,2020,Vessel,Export,1,2,16385382.0,2244.65,4948.6
Texas,2020,Vessel,Import,0,U,7359228644.0,32856455.54,72435999.01
Texas,2020,Vessel,Import,1,U,322945709.0,200945.21,443007.83
Texas,2021,Air,Export,0,1,514578889.0,9036.43,19921.89
Texas,2021,Air,Export,0,2,455576396.0,2528.45,5574.27
Texas,2021,Air,Export,1,1,903720.0,16.98,37.43
Texas,2021,Air,Export,1,2,1505812.0,3.83,8.44
Texas,2021,Air,Import,0,U,573516831.0,5606.3,12359.76
Texas,2021,Air,Import,1,U,476199.0,8.18,18.03
Texas,2021,Foreign Trade Zones (FTZs),Import,0,U,1177072457.0,101301.39,223331.07
Texas,2021,Foreign Trade Zones (FTZs),Import,1,U,34940.0,20.12,44.36
Texas,2021,Mail (U.S. Postal Service),Export,X,2,4500.0,,
Texas,2021,Other/Unknown,Export,X,1,550856479.0,,
Texas,2021,Other/Unknown,Export,X,2,334631898.0,,
Texas,2021,Other/Unknown,Import,0,U,365822960.0,128024.02,282244.31
Texas,2021,Pipeline,Export,X,1,11218455065.0,,
Texas,2021,Pipeline,Import,0,U,75667622.0,157108.12,346363.7
Texas,2021,Rail,Export,0,1,8498756418.0,,
Texas,2021,Rail,Export,0,2,416299361.0,,
Texas,2021,Rail,Export,1,1,3007029655.0,,
Texas,2021,Rail,Export,1,2,28135519.0,,
Texas,2021,Rail,Import,0,U,1222625456.0,1613502.73,3557160.39
Texas,2021,Rail,Import,1,U,2590720342.0,1651436.47,3640789.87
Texas,2021,Truck,Export,0,1,47030974373.0,,
Texas,2021,Truck,Export,0,2,30222608203.0,,
Texas,2021,Truck,Export,1,1,2091323190.0,,
Texas,2021,Truck,Export,1,2,174014499.0,,
Texas,2021,Truck,Import,0,U,88126877808.0,23583519.04,51992697.75
Texas,2021,Truck,Import,1,U,2003957035.0,532369.82,1173673.15
Texas,2021,Vessel,Export,0,1,17694805396.0,33439816.01,73722087.17
Texas,2021,Vessel,Export,0,2,324534609.0,468907.53,1033762.92
Texas,2021,Vessel,Export,1,1,152814539.0,197358.39,435100.25
Texas,2021,Vessel,Export,1,2,8182176.0,1798.57,3965.16
Texas,2021,Vessel,Import,0,U,11855511870.0,29816976.38,65735102.47
Texas,2021,Vessel,Import,1,U,394556843.0,268334.37,591575.32
Texas,2022,Air,Export,0,1,404811696.0,7894.14,17403.58
Texas,2022,Air,Export,0,2,864734821.0,4043.49,8914.36
Texas,2022,Air,Export,1,1,625427.0,6.74,14.86
Texas,2022,Air,Export,1,2,7580967.0,6.63,14.62
Texas,2022,Air,Import,0,U,666709208.0,5687.99,12539.86
Texas,2022,Air,Import,1,U,1942483.0,5.45,12.02
Texas,2022,Foreign Trade Zones (FTZs),Import,0,U,1567660919.0,187700.78,413808.89
Texas,2022,Foreign Trade Zones (FTZs),Import,1,U,4917462.0,331.17,730.1
Texas,2022,Mail (U.S. Postal Service),Export,X,2,11242.0,,
Texas,2022,Other/Unknown,Export,X,1,706699357.0,,
Texas,2022,Other/Unknown,Export,X,2,270363409.0,,
Texas,2022,Other/Unknown,Import,0,U,336460447.0,104580.28,230559.78
Texas,2022,Pipeline,Export,X,1,13523091229.0,,
Texas,2022,Pipeline,Import,0,U,100541837.0,157299.43,346785.47
Texas,2022,Rail,Export,0,1,8296214145.0,,
Texas,2022,Rail,Export,0,2,470401853.0,,
Texas,2022,Rail,Export,1,1,1530570462.0,,
Texas,2022,Rail,Export,1,2,23969225.0,,
Texas,2022,Rail,Import,0,U,2341764581.0,3533793.55,7790671.94
Texas,2022,Rail,Import,1,U,3074040036.0,1149514.54,2534242.75
Texas,2022,Truck,Export,0,1,49943834982.0,,
Texas,2022,Truck,Export,0,2,35012383568.0,,
Texas,2022,Truck,Export,1,1,2328018136.0,,
Texas,2022,Truck,Export,1,2,145935002.0,,
Texas,2022,Truck,Import,0,U,114833429134.0,26217211.24,57798988.24
Texas,2022,Truck,Import,1,U,2117230471.0,393016.48,866451.99
Texas,2022,Vessel,Export,0,1,30487393994.0,40562704.46,89425349.51
Texas,2022,Vessel,Export,0,2,58736116.0,61930.63,136533.51
Texas,2022,Vessel,Export,1,1,140925985.0,149534.53,329666.82
Texas,2022,Vessel,Export,1,2,7632453.0,1264.33,2787.37
Texas,2022,Vessel,Import,0,U,15877580903.0,26509167.74,58442641.38
Texas,2022,Vessel,Import,1,U,408891317.0,221074.07,487384.32
Texas,2023,Air,Export,0,1,381121246.0,4661.87,10277.65
Texas,2023,Air,Export,0,2,1502921244.0,4134.85,9115.77
Texas,2023,Air,Export,1,1,976215.0,24.44,53.88
Texas,2023,Air,Export,1,2,90363962.0,116.89,257.7
Texas,2023,Air,Import,0,U,865864091.0,5690.84,12546.14
Texas,2023,Air,Import,1,U,159238.0,2.85,6.28
Texas,2023,Foreign Trade Zones (FTZs),Import,0,U,1915227318.0,151819.52,334704.35
Texas,2023,Mail (U.S. Postal Service),Export,X,1,14200.0,,
Texas,2023,Mail (U.S. Postal Service),Export,X,2,1759701.0,,
Texas,2023,Other/Unknown,Export,X,1,781550849.0,,
Texas,2023,Other/Unknown,Export,X,2,51446003.0,,
Texas,2023,Other/Unknown,Import,0,U,518993396.0,144384.64,318313.27
Texas,2023,Pipeline,Export,X,1,6534000371.0,,
Texas,2023,Pipeline,Import,0,U,60182485.0,123671.21,272648.02
Texas,2023,Rail,Export,0,1,8026832781.0,,
Texas,2023,Rail,Export,0,2,514735998.0,,
Texas,2023,Rail,Export,1,1,1315178222.0,,
Texas,2023,Rail,Export,1,2,32503738.0,,
Texas,2023,Rail,Import,0,U,3364933309.0,3443978.24,7592663.31
Texas,2023,Rail,Import,1,U,1023598008.0,975825.46,2151324.33
Texas,2023,Truck,Export,0,1,46141578847.0,,
Texas,2023,Truck,Export,0,2,33837706313.0,,
Texas,2023,Truck,Export,1,1,3237085995.0,,
Texas,2023,Truck,Export,1,2,171545649.0,,
Texas,2023,Truck,Import,0,U,117440545483.0,23496953.75,51801854.18
Texas,2023,Truck,Import,1,U,1870519627.0,340049.23,749679.33
Texas,2023,Vessel,Export,0,1,26618411386.0,37528250.45,82735531.51
Texas,2023,Vessel,Export,0,2,64405770.0,64630.07,142484.74
Texas,2023,Vessel,Export,1,1,195279273.0,228122.32,502923.03
Texas,2023,Vessel,Export,1,2,9618223.0,1908.25,4206.97
Texas,2023,Vessel,Import,0,U,15198518316.0,28782429.96,63454320.74
Texas,2023,Vessel,Import,1,U,458841424.0,242376.63,534348.37
Texas,2024,Air,Export,0,1,385297675.0,4194.85,9248.05
Texas,2024,Air,Export,0,2,661232721.0,2720.43,5997.51
Texas,2024,Air,Export,1,1,220640.0,6.87,15.15
Texas,2024,Air,Export,1,2,111896.0,0.79,1.74
Texas,2024,Air,Import,0,U,853788339.0,5532.22,12196.44
Texas,2024,Air,Import,1,U,811960.0,11.37,25.07
Texas,2024,Foreign Trade Zones (FTZs),Import,0,U,2275049571.0,267973.53,590779.8
Texas,2024,Foreign Trade Zones (FTZs),Import,1,U,11046006.0,2753.11,6069.56
Texas,2024,Mail (U.S. Postal Service),Export,X,1,7750.0,,
Texas,2024,Mail (U.S. Postal Service),Export,X,2,8375.0,,
Texas,2024,Other/Unknown,Export,X,1,885212194.0,,
Texas,2024,Other/Unknown,Export,X,2,142874438.0,,
Texas,2024,Other/Unknown,Import,0,U,573445115.0,133161.98,293571.56
Texas,2024,Pipeline,Export,X,1,5224610287.0,,
Texas,2024,Pipeline,Import,0,U,6607855.0,18207.86,40141.41
Texas,2024,Rail,Export,0,1,7093998158.0,,
Texas,2024,Rail,Export,0,2,422600286.0,,
Texas,2024,Rail,Export,1,1,2484037872.0,,
Texas,2024,Rail,Export,1,2,22285936.0,,
Texas,2024,Rail,Import,0,U,3386319830.0,3802431.06,8382915.56
Texas,2024,Rail,Import,1,U,806128639.0,1090845.75,2404900.36
Texas,2024,Truck,Export,0,1,43592322211.0,,
Texas,2024,Truck,Export,0,2,37150165162.0,,
Texas,2024,Truck,Export,1,1,2872663943.0,,
Texas,2024,Truck,Export,1,2,193602922.0,,
Texas,2024,Truck,Import,0,U,133569834506.0,23762746.77,52387826.78
Texas,2024,Truck,Import,1,U,2387540847.0,392452.11,865207.77
Texas,2024,Vessel,Export,0,1,21929935350.0,35379618.99,77998615.62
Texas,2024,Vessel,Export,0,2,165643971.0,165295.4,364413.54
Texas,2024,Vessel,Export,1,1,277065149.0,275926.5,608313.08
Texas,2024,Vessel,Export,1,2,21199639.0,10883.93,23994.93
Texas,2024,Vessel,Import,0,U,13331596453.0,21931801.35,48351287.89
Texas,2024,Vessel,Import,1,U,429522309.0,201479.82,444186.44
Texas,2025,Air,Export,0,1,442430101.0,1866.25,4114.37
Texas,2025,Air,Export,0,2,1093325354.0,2279.81,5026.11
Texas,2025,Air,Export,1,1,390716.0,1.93,4.25
Texas,2025,Air,Export,1,2,723501.0,0.71,1.57
Texas,2025,Air,Import,0,U,1792637773.0,7718.96,17017.37
Texas,2025,Air,Import,1,U,797142.0,2.41,5.31
Texas,2025,Foreign Trade Zones (FTZs),Import,0,U,7161642949.0,669026.61,1474949.44
Texas,2025,Foreign Trade Zones (FTZs),Import,1,U,689917.0,49.93,110.08
Texas,2025,Mail (U.S. Postal Service),Export,X,1,46850.0,,
Texas,2025,Mail (U.S. Postal Service),Export,X,2,22528.0,,
Texas,2025,Other/Unknown,Export,X,1,862708956.0,,
Texas,2025,Other/Unknown,Export,X,2,48726393.0,,
Texas,2025,Other/Unknown,Import,0,U,129530219.0,21412.61,47206.67
Texas,2025,Pipeline,Export,X,1,7552720828.0,,
Texas,2025,Pipeline,Import,0,U,643997.0,4965.35,10946.71
Texas,2025,Rail,Export,0,1,6446735576.0,,
Texas,2025,Rail,Export,0,2,350152221.0,,
Texas,2025,Rail,Export,1,1,2953492475.0,,
Texas,2025,Rail,Export,1,2,58898777.0,,
Texas,2025,Rail,Import,0,U,3724463498.0,3066385.08,6760213.88
Texas,2025,Rail,Import,1,U,776735741.0,997984.06,2200175.62
Texas,2025,Truck,Export,0,1,39875499294.0,,
Texas,2025,Truck,Export,0,2,43311845838.0,,
Texas,2025,Truck,Export,1,1,1766076822.0,,
Texas,2025,Truck,Export,1,2,162477831.0,,
Texas,2025,Truck,Import,0,U,151114694853.0,23126422.09,50984972.67
Texas,2025,Truck,Import,1,U,2379587055.0,379685.31,837061.83
Texas,2025,Vessel,Export,0,1,19628512743.0,35143613.2,77478312.53
Texas,2025,Vessel,Export,0,2,164552132.0,120671.23,266034.21
Texas,2025,Vessel,Export,1,1,354988881.0,425594.0,938273.04
Texas,2025,Vessel,Export,1,2,80021539.0,85490.4,188473.85
Texas,2025,Vessel,Import,0,U,9888494596.0,17955835.32,39585793.66
Texas,2025,Vessel,Import,1,U,420149681.0,278810.6,614671.42
